"Name","Pos","Age","Games","Pass_Comp","Pass_Att","Pass_Yards","Pass_TD","Pass_INT","Rush_Att","Rush_Yards","Rush_TD","Rec_Tgt","Rec_Comp","Rec_Yards","Rec_TD","Fum_Lost","2PT_Made","2PT_Pass","Fan_Pts","VBD","Pos_Rk"
"dwayne bowe","WR","27","16","0","0","0","0","0","1","12","0","142","81","1159","5","","","","147","31","20"
"jermichael finley","TE","24","16","0","0","0","0","0","0","0","0","92","55","767","8","","","","127","29","5"
"jason witten","TE","29","16","0","0","0","0","0","0","0","0","117","79","942","5","","","","124","27","6"
"mark sanchez","QB","25","16","308","543","3474","26","18","37","103","6","0","0","0","0","8","","","255","26","10"
"steve johnson","WR","25","16","0","0","0","0","0","0","0","0","134","76","1004","7","","","","142","26","21"
"fred jackson","RB","30","10","0","0","0","0","0","170","934","6","50","39","442","0","2","","","174","25","14"
"matt forte","RB","26","12","0","1","0","0","0","203","997","3","76","52","490","1","2","","","173","24","15"
"antonio gates","TE","31","13","0","0","0","0","0","0","0","0","88","64","778","7","","","","120","22","7"
"chris johnson","RB","26","16","0","0","0","0","0","262","1047","4","79","57","418","0","1","","","171","22","16"
"beanie wells","RB","23","14","0","0","0","0","0","245","1047","10","16","10","52","0","2","","","170","21","17"
"pierre garcon","WR","25","16","0","0","0","0","0","4","28","0","134","70","947","6","2","","","134","17","22"
"vernon davis","TE","27","16","0","0","0","0","0","2","-5","0","95","67","792","6","1","","","115","17","8"
"shonn greene","RB","26","16","0","0","0","0","0","253","1054","6","41","30","211","0","","","","163","14","18"
"torrey smith","WR","22","16","0","0","0","0","0","4","39","0","95","50","841","7","","","","130","14","23"
"dustin keller","TE","27","16","0","0","0","0","0","0","0","0","115","65","815","5","1","","","112","14","9"
"rashard mendenhall","RB","24","15","0","0","0","0","0","228","928","9","28","18","154","0","1","","","162","14","19"
"brent celek","TE","26","16","0","0","0","0","0","0","0","0","98","62","811","5","","","","111","14","10"
"brandon lloyd","WR","30","15","0","1","0","0","0","0","0","0","148","70","966","5","","","","129","13","24"
"michael vick","QB","31","13","253","423","3303","18","14","76","589","1","0","0","0","0","4","","","241","12","11"
"ahmad bradshaw","RB","25","12","0","0","0","0","0","171","659","9","44","34","267","2","1","1","","161","12","20"
"antonio brown","WR","23","16","0","0","0","0","0","7","41","0","124","69","1108","2","","","","127","11","25"
"brandon pettigrew","TE","26","16","0","0","0","0","0","0","0","0","126","83","777","5","","","","108","10","11"
"jabar gaffney","WR","31","16","0","0","0","0","0","0","0","0","114","68","947","5","1","","","125","9","26"
"willis mcgahee","RB","30","15","0","0","0","0","0","249","1199","4","20","12","51","1","3","1","","157","8","21"
"desean jackson","WR","25","15","0","0","0","0","0","7","41","0","104","58","961","4","","","","124","8","27"
"darrius heyward-bey","WR","24","15","0","0","0","0","0","0","0","0","115","64","975","4","1","","","122","5","28"
"reggie wayne","WR","33","16","0","0","0","0","0","0","0","0","132","75","960","4","","","","120","4","29"
"mike tolbert","RB","26","15","0","0","0","0","0","121","490","8","79","54","433","2","1","","","152","4","22"
"cedric benson","RB","29","15","0","0","0","0","0","273","1067","6","22","15","82","0","2","","","151","2","23"
"santonio holmes","WR","27","16","0","0","0","0","0","3","27","0","101","51","654","8","1","","","116","","30"
"marquis johnson","","23","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","3"
"korey hall","","28","13","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","2"
"ryan fitzpatrick","QB","29","16","353","569","3832","24","23","56","215","0","0","0","0","0","2","1","","229","","12"
"ben roethlisberger","QB","29","15","324","513","4077","21","14","31","70","0","0","0","0","0","5","","","226","","13"
"josh freeman","QB","23","15","346","551","3592","16","22","55","238","4","1","0","-4","0","5","","2","225","","14"
"alex smith","QB","27","16","273","445","3144","17","5","52","179","2","0","0","0","0","2","","1","216","","15"
"joe flacco","QB","26","16","312","542","3610","20","12","39","88","1","1","1","-8","0","6","","","214","","16"
"andy dalton","QB","24","16","300","516","3398","20","13","37","152","1","1","0","0","0","2","","","213","","18"
"tim tebow","QB","24","14","126","271","1729","12","6","122","660","6","0","0","0","0","6","2","","213","","17"
"matt hasselbeck","QB","36","16","319","518","3571","18","14","20","52","0","0","0","0","0","1","","","192","","19"
"tarvaris jackson","QB","28","15","271","450","3091","14","13","40","108","1","0","0","0","0","4","","","172","","20"
"colt mccoy","QB","25","13","265","463","2733","14","11","61","212","0","1","1","-5","0","2","","","166","","22"
"matt moore","QB","27","13","210","347","2497","16","9","32","65","2","0","0","0","0","1","","","166","","21"
"matt schaub","QB","30","10","178","292","2479","15","6","15","9","2","0","0","0","0","1","","","160","","23"
"rex grossman","QB","31","13","265","458","3151","16","20","20","11","1","0","0","0","0","4","","","159","","24"
"benjarvus green-ellis","RB","26","16","0","0","0","0","0","181","667","11","13","9","159","0","","","","149","","24"
"jonathan stewart","RB","24","16","0","0","0","0","0","142","761","4","61","47","413","1","","","","147","","25"
"jay cutler","QB","28","10","182","314","2319","13","7","18","55","1","0","0","0","0","3","","","142","","25"
"deangelo williams","RB","28","16","0","0","0","0","0","155","836","7","25","16","135","0","","","","139","","26"
"carson palmer","QB","32","10","199","328","2753","13","16","16","20","1","0","0","0","0","1","","","138","","26"
"pierre thomas","RB","27","16","0","0","0","0","0","110","562","5","59","50","425","1","1","","","137","","27"
"ben tate","RB","23","15","0","0","0","0","0","175","942","4","19","13","98","0","3","","","128","","28"
"blaine gabbert","QB","22","15","210","413","2214","12","11","48","98","0","0","0","0","0","4","","","124","","27"
"legarrette blount","RB","25","14","0","0","0","0","0","184","781","5","25","15","148","0","3","","","123","","29"
"christian ponder","QB","23","11","158","291","1853","13","13","28","219","0","0","0","0","0","2","","","122","","28"
"roy helu","RB","23","15","0","0","0","0","0","151","640","2","59","49","379","1","2","","","120","","31"
"brandon jacobs","RB","29","14","0","0","0","0","0","152","571","7","23","15","128","1","","1","","120","","32"
"demarco murray","RB","23","13","0","0","0","0","0","164","897","2","35","26","183","0","","","","120","","30"
"c.j. spiller","RB","24","16","0","0","0","0","0","107","561","4","54","39","269","2","","","","119","","33"
"malcom floyd","WR","30","12","0","0","0","0","0","0","0","0","70","43","856","5","","","","116","","32"
"jeremy maclin","WR","23","13","0","0","0","0","0","1","1","0","96","63","859","5","1","","","116","","31"
"lance moore","WR","28","14","0","0","0","0","0","0","0","0","73","52","627","8","","2","","115","","33"
"michael crabtree","WR","24","15","0","0","0","0","0","1","6","0","115","72","874","4","","1","","114","","34"
"plaxico burress","WR","34","16","0","0","0","0","0","0","0","0","96","45","612","8","","","","109","","36"
"eric decker","WR","24","16","0","1","0","0","0","1","1","0","96","44","612","8","1","","","109","","35"
"anquan boldin","WR","31","14","0","0","0","0","0","0","0","0","106","57","887","3","","","","107","","37"
"kevin kolb","QB","27","9","146","253","1955","9","8","17","65","0","0","0","0","0","3","","","107","","30"
"darren mcfadden","RB","24","7","0","0","0","0","0","113","614","4","23","19","154","1","1","","","107","","34"
"john skelton","QB","23","8","151","275","1913","11","14","28","128","0","0","0","0","0","1","","","107","","29"
"james jones","WR","27","16","0","0","0","0","0","0","0","0","55","38","635","7","","","","106","","39"
"denarius moore","WR","23","13","0","0","0","0","0","5","61","1","76","33","618","5","","","","106","","38"
"doug baldwin","WR","23","16","0","0","0","0","0","1","-2","0","85","51","788","4","","","","103","","40"
"donald brown","RB","24","16","0","0","0","0","0","134","645","5","19","16","86","0","","","","103","","35"
"nate burleson","WR","30","16","0","0","0","0","0","11","85","0","110","73","757","3","1","","","102","","41"
"sam bradford","QB","24","10","191","357","2164","6","6","18","26","0","0","0","0","0","6","","","101","","31"
"ryan grant","RB","29","15","0","0","0","0","0","134","559","2","24","19","268","1","1","","","101","","36"
"miles austin","WR","27","10","0","0","0","0","0","2","3","0","73","43","579","7","","","","100","","43"
"deion branch","WR","32","15","0","0","0","0","0","0","0","0","90","51","702","5","","","","100","","44"
"matt cassel","QB","29","9","160","269","1713","10","9","25","99","0","1","1","-4","0","2","","","100","","32"
"robert meachem","WR","27","16","0","0","0","0","0","4","18","0","60","40","620","6","","","","100","","45"
"titus young","WR","22","16","0","0","0","0","0","2","15","0","86","48","607","6","","1","","100","","42"
"early doucet","WR","26","16","0","0","0","0","0","0","0","0","97","54","689","5","","","","99","","47"
"jerome simpson","WR","25","16","0","0","0","0","0","0","0","0","105","50","725","4","","","","99","","48"
"mike williams","WR","24","16","0","0","0","0","0","1","3","0","124","65","771","3","2","","","99","","46"
"fred davis","TE","25","12","0","0","0","0","0","0","0","0","88","59","796","3","1","","","98","","12"
"david nelson","WR","25","16","0","0","0","0","0","0","0","0","97","61","658","5","","","","98","","49"
"toby gerhart","RB","24","16","0","0","0","0","0","109","531","1","28","23","190","3","","","","96","","37"
"jermaine gresham","TE","23","14","0","0","0","0","0","0","0","0","92","56","596","6","1","","","96","","13"
"dexter mccluster","WR","22","16","0","0","0","0","0","114","516","1","64","46","328","1","3","","","96","","50"
"kevin smith","RB","25","7","0","0","0","0","0","72","356","4","28","22","179","3","1","","","96","","38"
"jared cook","TE","24","16","0","0","0","0","0","0","0","0","81","49","759","3","2","","","94","","15"
"kellen winslow","TE","28","16","0","0","0","0","0","0","0","0","123","75","763","2","1","2","","94","","14"
"steve breaston","WR","28","16","0","0","0","0","0","1","25","0","98","61","785","2","","","","93","","51"
"ladainian tomlinson","RB","32","14","0","0","0","0","0","75","280","1","61","42","449","2","","","","91","","39"
"peyton hillis","RB","25","10","0","0","0","0","0","161","587","3","34","22","130","0","1","","","90","","40"
"kyle orton","QB","29","9","150","252","1758","9","9","11","13","0","0","0","0","0","2","","","90","","33"
"damian williams","WR","23","15","0","0","0","0","0","0","0","0","94","45","592","5","","","","89","","52"
"jahvid best","RB","22","6","0","0","0","0","0","84","390","2","40","27","287","1","","","","86","","42"
"owen daniels","TE","29","15","0","0","0","0","0","0","0","0","85","54","677","3","","","","86","","16"
"felix jones","RB","24","12","0","0","0","0","0","127","575","1","45","33","221","0","2","","","86","","43"
"greg olsen","RB","26","16","0","0","0","0","0","0","0","0","89","45","540","5","1","1","","86","","41"
"jason campbell","QB","30","6","100","165","1170","6","4","18","60","2","0","0","0","0","1","","","85","","34"
"johnny knox","WR","25","14","0","0","0","0","0","0","0","0","69","37","727","2","1","","","85","","53"
"james starks","RB","25","13","0","0","0","0","0","133","578","1","37","29","216","0","1","","","85","","44"
"jake ballard","TE","24","14","0","0","0","0","0","0","0","0","61","38","604","4","","","","84","","17"
"greg little","WR","22","16","0","0","0","0","0","3","15","0","119","61","709","2","","","","84","","54"
"marion barber","RB","28","11","0","0","0","0","0","114","422","6","9","5","50","0","1","","","83","","45"
"ed dickson","TE","24","16","0","0","0","0","0","0","0","0","89","54","528","5","","","","83","","18"
"mark ingram","RB","22","10","0","0","0","0","0","122","474","5","13","11","46","0","1","","","82","","46"
"santana moss","WR","32","12","0","0","0","0","0","0","0","0","95","46","584","4","","","","82","","55"
"donald driver","WR","36","16","0","0","0","0","0","0","0","0","56","37","445","6","","","","81","","56"
"curtis painter","QB","26","9","132","243","1541","6","9","17","107","0","0","0","0","0","3","","","80","","35"
"demaryius thomas","WR","24","11","0","1","0","0","0","1","5","0","70","32","551","4","","","","80","","57"
"jackie battle","RB","28","15","0","0","0","0","0","149","597","2","13","9","68","0","","","","79","","48"
"kendall hunter","RB","23","16","0","0","0","0","0","112","473","2","26","16","195","0","","","","79","","47"
"brandon lafell","WR","25","16","0","0","0","0","0","0","0","0","56","36","613","3","","","","79","","58"
"josh cribbs","RB","28","16","0","0","0","0","0","7","25","0","67","41","518","4","","","","78","","49"
"mario manningham","WR","25","12","0","0","0","0","0","0","0","0","77","39","523","4","","","","76","","59"
"heath miller","TE","29","16","0","0","0","0","0","1","6","0","74","51","631","2","1","","","76","","19"
"dezmon briscoe","WR","22","16","0","0","0","0","0","0","0","0","51","35","387","6","","","","75","","60"
"scott chandler","TE","26","14","0","0","0","0","0","0","0","0","46","38","389","6","1","","","75","","21"
"anthony fasano","TE","27","15","0","0","0","0","0","0","0","0","54","32","451","5","","","","75","","20"
"jason avant","RB","28","16","0","0","0","0","0","0","0","0","81","52","679","1","1","","","74","","50"
"isaac redman","RB","27","16","0","0","0","0","0","110","479","3","22","18","78","0","2","","","74","","51"
"davone bess","WR","26","16","0","0","0","0","0","2","9","0","86","51","537","3","2","","","73","","63"
"preston parker","WR","24","16","0","0","0","0","0","1","-3","0","65","40","554","3","1","","","73","","62"
"andre roberts","WR","23","16","0","0","0","0","0","3","27","0","98","51","586","2","","","","73","","61"
"tony scheffler","TE","28","15","0","0","0","0","0","1","5","0","43","26","347","6","","1","","73","","22"
"joel dreessen","TE","29","16","0","0","0","0","0","0","0","0","39","28","353","6","","","","71","","23"
"daniel thomas","RB","24","13","0","0","0","0","0","165","581","0","16","12","72","1","1","","","71","","52"
"jeremy shockey","TE","31","15","0","0","0","0","0","0","0","0","62","37","455","4","1","","","70","","24"
"lance ball","RB","26","16","0","0","0","0","0","96","402","1","32","16","148","1","2","","","67","","53"
"maurice morris","RB","32","16","0","0","0","0","0","80","316","1","35","26","230","1","","","","67","","54"
"michael jenkins","WR","29","11","0","0","0","0","0","0","0","0","55","38","466","3","3","","","65","","66"
"jacoby jones","WR","27","16","0","0","0","0","0","4","17","0","65","31","512","2","","","","65","","65"
"donovan mcnabb","QB","35","6","94","156","1026","4","2","14","59","1","0","0","0","0","","","","65","","36"
"dan orlovsky","QB","28","8","122","193","1201","6","4","6","5","0","0","0","0","0","3","","","65","","37"
"kevin walter","WR","30","15","0","0","0","0","0","0","0","0","59","39","474","3","","","","65","","64"
"ricky williams","RB","34","16","0","0","0","0","0","108","444","2","20","13","83","0","2","","","65","","55"
"devery henderson","WR","29","16","0","0","0","0","0","1","9","0","50","32","503","2","","","","63","","67"
"sidney rice","WR","25","9","1","1","55","0","0","2","3","0","57","32","484","2","","","","63","","68"
"roy williams","WR","30","15","0","0","0","0","0","0","0","0","63","37","507","2","","","","63","","69"
"brian hartline","WR","25","16","0","0","0","0","0","1","9","0","66","35","549","1","","","","62","","71"
"andre johnson","WR","30","7","0","0","0","0","0","1","8","0","51","33","492","2","","","","62","","70"
"arrelious benn","WR","23","14","0","0","0","0","0","6","-7","0","51","30","441","3","","","","61","","72"
"danny woodhead","RB","26","15","0","0","0","0","0","77","351","1","31","18","157","0","","2","","61","","56"
"chad henne","QB","26","4","64","112","868","4","4","15","112","1","0","0","0","0","","","","60","","38"
"bernard scott","RB","27","16","0","1","0","0","0","112","380","3","17","13","38","0","","","","60","","57"
"joseph addai","RB","28","12","0","0","0","0","0","118","433","1","22","15","93","0","","","","59","","58"
"austin collie","WR","26","16","0","0","0","0","0","0","0","0","96","54","514","1","","","","59","","73"
"ben obomanu","WR","28","16","0","0","0","0","0","1","13","0","61","37","436","2","","","","59","","74"
"dennis pitta","TE","26","16","0","0","0","0","0","0","0","0","56","40","405","3","","","","59","","26"
"visanthe shiancoe","TE","31","16","0","0","0","0","0","0","0","0","70","36","409","3","","","","59","","25"
"golden tate","WR","23","16","0","0","0","0","0","5","14","0","58","35","382","3","","","","58","","75"
"chris ogbonnaya","RB","25","13","0","0","0","0","0","76","340","1","31","23","165","0","1","","","57","","59"
"harry douglas","WR","27","16","0","0","0","0","0","1","3","0","62","39","498","1","","","","56","","76"
"evan moore","TE","26","16","0","0","0","0","0","0","0","0","46","34","324","4","","","","56","","27"
"legedu naanee","RB","28","15","1","1","27","0","0","0","0","0","76","44","467","1","","","","56","","60"
"danario alexander","WR","25","10","0","0","0","0","0","0","0","0","60","26","431","2","","","","55","","77"
"kevin boss","TE","27","14","0","0","0","0","0","0","0","0","40","28","368","3","","","","55","","28"
"jason hill","WR","26","10","0","0","0","0","0","0","0","0","55","25","367","3","","","","55","","78"
"devin aromashodu","WR","27","16","0","0","0","0","0","0","0","0","84","26","468","1","","","","53","","80"
"john beck","QB","30","4","80","132","858","2","4","10","43","2","0","0","0","0","1","","1","53","","39"
"kahlil bell","RB","25","13","0","0","0","0","0","79","337","0","23","19","133","1","1","","","53","","62"
"lavelle hawkins","WR","25","16","0","0","0","0","0","0","0","0","77","47","470","1","","","","53","","79"
"marcel reece","RB","26","12","0","0","0","0","0","17","112","0","36","27","301","2","1","","","53","","61"
"ben watson","TE","31","13","0","0","0","0","0","0","0","0","70","37","410","2","","","","53","","29"
"delone carter","RB","24","16","0","0","0","0","0","101","377","2","8","5","18","0","3","","","52","","67"
"tim hightower","RB","25","5","0","0","0","0","0","84","321","1","15","10","78","1","","","","52","","65"
"thomas jones","RB","33","16","0","0","0","0","0","153","478","0","7","5","43","0","","","","52","","64"
"john kuhn","RB","29","16","0","0","0","0","0","30","78","4","18","15","77","2","","","","52","","66"
"larod stephens-howling","RB","24","14","0","0","0","0","0","43","167","0","17","13","234","2","","","","52","","63"
"kellen davis","TE","26","16","0","0","0","0","0","0","0","0","35","18","206","5","","","","51","","30"
"brandon gibson","WR","24","15","0","0","0","0","0","2","16","0","71","36","431","1","","","","51","","81"
"stevan ridley","RB","22","16","0","0","0","0","0","87","441","1","5","3","13","0","","","","51","","69"
"jacquizz rodgers","RB","21","16","0","0","0","0","0","57","205","1","27","21","188","1","1","","","51","","70"
"joe webb","QB","25","11","34","63","376","3","2","22","154","2","5","1","9","0","1","","","51","","40"
"cadillac williams","RB","29","11","0","0","0","0","0","87","361","1","23","14","93","0","1","","","51","","68"
"andre caldwell","WR","26","13","0","0","0","0","0","0","0","0","68","37","317","3","","","","50","","84"
"mohamed massaquoi","WR","25","14","0","0","0","0","0","0","0","0","74","31","384","2","","","","50","","82"
"hines ward","WR","35","15","0","0","0","0","0","0","0","0","63","46","381","2","1","","","50","","83"
"t.j. yates","QB","24","6","82","134","949","3","3","14","57","0","0","0","0","0","3","","","50","","41"
"jake locker","QB","23","5","34","66","542","4","0","8","56","1","0","0","0","0","","","","49","","42"
"mike thomas","WR","24","15","0","0","0","0","0","3","11","0","91","44","415","1","","","","49","","85"
"kenny britt","WR","23","3","0","0","0","0","0","0","0","0","26","17","289","3","1","","","47","","86"
"dallas clark","TE","32","11","0","0","0","0","0","0","0","0","65","34","352","2","1","","","47","","31"
"jeff king","TE","28","16","0","0","0","0","0","0","0","0","34","27","271","3","","","","47","","32"
"matt flynn","QB","26","5","33","49","518","6","2","13","-6","1","0","0","0","0","1","","","46","","43"
"marcedes lewis","TE","27","15","0","0","0","0","0","0","0","0","85","39","460","0","","","","46","","33"
"vincent brown","WR","22","14","0","0","0","0","0","0","0","0","40","19","329","2","","","","45","","89"
"dane sanzenbacher","WR","23","16","0","0","0","0","0","1","-4","0","54","27","276","3","","","","45","","88"
"kyle williams","WR","23","13","0","0","0","0","0","2","32","0","31","20","241","3","","","","45","","87"
"earl bennett","WR","24","11","0","0","0","0","0","0","0","0","43","24","381","1","1","","","44","","90"
"randall cobb","WR","21","15","0","1","0","0","0","2","5","0","31","25","375","1","3","","","44","","91"
"daniel fells","TE","28","16","0","0","0","0","0","0","0","0","31","19","256","3","1","","","44","","34"
"jeremy kerley","WR","23","14","1","1","41","0","0","5","28","0","47","29","314","1","1","","","44","","92"
"chris ivory","RB","23","6","0","0","0","0","0","79","374","1","1","0","0","0","","","","43","","71"
"javon ringer","RB","24","12","0","0","0","0","0","59","185","1","36","28","187","0","1","","","43","","72"
"kyle rudolph","TE","22","15","0","0","0","0","0","0","0","0","39","26","249","3","","","","43","","35"
"brad smith","WR","28","15","0","1","0","0","1","20","87","1","42","23","240","1","","","","43","","94"
"donte stallworth","WR","31","11","0","0","0","0","0","2","1","0","38","22","309","2","","","","43","","93"
"devin hester","WR","29","16","0","0","0","0","0","1","-6","0","56","26","369","1","","","","42","","95"
"charles clay","RB","22","14","0","0","0","0","0","0","0","0","25","16","233","3","","","","41","","73"
"emmanuel sanders","WR","24","11","1","1","15","0","0","0","0","0","43","22","288","2","","","","41","","96"
"chaz schilens","WR","26","15","0","0","0","0","0","0","0","0","34","23","271","2","","","","41","","97"
"vince young","QB","28","6","66","114","866","4","9","18","79","0","0","0","0","0","","","","41","","44"
"kregg lumpkin","RB","27","16","0","0","0","0","0","31","105","0","53","41","291","0","","","","40","","75"
"evan royster","RB","24","6","0","0","0","0","0","56","328","0","14","9","68","0","","","","40","","74"
"montario hardesty","RB","24","10","0","0","0","0","0","88","266","0","21","14","122","0","","","","39","","78"
"jason snelling","RB","28","15","0","0","0","0","0","44","151","0","32","26","179","1","","","","39","","77"
"danny ware","RB","26","16","0","0","0","0","0","46","163","0","37","27","170","0","","2","","39","","76"
"kellen clemens","QB","28","3","48","91","546","2","1","6","37","1","1","0","0","0","","","","38","","45"
"riley cooper","WR","24","16","0","0","0","0","0","0","0","0","35","16","315","1","","","","38","","98"
"delanie walker","TE","27","15","0","0","0","0","0","3","5","0","35","19","198","3","","","","38","","36"
"keiland williams","RB","25","15","0","0","0","0","0","58","195","2","8","8","62","0","1","","","38","","79"
"jacoby ford","WR","24","8","0","0","0","0","0","4","31","0","33","19","279","1","1","","","37","","100"
"earnest graham","RB","31","7","0","0","0","0","0","37","206","0","31","26","163","0","","","","37","","80"
"louis murphy","WR","24","11","0","0","0","0","0","6","69","1","33","15","241","0","","","","37","","99"
"jerricho cotchery","WR","29","13","0","0","0","0","0","1","3","0","30","16","237","2","","","","36","","101"
"knowshon moreno","RB","24","7","0","0","0","0","0","37","179","0","15","11","101","1","1","","","36","","81"
"seneca wallace","QB","31","6","55","107","567","2","2","7","70","0","1","1","21","0","1","","","36","","46"
"leon washington","RB","29","16","0","0","0","0","0","53","248","1","14","10","48","0","1","","","36","","82"
"jarett dillard","WR","26","14","0","0","0","0","0","0","0","0","50","29","292","1","1","","","35","","102"
"tashard choice","RB","27","13","0","0","0","0","0","57","152","1","30","19","124","0","2","","","34","","83"
"todd heap","TE","31","10","0","0","0","0","0","0","0","0","36","24","283","1","","","","34","","38"
"chad johnson","WR","33","15","0","0","0","0","0","0","0","0","32","15","276","1","","","","34","","103"
"lance kendricks","TE","23","15","0","0","0","0","0","1","-8","0","58","28","352","0","1","","","34","","37"
"james casey","RB","27","14","0","0","0","0","0","1","11","0","24","18","260","1","","","","33","","85"
"justin forsett","RB","26","16","0","0","0","0","0","46","145","1","34","23","128","0","","","","33","","84"
"jordan norwood","WR","25","14","0","0","0","0","0","0","0","0","34","23","268","1","","","","33","","104"
"matt willis","WR","27","16","0","0","0","0","0","0","0","0","36","18","267","1","","","","33","","105"
"mewelde moore","RB","29","12","0","0","0","0","0","22","157","0","14","11","104","1","1","","","32","","86"
"naaman roosevelt","WR","24","10","0","0","0","0","0","0","0","0","26","16","257","1","","","","32","","106"
"jonathan baldwin","WR","22","11","0","0","0","0","0","0","0","0","52","21","254","1","","","","31","","107"
"patrick crayton","WR","32","14","0","0","0","0","0","0","0","0","34","23","248","1","1","","","31","","109"
"derek hagan","WR","27","10","0","0","0","0","0","0","0","0","42","24","252","1","","","","31","","108"
"leonard pope","TE","28","16","0","0","0","0","0","0","0","0","34","24","247","1","","","","31","","39"
