"Name","Pos","Age","Games","Pass_Comp","Pass_Att","Pass_Yards","Pass_TD","Pass_INT","Rush_Att","Rush_Yards","Rush_TD","Rec_Tgt","Rec_Comp","Rec_Yards","Rec_TD","Fum_Lost","2PT_Made","2PT_Pass","Fan_Pts","VBD","Pos_Rk"
"larry fitzgerald","WR","27","16","0","0","0","0","0","0","0","0","173","90","1137","6","","1","","152","34","16"
"marcedes lewis","TE","26","16","0","0","0","0","0","0","0","0","89","58","700","10","2","","","130","34","4"
"josh freeman","QB","22","16","291","474","3451","25","6","68","364","0","0","0","0","0","3","1","","264","33","7"
"mario manningham","WR","24","16","0","0","0","0","0","1","2","0","93","60","944","9","1","","","149","31","17"
"santana moss","WR","31","16","0","0","0","0","0","5","-6","0","145","93","1115","6","2","","","147","30","18"
"matt ryan","QB","25","16","357","571","3705","28","9","46","122","0","0","0","0","0","4","","2","258","27","8"
"marques colston","WR","27","15","0","0","0","0","0","1","1","0","131","84","1023","7","","","","144","27","19"
"ladainian tomlinson","RB","31","15","0","0","0","0","0","219","914","6","79","52","368","0","","","","164","26","17"
"knowshon moreno","RB","23","13","0","0","0","0","0","182","779","5","48","37","372","3","2","","","163","25","18"
"mike tolbert","RB","25","15","0","0","0","0","0","182","735","11","29","25","216","0","3","1","","163","25","19"
"frank gore","RB","27","11","0","0","0","0","0","203","853","3","72","46","452","2","2","","","161","22","20"
"matt schaub","QB","29","16","365","574","4370","24","12","22","28","0","0","0","0","0","3","","1","252","20","9"
"rob gronkowski","TE","21","16","0","0","0","0","0","0","0","0","59","42","546","10","1","","","115","18","5"
"percy harvin","WR","22","14","0","0","0","0","0","18","107","1","109","71","868","5","1","1","","136","18","20"
"fred jackson","RB","29","16","0","0","0","0","0","222","927","5","54","31","215","2","2","","","156","18","21"
"braylon edwards","WR","27","16","0","0","0","0","0","1","4","0","101","53","904","7","1","1","","135","17","21"
"kenny britt","WR","22","12","0","0","0","0","0","0","0","0","73","42","775","9","1","1","","134","16","22"
"eli manning","QB","29","16","339","539","4002","31","25","32","70","0","0","0","0","0","6","","","241","10","10"
"wes welker","WR","29","15","0","0","0","0","0","0","0","0","123","86","848","7","","","","127","9","23"
"johnny knox","WR","24","16","0","0","0","0","0","1","2","0","100","51","960","5","1","","","126","9","24"
"chris cooley","TE","28","16","0","0","0","0","0","0","0","0","126","77","849","3","1","1","","105","9","6"
"anquan boldin","WR","30","16","1","1","-6","0","0","2","2","0","109","64","837","7","1","","","126","8","25"
"joe flacco","QB","25","16","306","489","3622","25","10","43","84","1","0","0","0","0","4","","","239","8","11"
"lance moore","WR","27","16","0","0","0","0","0","0","0","0","94","66","763","8","2","","","124","7","26"
"kellen winslow","TE","27","16","0","0","0","0","0","0","0","0","98","66","730","5","","","","103","7","7"
"tony gonzalez","TE","34","16","0","0","0","0","0","0","0","0","108","70","656","6","","","","102","5","8"
"derrick mason","WR","36","16","0","0","0","0","0","0","0","0","100","61","802","7","","","","122","5","27"
"brandon jacobs","RB","28","16","0","0","0","0","0","147","823","9","13","7","59","0","2","","","142","4","22"
"dustin keller","TE","26","16","0","0","0","0","0","0","0","0","100","55","687","5","","","","99","3","9"
"zach miller","TE","25","15","0","0","0","0","0","0","0","0","92","60","685","5","","","","99","2","10"
"brandon marshall","WR","26","14","0","1","0","0","0","2","3","0","146","86","1014","3","1","","","120","2","28"
"jahvid best","RB","21","16","0","1","0","0","0","171","555","4","80","58","487","2","1","","","140","2","23"
"aaron hernandez","TE","21","14","0","0","0","0","0","3","47","0","64","45","563","6","","","","97","1","11"
"deion branch","WR","31","15","0","0","0","0","0","0","0","0","92","61","818","6","","","","118","","29"
"marquis johnson","","22","2","0","0","0","0","0","0","0","0","","0","0","0","","","","","","2"
"legarrette blount","RB","24","13","0","0","0","0","0","201","1007","6","7","5","14","0","3","","","138","","24"
"j.p. foschi","","28","2","0","0","0","0","0","0","0","0","","0","0","0","","","","","","3"
"mike thomas","WR","23","16","0","0","0","0","0","12","114","0","102","66","820","4","1","","","117","","30"
"matt cassel","QB","28","15","262","450","3116","27","7","33","125","0","0","0","0","0","1","","","231","","12"
"carson palmer","QB","31","16","362","586","3970","26","20","32","50","0","0","0","0","0","3","","1","230","","13"
"david garrard","QB","32","14","236","366","2734","23","15","66","279","5","0","0","0","0","4","","","229","","14"
"jay cutler","QB","27","15","261","432","3274","23","16","50","232","1","0","0","0","0","6","","1","222","","15"
"kyle orton","QB","28","13","293","498","3653","20","9","22","98","0","0","0","0","0","5","","","218","","16"
"ben roethlisberger","QB","28","12","240","389","3200","17","5","34","176","2","0","0","0","0","3","","","216","","17"
"ryan fitzpatrick","QB","28","13","255","441","3000","23","15","40","269","0","0","0","0","0","5","","","209","","18"
"mark sanchez","QB","24","16","278","507","3291","17","13","30","105","3","0","0","0","0","1","","1","204","","19"
"sam bradford","QB","23","16","354","590","3512","18","15","27","63","1","0","0","0","0","2","","","195","","20"
"donovan mcnabb","QB","34","13","275","472","3377","14","15","29","151","0","0","0","0","0","1","","","176","","21"
"shaun hill","QB","30","11","257","416","2686","16","12","22","123","0","0","0","0","0","1","","1","162","","22"
"jason campbell","QB","29","13","194","329","2387","13","8","47","222","1","0","0","0","0","1","","","160","","23"
"chad henne","QB","25","15","301","490","3301","15","19","35","52","0","0","0","0","0","2","","","159","","25"
"jon kitna","QB","38","10","209","318","2365","16","12","31","147","1","0","0","0","0","1","","2","159","","24"
"matt hasselbeck","QB","35","14","266","444","3001","12","17","23","60","3","0","0","0","0","5","","","158","","26"
"alex smith","QB","26","11","204","342","2370","14","10","18","60","0","0","0","0","0","2","","1","139","","27"
"thomas jones","RB","32","16","0","0","0","0","0","245","896","6","20","14","122","0","1","","","138","","25"
"felix jones","RB","23","16","0","0","0","0","0","185","800","1","52","48","450","1","1","","","137","","26"
"michael bush","RB","26","14","0","0","0","0","0","158","655","8","24","18","194","0","","","","133","","27"
"brandon jackson","RB","25","16","0","0","0","0","0","190","703","3","50","43","342","1","","","","129","","29"
"danny woodhead","RB","25","15","0","0","0","0","0","97","547","5","44","34","379","1","1","","","129","","28"
"ronnie brown","RB","29","16","0","2","0","0","0","200","734","5","43","33","242","0","2","","","128","","30"
"marshawn lynch","RB","24","16","0","0","0","0","0","202","737","6","26","22","145","0","4","","","124","","32"
"ryan mathews","RB","23","12","0","0","0","0","0","158","678","7","26","22","145","0","3","","","124","","31"
"ryan torain","RB","24","10","0","0","0","0","0","164","742","4","27","18","125","2","1","","","123","","33"
"tim hightower","RB","24","16","0","0","0","0","0","153","736","5","42","21","136","0","4","","","117","","34"
"kerry collins","QB","38","10","160","278","1823","14","8","10","1","0","0","0","0","0","3","","1","115","","28"
"pierre garcon","WR","24","14","0","0","0","0","0","2","6","0","119","67","784","6","","","","115","","31"
"austin collie","WR","25","9","0","0","0","0","0","0","0","0","71","58","649","8","1","","","113","","32"
"davone bess","WR","25","16","0","0","0","0","0","2","-3","0","125","79","820","5","1","","","112","","34"
"santonio holmes","WR","26","12","0","0","0","0","0","2","17","0","96","52","746","6","2","","","112","","33"
"michael crabtree","WR","23","16","0","0","0","0","0","0","0","0","101","55","741","6","","","","110","","35"
"malcom floyd","WR","29","11","0","0","0","0","0","0","0","0","77","37","717","6","","","","108","","36"
"nate burleson","WR","29","14","0","0","0","0","0","7","81","0","86","55","625","6","2","","","107","","38"
"brett favre","QB","41","13","217","358","2509","11","19","17","8","0","0","0","0","0","5","","","107","","29"
"chad johnson","","32","14","0","1","0","0","0","0","0","0","126","67","831","4","","","","107","","37"
"anthony armstrong","WR","27","15","0","0","0","0","0","0","0","0","86","44","871","3","1","","","105","","40"
"jonathan stewart","RB","23","14","0","0","0","0","0","178","770","2","14","8","103","1","4","","","105","","35"
"hines ward","WR","34","16","0","0","0","0","0","1","-2","0","95","59","755","5","1","","","105","","39"
"nate washington","WR","27","16","0","0","0","0","0","1","-8","0","94","42","687","6","","","","104","","41"
"chris ivory","RB","22","12","0","0","0","0","0","137","716","5","1","1","17","0","2","","","103","","36"
"shonn greene","RB","25","15","0","0","0","0","0","185","766","2","24","16","120","0","2","","","101","","37"
"jabar gaffney","WR","30","16","0","0","0","0","0","0","0","0","112","65","875","2","","","","100","","42"
"tony romo","QB","30","6","148","213","1605","11","7","6","38","0","0","0","11","0","","","","99","","30"
"tim tebow","QB","23","9","41","82","654","5","3","43","227","6","0","0","0","0","","","","99","","31"
"ricky williams","RB","33","16","0","0","0","0","0","159","673","2","30","19","141","1","2","","","99","","38"
"james jones","WR","26","16","0","0","0","0","0","0","0","0","87","50","679","5","1","","","98","","44"
"mike sims-walker","WR","26","14","0","0","0","0","0","0","0","0","80","43","562","7","1","","","98","","43"
"cadillac williams","RB","28","16","0","0","0","0","0","125","437","2","64","46","355","1","1","","","97","","39"
"vince young","QB","27","9","93","156","1255","10","3","25","125","0","0","0","0","0","4","","","97","","32"
"brandon pettigrew","TE","25","16","0","0","0","0","0","0","0","0","111","71","722","4","","","","96","","12"
"danny amendola","WR","25","16","0","0","0","0","0","7","81","0","123","85","689","3","","","","95","","46"
"derek anderson","QB","27","12","169","327","2065","7","10","5","25","0","0","0","0","0","2","","1","95","","33"
"robert meachem","WR","26","16","0","0","0","0","0","4","14","0","66","44","638","5","","","","95","","45"
"mike goodson","RB","23","16","0","0","0","0","0","103","452","3","57","40","310","0","3","","","94","","40"
"ben watson","TE","30","16","0","0","0","0","0","1","-1","0","102","68","763","3","","","","94","","13"
"jason snelling","RB","27","14","0","0","0","0","0","87","324","2","51","44","303","3","","","","93","","41"
"dez bryant","WR","22","12","0","0","0","0","0","1","0","0","73","45","561","6","1","","","92","","48"
"rashad jennings","RB","25","13","0","0","0","0","0","84","459","4","35","26","223","0","","","","92","","42"
"kevin walter","WR","29","16","0","0","0","0","0","0","0","0","80","51","621","5","","","","92","","47"
"darren sproles","RB","27","16","0","0","0","0","0","50","267","0","75","59","520","2","4","","","91","","43"
"justin forsett","RB","25","16","0","0","0","0","0","118","523","2","51","33","252","0","","","","90","","44"
"todd heap","TE","30","13","0","0","0","0","0","0","0","0","64","40","599","5","","","","90","","14"
"colt mccoy","QB","24","8","135","222","1576","6","9","28","136","1","1","1","13","0","","","","90","","34"
"jacoby ford","WR","23","16","0","0","0","0","0","10","155","2","54","25","470","2","2","","","87","","51"
"eddie royal","WR","24","16","0","0","0","0","0","6","61","0","105","59","627","3","2","","","87","","50"
"jacob tamme","RB","25","16","0","0","0","0","0","0","0","0","93","67","631","4","","","","87","","45"
"keiland williams","RB","24","15","0","0","0","0","0","65","261","3","58","39","309","2","1","","","87","","46"
"mike williams","WR","26","14","0","0","0","0","0","1","0","0","110","65","751","2","","","","87","","49"
"joseph addai","RB","27","8","0","0","0","0","0","116","495","4","26","19","124","0","1","","","86","","47"
"roy williams","WR","29","15","0","0","0","0","0","0","0","0","64","37","530","5","2","1","","85","","52"
"josh morgan","WR","25","16","0","0","0","0","0","2","17","0","80","44","698","2","1","","","84","","53"
"kevin boss","TE","26","15","0","0","0","0","0","0","0","0","70","35","531","5","1","","","83","","15"
"steve breaston","WR","27","13","1","2","17","0","0","3","35","0","87","47","718","1","","","","82","","54"
"donald brown","RB","23","13","0","0","0","0","0","129","497","2","28","20","205","0","","","","82","","48"
"lee evans","WR","29","13","0","0","0","0","0","0","0","0","84","37","578","4","1","","","82","","55"
"donald driver","WR","35","15","0","0","0","0","0","0","0","0","85","51","565","4","1","","","81","","56"
"maurice morris","RB","31","14","0","0","0","0","0","90","336","5","31","25","170","0","","","","81","","49"
"willis mcgahee","RB","29","15","0","0","0","0","0","100","380","5","17","14","55","1","2","","","80","","50"
"ben obomanu","WR","27","15","0","0","0","0","0","2","17","0","49","30","494","4","","2","","79","","57"
"brian westbrook","RB","31","14","0","0","0","0","0","77","340","4","24","16","150","1","","","","79","","51"
"jordan shipley","WR","25","15","0","0","0","0","0","0","0","0","74","52","600","3","","","","78","","58"
"anthony fasano","TE","26","15","0","0","0","0","0","0","0","0","60","39","528","4","","","","77","","16"
"brandon gibson","WR","23","14","0","0","0","0","0","3","28","0","91","53","620","2","","","","77","","61"
"jacoby jones","WR","26","15","0","0","0","0","0","2","7","0","78","51","562","3","","1","","77","","60"
"louis murphy","WR","23","14","0","0","0","0","0","1","43","0","78","41","609","2","1","","","77","","59"
"troy smith","QB","26","6","73","145","1176","5","4","23","121","1","0","0","0","0","","","","77","","35"
"joel dreessen","TE","28","16","0","0","0","0","0","0","0","0","55","36","518","4","1","","","76","","17"
"earl bennett","WR","23","14","0","0","0","0","0","2","9","0","71","46","561","3","","","","75","","62"
"brent celek","TE","25","16","0","0","0","0","0","0","0","0","79","42","511","4","","","","75","","18"
"devin hester","WR","28","16","0","0","0","0","0","7","30","0","73","40","475","4","","","","75","","63"
"john kuhn","RB","28","16","0","0","0","0","0","84","281","4","18","15","97","2","","","","74","","52"
"tony moeaki","TE","23","15","0","0","0","0","0","0","0","0","73","47","556","3","","","","74","","19"
"jermaine gresham","TE","22","15","0","0","0","0","0","0","0","0","83","52","471","4","1","1","","73","","20"
"steve smith","WR","25","9","0","0","0","0","0","0","0","0","75","48","529","3","","","","71","","64"
"brian hartline","WR","24","12","0","0","0","0","0","2","27","0","73","43","615","1","1","","","70","","66"
"jordy nelson","WR","25","16","0","0","0","0","0","0","0","0","64","45","582","2","3","","","70","","65"
"greg olsen","TE","25","16","0","0","0","0","0","0","0","0","70","41","404","5","1","","","70","","21"
"marcel reece","RB","25","16","0","0","0","0","0","30","122","1","43","25","333","3","1","","","70","","53"
"david gettis","WR","23","15","0","0","0","0","0","3","2","0","67","37","508","3","","","","69","","68"
"randy moss","WR","33","16","0","0","0","0","0","0","0","0","63","28","393","5","","","","69","","67"
"kevin kolb","QB","26","7","115","189","1197","7","7","15","65","0","0","0","0","0","3","","","68","","36"
"steve smith","WR","31","14","0","0","0","0","0","1","9","0","100","46","554","2","2","","","68","","69"
"brandon tate","WR","23","16","0","0","0","0","0","5","62","0","46","24","432","3","1","","","67","","70"
"marion barber","RB","27","13","0","1","0","0","0","113","374","4","16","11","49","0","","","","66","","54"
"jimmy graham","TE","24","15","0","0","0","0","0","1","3","0","44","31","356","5","","","","66","","22"
"blair white","WR","23","13","0","0","0","0","0","0","0","0","57","36","355","5","","","","66","","71"
"jason avant","WR","27","16","0","0","0","0","0","0","0","0","76","51","573","1","","1","","65","","72"
"mohamed massaquoi","WR","24","15","1","1","29","1","0","1","-3","0","73","36","483","2","1","","","65","","73"
"visanthe shiancoe","TE","30","16","0","0","0","0","0","0","0","0","79","47","530","2","","","","65","","23"
"correll buckhalter","RB","32","15","0","0","0","0","0","59","147","2","39","28","240","2","1","","","63","","55"
"deon butler","WR","24","13","0","0","0","0","0","2","6","0","70","36","385","4","","","","63","","74"
"michael jenkins","WR","28","11","0","0","0","0","0","0","0","0","73","41","505","2","","","","63","","75"
"heath miller","TE","28","14","0","0","0","0","0","0","0","0","67","42","512","2","1","","","63","","24"
"jimmy clausen","QB","23","13","157","299","1558","3","9","23","57","0","0","0","0","0","2","","","62","","37"
"derrick ward","RB","30","16","0","0","0","0","0","50","315","4","11","7","61","0","","","","62","","56"
"rex grossman","QB","30","4","74","133","884","7","4","3","6","0","0","0","0","0","4","","2","60","","38"
"owen daniels","TE","28","11","0","0","0","0","0","0","0","0","68","38","471","2","","","","59","","25"
"brandon lafell","WR","24","14","0","1","0","0","0","1","60","0","77","38","468","1","","","","59","","76"
"jeremy shockey","TE","30","13","0","0","0","0","0","0","0","0","59","41","408","3","","","","59","","26"
"drew stanton","QB","26","6","69","119","780","4","3","18","113","1","0","0","0","0","1","","","59","","39"
"chester taylor","RB","31","16","0","0","0","0","0","112","267","3","26","20","139","0","","","","59","","59"
"pierre thomas","RB","26","6","0","0","0","0","0","83","269","2","29","29","201","0","","","","59","","58"
"beanie wells","RB","22","13","0","0","0","0","0","116","397","2","8","5","74","0","","","","59","","57"
"t.j. houshmandzadeh","WR","33","16","0","0","0","0","0","0","0","0","57","30","398","3","","","","58","","77"
"patrick crayton","WR","31","9","0","1","0","0","0","0","0","0","42","28","514","1","","","","57","","78"
"bo scaife","TE","29","14","0","0","0","0","0","0","0","0","52","36","318","4","1","","","56","","27"
"arrelious benn","WR","22","15","0","0","0","0","0","6","35","0","38","25","395","2","","","","55","","79"
"jerricho cotchery","WR","28","14","0","0","0","0","0","4","-3","0","86","41","433","2","","","","55","","80"
"toby gerhart","RB","23","15","0","0","0","0","0","81","322","1","29","21","167","0","3","","","55","","60"
"javarris james","RB","23","10","0","0","0","0","0","46","112","6","11","9","63","0","1","","","54","","61"
"roscoe parrish","WR","28","8","0","0","0","0","0","3","23","0","53","33","400","2","","","","54","","81"
"tashard choice","RB","26","16","0","0","0","0","0","66","243","3","22","17","109","0","1","","","53","","62"
"dallas clark","TE","31","6","0","0","0","0","0","0","0","0","53","37","347","3","","","","53","","28"
"devery henderson","WR","28","16","0","0","0","0","0","3","8","0","59","34","464","1","","","","53","","83"
"david nelson","WR","24","15","0","0","0","0","0","0","0","0","47","31","353","3","","","","53","","82"
"matthew stafford","QB","22","3","57","96","535","6","1","4","11","1","0","0","0","0","1","","1","53","","40"
"bruce gradkowski","QB","27","6","83","157","1059","5","7","12","41","0","0","0","0","0","1","","","52","","41"
"daniel fells","TE","27","16","0","0","0","0","0","0","0","0","65","41","391","2","","","","51","","29"
"fred davis","TE","24","16","0","0","0","0","0","0","0","0","30","21","316","3","","","","50","","30"
"emmanuel sanders","WR","23","13","0","0","0","0","0","0","0","0","50","28","376","2","1","","","50","","84"
"c.j. spiller","RB","23","14","0","0","0","0","0","74","283","0","30","24","157","1","3","","","50","","63"
"brian robiskie","WR","23","14","0","0","0","0","0","0","0","0","49","29","310","3","","","","49","","85"
"jerome harrison","RB","27","12","0","0","0","0","0","71","330","1","13","12","85","0","1","","","48","","65"
"deangelo williams","RB","27","6","0","0","0","0","0","87","361","1","13","11","61","0","1","","","48","","64"
"darrius heyward-bey","WR","23","15","0","0","0","0","0","4","48","0","65","26","366","1","1","","","47","","86"
"jerome simpson","WR","24","5","0","0","0","0","0","1","2","0","25","20","277","3","2","","","46","","87"
"legedu naanee","WR","27","10","0","0","0","0","0","3","-2","0","46","23","371","1","1","1","","45","","89"
"laurent robinson","WR","25","14","0","0","0","0","0","2","-14","0","75","34","344","2","","","","45","","88"
"brad smith","WR","27","16","2","3","6","1","0","38","299","1","7","4","44","0","1","","","45","","90"
"vincent jackson","WR","27","5","0","0","0","0","0","1","14","0","24","14","248","3","","","","44","","91"
"isaac redman","RB","26","16","0","0","0","0","0","52","247","0","10","9","72","2","","","","44","","66"
"tony scheffler","TE","27","15","0","0","0","0","0","0","0","0","72","45","378","1","1","","","44","","31"
"mark clayton","WR","28","5","0","0","0","0","0","1","6","0","42","23","306","2","","","","43","","92"
"josh cribbs","WR","27","15","2","3","19","0","0","20","66","0","39","23","292","1","1","","","43","","94"
"andre roberts","WR","22","15","0","0","0","0","0","0","0","0","49","24","307","2","1","","","43","","93"
"reggie bush","RB","25","8","0","0","0","0","0","36","150","0","42","34","208","1","","","","42","","68"
"jared cook","TE","23","16","0","0","0","0","0","0","0","0","45","29","361","1","","","","42","","32"
"bernard scott","RB","26","16","0","0","0","0","0","61","299","1","13","11","60","0","1","","","42","","67"
"chansi stuckey","WR","27","16","0","0","0","0","0","3","9","1","63","40","346","0","2","","","42","","95"
"seneca wallace","QB","30","8","64","101","694","4","2","7","9","0","1","1","9","0","","","","42","","42"
"ladell betts","RB","31","8","0","0","0","0","0","45","150","2","31","23","141","0","1","","","41","","69"
"clinton portis","RB","29","5","0","0","0","0","0","54","227","2","9","5","55","0","","","","40","","71"
"sidney rice","WR","24","6","0","0","0","0","0","0","0","0","42","17","280","2","","","","40","","97"
"javon ringer","RB","23","16","0","0","0","0","0","51","239","2","8","7","44","0","","","","40","","70"
"demaryius thomas","WR","23","10","0","0","0","0","0","2","1","0","39","22","283","2","2","","","40","","96"
"earnest graham","RB","30","12","1","1","2","1","0","20","99","1","19","16","130","1","1","","","39","","72"
"seyi ajirotutu","WR","23","10","0","0","0","0","0","0","0","0","23","13","262","2","","","","38","","98"
"john carlson","TE","26","15","0","0","0","0","0","0","0","0","58","31","318","1","","","","38","","34"
"evan moore","TE","25","12","0","0","0","0","0","0","0","0","26","16","322","1","1","","","38","","33"
"danario alexander","WR","24","8","0","0","0","0","0","0","0","0","37","20","306","1","","","","37","","101"
"anthony dixon","RB","23","16","0","0","0","0","0","70","237","2","5","5","11","0","","","","37","","73"
"matt moore","QB","26","6","79","143","857","5","10","5","25","0","0","0","0","0","2","","","37","","44"
"antwaan randle el","WR","31","16","2","2","42","2","0","1","2","0","39","22","253","0","","","","37","","99"
"micheal spurlock","WR","27","16","0","3","0","0","0","0","0","0","33","17","250","2","1","","","37","","100"
"joe webb","QB","24","5","54","89","477","0","3","18","120","2","0","0","0","0","","","","37","","43"
"charlie whitehurst","QB","28","6","57","99","507","2","3","20","43","1","0","0","0","0","","","2","37","","45"
"early doucet","WR","25","10","0","0","0","0","0","2","5","0","59","26","291","1","","","","36","","102"
"jermichael finley","TE","23","5","0","0","0","0","0","0","0","0","26","21","301","1","","","","36","","35"
"kenneth darby","RB","28","14","0","0","0","0","0","34","107","2","13","10","61","1","","","","35","","74"
"harry douglas","WR","26","16","0","0","0","0","0","2","-5","0","53","22","294","1","","","","35","","104"
"brian finneran","WR","34","16","0","0","0","0","0","0","0","0","32","19","166","3","","","","35","","105"
"john skelton","QB","22","5","60","126","662","2","2","10","49","0","0","0","0","0","1","","","35","","46"
"brandon stokley","WR","34","11","0","0","0","0","0","0","0","0","43","31","354","0","","","","35","","103"
"delanie walker","TE","26","14","0","0","0","0","0","3","18","0","45","29","331","0","1","","","35","","36"
"andre caldwell","WR","25","15","0","0","0","0","0","1","-2","0","37","25","345","0","1","","","34","","106"
"dexter mccluster","WR","21","11","0","0","0","0","0","18","71","0","39","21","209","1","1","","","34","","108"
"randy mcmichael","WR","31","16","0","0","0","0","0","0","0","0","27","20","221","2","","","","34","","107"
"mewelde moore","RB","28","15","0","0","0","0","0","33","99","0","31","26","205","0","","2","","34","","75"
"david thomas","TE","27","13","0","0","0","0","0","0","0","0","46","30","219","2","","","","34","","37"
"justin gage","WR","29","11","0","0","0","0","0","0","0","0","43","20","266","1","","","","33","","109"
"michael hoomanawanui","TE","22","8","0","0","0","0","0","0","0","0","22","13","146","3","","","","33","","38"
"craig davis","WR","25","7","0","0","0","0","0","0","0","0","39","21","259","1","","","","32","","110"
"jason hill","WR","25","8","0","0","0","0","0","0","0","0","21","11","248","1","","","","31","","111"
"greg camarillo","WR","28","16","0","0","0","0","0","0","0","0","34","20","240","1","","","","30","","112"
"andrew quarless","TE","22","13","0","0","0","0","0","0","0","0","33","21","238","1","1","","","30","","39"
"jake delhomme","QB","35","5","93","149","872","2","7","8","-2","0","0","0","0","0","1","","","29","","48"
"zach miller","TE","26","15","0","0","0","0","0","2","9","0","26","20","216","1","","","","29","","40"
"tyler thigpen","QB","26","5","33","62","435","2","2","13","73","0","0","0","0","0","","","","29","","47"
"matt flynn","QB","25","7","40","66","433","3","2","9","26","0","0","0","0","0","1","","","28","","49"
"derek hagan","WR","26","7","0","0","0","0","0","0","0","0","43","24","223","1","","","","28","","114"
"julius jones","RB","29","12","0","0","0","0","0","60","223","0","22","17","59","0","1","","","28","","76"
"larod stephens-howling","WR","23","13","0","0","0","0","0","23","113","1","23","16","111","0","","","","28","","113"
