"Name","Pos","Age","Games","Pass_Comp","Pass_Att","Pass_Yards","Pass_TD","Pass_INT","Rush_Att","Rush_Yards","Rush_TD","Rec_Tgt","Rec_Comp","Rec_Yards","Rec_TD","Fum_Lost","2PT_Made","2PT_Pass","Fan_Pts","VBD","Pos_Rk"
"tony washington","WR","24","2","0","0","0","0","0","0","0","0","1","1","9","0","0","","","1","","195"
"mario alford","","24","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","206"
"joique bell","RB","30","7","0","0","0","0","0","3","6","0","1","1","-2","0","0","","","","","163"
"braedon bowman","","22","3","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","110"
"brandon burks","RB","23","1","0","0","0","0","0","2","-4","0","0","0","0","0","0","","","","","170"
"isaiah burse","","25","9","0","0","0","0","0","0","0","0","4","0","0","0","0","","","","","208"
"michael burton","","24","15","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","1"
"orson charles","","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","115"
"kellen clemens","QB","33","12","0","1","0","0","0","2","-1","0","0","0","0","0","0","","","","","68"
"asante cleveland","","24","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","114"
"chase coffman","","30","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","120"
"geremy davis","","24","3","0","0","0","0","0","0","0","0","2","0","0","0","0","","","","","203"
"kellen davis","","31","8","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","117"
"jim dray","","30","6","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","111"
"donteea dye","","23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","204"
"glenn gronkowski","","23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","3"
"russell hansbrough","","23","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","168"
"cory harkey","","26","12","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","118"
"clark harris","","32","13","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","107"
"temarrick hemingway","","23","8","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","113"
"chad henne","QB","31","1","0","0","0","0","0","1","-2","0","0","0","0","0","0","","","","","69"
"julian howsare","","24","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","2"
"joe kerridge","RB","24","8","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","169"
"jake lampman","","23","6","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","207"
"khari lee","","24","8","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","121"
"dezmin lewis","","24","1","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","209"
"tony lippett","","24","16","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","210"
"vince mayle","","25","6","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","201"
"tre mcbride","","24","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","205"
"a.j. mccarron","","26","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","67"
"david morgan","TE","23","12","0","0","0","0","0","0","0","0","1","1","4","0","0","","","","","105"
"marcus murphy","RB","25","3","0","0","0","0","0","0","0","0","1","1","3","0","0","","","","","165"
"troy niklas","TE","24","3","0","0","0","0","0","0","0","0","2","1","0","0","0","","","","","108"
"james oshaughnessy","TE","24","16","0","0","0","0","0","0","0","0","3","2","-1","0","0","","","","","122"
"ryan omalley","","23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","109"
"jordan payton","WR","23","4","0","0","0","0","0","0","0","0","3","1","3","0","0","","","","","199"
"chase reynolds","RB","29","16","0","0","0","0","0","0","0","0","1","1","4","0","0","","","","","164"
"demarcus robinson","","22","16","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","200"
"khiry robinson","RB","27","1","0","0","0","0","0","8","22","0","0","0","0","0","1","","","","","167"
"mark sanchez","QB","30","2","10","18","93","0","2","4","-2","0","0","0","0","0","0","","","","","70"
"matt schaub","QB","35","4","1","3","16","0","0","2","-2","0","0","0","0","0","0","","","","","64"
"rod smith","RB","24","7","0","0","0","0","0","0","0","0","1","1","4","0","0","","","","","162"
"nate solder","","28","15","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","116"
"randall telfer","TE","24","14","0","0","0","0","0","0","0","0","7","2","4","0","0","","","","","106"
"will tukuafu","RB","32","7","0","0","0","0","0","2","2","0","1","0","0","0","0","","","","","166"
"hakeem valles","","24","11","0","0","0","0","0","0","0","0","2","0","0","0","0","","","","","112"
"joe webb","QB","30","14","0","0","0","0","0","0","0","0","3","1","3","0","0","","","","","65"
"eric weems","","31","16","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","202"
"kasen williams","","24","1","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","211"
"maxx williams","","22","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","119"
"t.j. yates","","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","66"
"bralon addison","RB","23","2","0","0","0","0","0","1","4","0","1","1","11","0","1","","","-1","","171"
"sean mannion","QB","24","1","3","6","19","0","1","1","-1","0","0","0","0","0","0","","","-1","","71"
"tyler ervin","RB","23","12","0","0","0","0","0","1","3","0","5","3","18","0","2","","","-2","","172"
"jakeem grant","WR","24","16","0","0","0","0","0","1","1","0","1","0","0","0","1","","","-2","","213"
"brett hundley","QB","23","4","2","10","17","0","1","3","-2","0","0","0","0","0","0","","","-2","","72"
"ryan mallett","QB","28","4","3","6","26","0","1","5","-6","0","0","0","0","0","0","","","-2","","73"
"keshawn martin","","26","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","-2","","214"
"matthew slater","WR","31","13","0","0","0","0","0","1","5","0","1","0","0","0","1","","","-2","","212"
