#,Pick,Name,Pos,Team,Overall,Std. Dev,High,Low,Times Drafted
27,3.03,Julius Thomas,TE,DEN,26.6,4.5,1.09,4.02,257
28,3.04,Randall Cobb,WR,GB,28.1,3.5,1.12,4.06,290
29,3.05,LeVeon Bell,RB,PIT,28.7,3.9,2.02,4.03,328
30,3.06,Zac Stacy,RB,LAR,29.8,3.8,2.03,4.05,306
31,3.06,Rob Gronkowski,TE,NE,30,5,1.04,4.06,283
32,3.07,Keenan Allen,WR,LAC,31.3,4,2.07,4.06,279
33,3.09,Reggie Bush,RB,DET,32.7,4.3,1.05,4.09,291
34,3.1,Cordarrelle Patterson,WR,MIN,34.5,4.7,2.03,5.08,259
35,3.1,Shane Vereen,RB,NE,34.5,4.9,2.08,6.12,283
36,3.11,Vincent Jackson,WR,TB,35.5,4.3,2.11,4.1,266
37,3.12,Rashad Jennings,RB,NYG,36.4,4.4,1.08,4.12,272
38,4.02,Roddy White,WR,ATL,38.4,4.4,2.1,5.03,242
39,4.03,Toby Gerhart,RB,JAX,39.1,5,2.12,5.07,247
40,4.03,Matthew Stafford,QB,DET,39.2,8.2,2.02,5.1,188
41,4.04,C.J. Spiller,RB,None,39.7,5.4,2.05,5.1,252
42,4.04,Larry Fitzgerald,WR,ARI,40.3,4.4,3.01,5.04,244
43,4.07,Ryan Mathews,RB,LAC,42.7,5.6,3.06,7.03,234
44,4.07,Emmanuel Sanders,WR,DEN,43,5.5,2.08,5.11,291
45,4.07,Victor Cruz,WR,NYG,43.3,4.8,3.01,5.1,222
46,4.08,Percy Harvin,WR,SEA,44,5.1,2.04,5.09,286
47,4.09,Andre Johnson,WR,HOU,44.6,5,3.03,6.09,285
48,4.1,Frank Gore,RB,SF,45.6,6.2,3.03,6.02,307
49,4.11,Andrew Luck,QB,IND,47,9.1,2.01,6.1,206
50,4.12,Pierre Garcon,WR,WAS,48.2,5.6,3.01,5.12,228
51,5.02,Michael Floyd,WR,ARI,49.5,5.8,3.12,6.1,264
52,5.02,Ray Rice,RB,BAL,50.3,7.4,2.04,6.05,271
53,5.03,Joique Bell,RB,DET,51.4,6.4,3.11,7.02,297
54,5.04,Michael Crabtree,WR,SF,52.4,5.7,3.11,6.12,282
55,5.04,Tom Brady,QB,NE,52.4,10.1,1.09,7.08,202
56,5.06,Ben Tate,RB,CLE,53.7,6.6,3.06,6.11,302
57,5.08,Vernon Davis,TE,SF,55.6,8.4,2.09,7.03,159
58,5.09,Chris Johnson,RB,NYJ,56.7,6.3,4.01,7.06,231
59,5.09,DeSean Jackson,WR,WAS,57,5.8,3.08,6.12,227
60,5.1,Jordan Cameron,TE,CLE,57.6,7.9,2.12,7.06,196
61,5.11,T.Y. Hilton,WR,IND,58.7,7,3.1,7.04,251
62,5.12,Torrey Smith,WR,BAL,59.6,6.3,4.09,7.02,270
63,6.01,Bishop Sankey,RB,TEN,60.7,6.4,4.02,7.08,226
64,6.02,Julian Edelman,WR,NE,62.4,7,4.04,7.06,227
65,6.03,Matt Ryan,QB,ATL,62.6,8.2,2.1,8.09,219
66,6.05,Maurice Jones-Drew,RB,LV,64.7,7.6,3.02,8.11,244
67,6.05,Jeremy Maclin,WR,PHI,65.3,6.9,4.08,8.03,246
68,6.06,Nick Foles,QB,PHI,65.6,9.7,3.07,9.02,211
69,6.07,Trent Richardson,RB,IND,67.2,9.2,3.08,10.05,208
70,6.08,Marques Colston,WR,NO,67.5,6.9,4.04,8.07,226
71,6.08,Pierre Thomas,RB,NO,68.4,7.2,4.11,8.06,208
72,6.09,Jason Witten,TE,DAL,68.6,8.2,3.02,8.06,163
73,6.1,Wes Welker,WR,DEN,70.3,9,3.08,8.07,207
74,7.01,Kyle Rudolph,TE,MIN,72.6,8.1,4.06,8.08,155
75,7.01,Brandin Cooks,WR,NO,72.6,7.8,5.08,8.08,210
76,7.01,Jay Cutler,QB,CHI,73.3,8.7,4.04,9.04,209
77,7.03,Golden Tate,WR,DET,75.4,7.1,5.06,8.09,215
78,7.04,Mike Wallace,WR,MIA,76.1,7.5,5.01,8.12,250
79,7.05,Steven Jackson,RB,ATL,77,7.9,5.07,8.12,221
80,7.06,Lamar Miller,RB,MIA,78.2,9.3,5.02,9.03,171
81,7.09,Darren Sproles,RB,PHI,80.7,10,2.12,9.05,166
82,7.09,Terrance Williams,WR,DAL,80.9,8,5.11,9.06,208
83,7.11,Reggie Wayne,WR,IND,82.5,7,6.03,9.03,198
84,7.11,Tony Romo,QB,DAL,83,9.8,5.07,11.11,200
85,7.11,Jordan Reed,TE,WAS,83.2,9.8,5.11,10.07,153
86,7.12,Fred Jackson,RB,None,84.2,9.4,5.1,10.12,189
87,8.01,Knowshon Moreno,RB,MIA,85.1,9.3,4.05,9.08,202
88,8.01,Seattle Defense,DEF,SEA,85.2,11.5,1.03,9.05,293
89,8.01,Kelvin Benjamin,WR,CAR,85.5,8.5,6.01,9.08,260
90,8.03,Kendall Wright,WR,TEN,87.3,9.4,5.11,10.04,194
91,8.03,Cam Newton,QB,CAR,87.5,10.9,5.03,10.03,175
92,8.04,Dennis Pitta,TE,BAL,87.9,11.6,5.09,12.11,182
93,8.04,Stevan Ridley,RB,NE,88.2,9.8,6.03,11.04,174
94,8.06,Eric Decker,WR,NYJ,89.7,10.8,4.01,10.04,205
95,8.06,Carlos Hyde,RB,SF,90.2,8.7,6.04,10.01,167
96,8.07,Greg Olsen,TE,CAR,90.6,12.5,5.03,11.07,178
97,8.08,Bernard Pierce,RB,BAL,92.1,11.2,5.1,12.03,101
98,8.1,Danny Woodhead,RB,LAC,94.2,9.8,5.08,10.03,119
99,8.11,Mark Ingram,RB,NO,94.7,7.8,6.03,10.02,133
100,8.12,Zach Ertz,TE,PHI,96.3,15.3,4.07,12.06,181
101,9.01,Colin Kaepernick,QB,SF,96.5,13.3,4.07,11.02,199
102,9.02,Riley Cooper,WR,PHI,97.5,10.7,3.08,10.07,153
103,9.02,Jeremy Hill,RB,CIN,97.7,10.1,5.07,11.06,200
104,9.04,Sammy Watkins,WR,None,99.9,10.5,6.04,11.02,157
105,9.04,Robert Griffin III,QB,WAS,100.2,13,5.01,10.11,135
106,9.04,Justin Hunter,WR,TEN,100.3,9.3,5.12,11.01,205
107,9.07,Philip Rivers,QB,LAC,103.1,13.3,2.12,11.08,228
108,9.07,Devonta Freeman,RB,ATL,103.2,10.9,3.01,11.04,149
109,9.09,Mike Evans,WR,TB,105.5,9.2,6.12,11.06,206
110,9.1,Russell Wilson,QB,SEA,105.9,13.9,1.12,12.06,242
111,9.1,Rueben Randle,WR,NYG,106.4,10.9,5.01,11.12,182
112,9.12,Carolina Defense,DEF,CAR,108.1,12.8,5.06,11.1,111
113,9.12,Andre Williams,RB,NYG,108.2,8.1,8.02,11.12,121
114,10.01,Dwayne Bowe,WR,KC,109.4,9.6,6.1,11.11,119
115,10.04,Hakeem Nicks,WR,IND,111.7,10.1,6.05,12.02,118
116,10.05,Anquan Boldin,WR,SF,112.7,14,5.01,11.12,104
117,10.05,Terrance West,RB,CLE,112.8,10.2,7.04,13.03,134
118,10.05,Steve Smith,WR,BAL,113.2,9.7,8.01,14.02,118
119,10.06,DeAngelo Williams,RB,CAR,113.7,9,8.03,12.09,165
120,10.06,Denver Defense,DEF,DEN,114.4,7.3,8.09,12.03,82
121,10.1,DeAndre Hopkins,WR,HOU,117.6,11,7.12,12.05,147
122,10.1,Martellus Bennett,TE,CHI,117.8,16.4,6.09,13.12,214
123,10.1,Darren McFadden,RB,LV,118.2,16.7,2.01,13.01,151
124,11.01,New England Defense,DEF,NE,120.9,10.6,6.01,12.03,82
125,11.01,Andy Dalton,QB,CIN,121.3,14.6,3.01,14.1,156
126,11.03,Markus Wheaton,WR,PIT,122.9,9.2,8.03,12.09,155
127,11.04,Danny Amendola,WR,NE,123.7,9.3,8.11,12.09,106
128,11.05,Jordan Matthews,WR,PHI,124.7,10,8.07,13.12,128
129,11.05,Ben Roethlisberger,QB,PIT,125,10.9,7.06,13.02,131
130,11.06,Ahmad Bradshaw,RB,IND,125.8,11.5,5.12,13.04,149
131,11.06,Jarrett Boykin,WR,GB,126.1,9.6,9.01,13.04,102
132,11.06,Khiry Robinson,RB,NO,126.4,12.4,8.07,13.1,88
133,11.07,LA Rams Defense,DEF,LAR,126.6,9,9.04,12.11,96
134,11.1,LeGarrette Blount,RB,PIT,129.8,10.2,9.11,13.06,137
135,11.1,Carson Palmer,QB,ARI,129.8,10.6,7.03,13.03,104
136,11.11,Cincinnati Defense,DEF,CIN,130.5,9.3,9.07,14.02,82
137,11.11,Cecil Shorts,WR,JAX,131.2,9,9.01,12.12,115
138,11.12,Shonn Greene,RB,TEN,132.4,12.3,9.05,14.09,147
139,12.02,Ladarius Green,TE,LAC,134.2,15.8,7.1,14.11,192
140,12.07,Arizona Defense,DEF,ARI,138.6,8.5,10.11,14.06,82
141,12.07,Antonio Gates,TE,LAC,138.9,23.3,4.1,15.08,134
142,12.07,Stephen Gostkowski,PK,NE,139.2,18.6,1.01,14.04,238
143,12.07,Chris Ivory,RB,NYJ,139.2,13.9,9.01,15.03,123
144,12.1,Jonathan Stewart,RB,CAR,142.2,17.3,9.04,15.12,138
145,12.11,Heath Miller,TE,PIT,142.5,20.4,7.05,15.12,197
146,12.11,Kansas City Defense,DEF,KC,142.9,12.7,10.03,15.11,89
147,12.12,Aaron Dobson,WR,NE,143.9,18.7,6.12,15.12,77
148,12.12,Christine Michael,RB,SEA,143.9,13.8,9.09,15.07,98
149,13.03,Houston Defense,DEF,HOU,146.6,18.3,3.05,15.11,79
150,13.05,Steven Hauschka,PK,SEA,149.3,11.9,5.11,14.06,129
151,13.06,Knile Davis,RB,KC,149.8,14.8,9.03,15.08,121
152,13.06,Charles Clay,TE,MIA,149.9,22.5,8.12,15.12,119
153,13.06,Eric Ebron,TE,DET,150.4,18.9,9.08,15.12,103
154,13.07,Kenny Britt,WR,LAR,150.5,16.7,9.08,15.11,88
155,13.07,Justin Tucker,PK,BAL,150.6,15.7,5.04,14.07,79
156,13.09,Miles Austin,WR,CLE,153.3,14.2,10.06,15.08,81
157,13.1,Lance Dunbar,RB,DAL,153.9,13.9,10.01,15.11,81
158,13.1,Travis Kelce,TE,KC,154.2,17.8,7.12,15.12,120
159,13.1,Tavon Austin,WR,LAR,154.3,15,10.04,15.1,99
160,13.11,Ronnie Hillman,RB,DEN,155.3,16.4,7.08,15.11,101
161,14.02,Doug Baldwin,WR,SEA,157.9,17.7,9.08,15.12,76
162,14.04,Tampa Bay Defense,DEF,TB,159.7,13.1,11.04,15.12,90
163,14.04,New Orleans Defense,DEF,NO,160.5,12.6,11.08,15.12,111
