#,Pick,Name,Pos,Team,Overall,Std. Dev,High,Low,Times Drafted
61,6.01,Santonio Holmes,WR,PIT,61.1,7.5,3.11,7.1,328
62,6.01,Knowshon Moreno,RB,DEN,61.4,9.1,3.06,7.11,398
63,6.03,Greg Olsen,TE,CHI,62.7,7.6,3.05,8.02,198
64,6.03,Willie Parker,RB,PIT,63.1,9.4,3.09,8.04,508
65,6.04,Beanie Wells,RB,ARI,64.4,8.7,3.11,8.07,354
66,6.05,Matt Ryan,QB,ATL,64.9,11.6,2.04,9.03,366
67,6.07,LenDale White,RB,TEN,66.6,10,1.06,8.04,260
68,6.08,Derrick Ward,RB,TB,68.4,9.2,4.08,8.03,176
69,6.09,Lance Moore,WR,NO,69.1,8.7,4.03,8.09,359
70,6.09,Lee Evans,WR,None,69.3,7.9,5.01,8.08,314
71,6.12,Felix Jones,RB,DAL,71.6,9,3.09,9.01,331
72,6.12,Cedric Benson,RB,CIN,72.3,9.2,4.05,8.12,400
73,6.12,Antonio Bryant,WR,TB,72.3,9.5,4.04,8.11,261
74,6.12,Matt Schaub,QB,HOU,72.4,11,2.09,9.1,390
75,7.01,Chris Cooley,TE,WAS,73.2,8.6,5.02,9.01,182
76,7.02,Santana Moss,WR,WAS,74.1,9.3,4.12,9.04,295
77,7.04,Hines Ward,WR,PIT,75.5,10.3,3.03,8.12,366
78,7.06,Donald Driver,WR,GB,77.9,10.5,4.07,9.06,376
79,7.07,Jay Cutler,QB,CHI,78.7,13.6,3.11,10.07,415
80,7.07,Kellen Winslow,TE,TB,79,12.4,4.12,10.11,77
81,7.07,Devin Hester,WR,CHI,79.4,9.8,4.11,9.1,289
82,7.09,Jonathan Stewart,RB,CAR,80.5,9.7,4.01,10.05,272
83,7.1,Donald Brown,RB,IND,81.8,8.8,5.07,9.09,305
84,8.02,Kevin Walter,WR,HOU,85.6,10.4,4.04,10.03,301
85,8.02,Pittsburgh Defense,DEF,PIT,85.6,15.5,1.01,10.04,372
86,8.02,Carson Palmer,QB,CIN,85.9,14.3,4.01,10.12,398
87,8.03,Donnie Avery,WR,LAR,87.2,9.9,5.01,10.07,278
88,8.04,Ahmad Bradshaw,RB,NYG,87.7,9,6.01,11.03,298
89,8.04,Owen Daniels,TE,HOU,87.9,13,5.12,13.1,307
90,8.04,LeSean McCoy,RB,PHI,88.1,8.9,6.02,10.08,212
91,8.05,Chris Henry,WR,CIN,88.6,10.9,5.12,10.07,352
92,8.05,Percy Harvin,WR,MIN,89.5,9.9,5.03,10.07,266
93,8.07,Jerricho Cotchery,WR,NYJ,91.4,12.3,1.06,10.1,345
94,8.08,Julius Jones,RB,SEA,92,11,2.12,11.04,268
95,8.1,Derrick Mason,WR,BAL,94.3,11.6,6.02,11.04,334
96,8.11,Darren Sproles,RB,LAC,95,11.6,4.11,11.05,228
97,8.11,Leon Washington,RB,NYJ,95.5,12.6,4.04,11.11,391
98,8.12,Torry Holt,WR,JAX,96.4,9.8,5.08,11.01,258
99,9.01,Baltimore Defense,DEF,BAL,97,15,2.01,11.03,282
100,9.01,Brett Favre,QB,MIN,97,30.9,1.01,11.09,202
101,9.01,Jamal Lewis,RB,CLE,97.4,12.5,6.03,11.1,171
102,9.02,John Carlson,TE,SEA,98.1,18.2,6.07,14.03,161
103,9.02,Laveranues Coles,WR,CIN,98.2,10.2,5.1,10.12,187
104,9.05,Tim Hightower,RB,ARI,100.6,16,3.01,13.09,231
105,9.05,Ben Roethlisberger,QB,PIT,100.8,16.7,1.03,11.09,312
106,9.08,Minnesota Defense,DEF,MIN,103.8,26.8,1.11,14.08,290
107,9.09,Steve Breaston,WR,ARI,104.5,11.5,4.1,11.09,217
108,9.09,Matt Hasselbeck,QB,SEA,105.2,11.6,6.03,12.01,358
109,9.1,Ted Ginn Jr,WR,MIA,106.4,10.4,6.06,11.11,268
110,9.11,Rashard Mendenhall,RB,PIT,106.8,12.4,6.11,12.08,212
111,9.12,Chester Taylor,RB,MIN,107.9,14.1,6.01,12.11,246
112,9.12,James Davis,RB,CLE,108.1,13,6.01,13.08,327
113,10.01,NY Giants Defense,DEF,NYG,108.6,14.1,2.01,12.02,258
114,10.02,Michael Vick,QB,PHI,109.8,50.5,1.01,15.03,33
115,10.02,Fred Jackson,RB,None,110.5,14.1,5.12,13.05,256
116,10.02,Chris Chambers,WR,LAC,110.5,11.7,6.04,12.01,175
117,10.03,Domenik Hixon,WR,NYG,111.2,11.3,6.1,12.04,163
118,10.05,Eli Manning,QB,NYG,112.9,18,2.11,12.07,201
119,10.1,Jeremy Shockey,TE,NO,117.8,25.2,4.12,15.09,299
120,10.1,Matt Cassel,QB,KC,118.2,9.8,7.03,12.1,104
121,10.11,Josh Morgan,WR,SF,118.7,10.9,6.02,13.02,286
122,10.12,Earl Bennett,WR,CHI,119.5,12,7.12,13.05,290
123,11.01,LA Chargers Defense,DEF,LAC,120.9,9.3,8.01,12.12,162
124,11.01,Chicago Defense,DEF,CHI,121.3,11.4,7.03,12.12,120
125,11.02,Michael Crabtree,WR,SF,121.8,12.5,7.06,12.11,88
126,11.02,Earnest Graham,RB,TB,122.3,14.4,7.01,15.05,107
127,11.03,Glen Coffee,RB,SF,122.9,13.6,7.08,13.12,215
128,11.04,Stephen Gostkowski,PK,NE,124.1,23.9,1.01,14.01,255
129,11.05,Nate Washington,WR,TEN,125,13.4,4.12,13.11,124
130,11.05,Philadelphia Defense,DEF,PHI,125.3,13.5,5.01,14.12,123
131,11.06,Kyle Orton,QB,DEN,125.6,8.9,9.08,13.01,64
132,11.06,Hakeem Nicks,WR,NYG,126.1,13.9,5.07,13.08,231
133,11.07,Visanthe Shiancoe,TE,MIN,127,23.9,5.07,15.11,494
134,11.09,Trent Edwards,QB,None,128.6,11,8.01,13.11,124
135,11.1,Dustin Keller,TE,NYJ,129.6,22.9,6.05,15.08,383
136,11.1,Jeremy Maclin,WR,PHI,129.8,13.9,8.07,14.03,136
137,11.1,NY Jets Defense,DEF,NYJ,129.9,11.6,6.01,13.07,108
138,11.11,Willis McGahee,RB,BAL,131.4,15.3,8.01,14.07,222
139,11.12,Justin Gage,WR,TEN,132,13,8.04,14.02,181
140,12.01,Tennessee Defense,DEF,TEN,133.4,11.9,7.09,15.02,147
141,12.03,Jake Delhomme,QB,CAR,134.8,12,9.09,14.07,100
142,12.04,David Garrard,QB,JAX,136.3,12.4,8.04,14.09,304
143,12.05,Miles Austin,WR,DAL,136.7,11.7,9.12,14.06,80
144,12.05,Laurence Maroney,RB,NE,137.3,17.5,6.11,15.03,216
145,12.06,LeRon McClain,RB,BAL,138.3,18.3,6.1,15.06,133
146,12.07,Patrick Crayton,WR,DAL,139.2,14.9,6.12,15.02,185
147,12.07,Carnell Williams,RB,TB,139.3,27.8,2.03,15.12,146
148,12.08,Nate Burleson,WR,SEA,139.9,14.2,9.01,15.01,208
149,12.08,Kevin Curtis,WR,PHI,140.2,11.3,10.06,15.11,102
150,12.08,Shonn Greene,RB,NYJ,140.3,14.2,9.07,15.05,182
151,12.09,Rob Bironas,PK,TEN,140.8,16.5,2.12,15.01,142
152,12.09,Joe Flacco,QB,BAL,141.4,15.7,7.12,15.06,249
153,12.11,Heath Miller,TE,PIT,143,28.5,4.1,15.12,153
154,12.11,Steve Smith,WR,NYG,143.2,15.5,7.03,15.1,215
155,12.11,Jerious Norwood,RB,ATL,143.2,17.7,8.06,15.08,187
156,12.12,Adam Vinatieri,PK,IND,143.6,17.6,3.01,15.05,109
157,12.12,Fred Taylor,RB,NE,144,17.7,5.08,15.09,246
158,13.01,Zach Miller,TE,LV,145.1,21.7,7.03,15.12,247
159,13.02,Kevin Boss,TE,NYG,145.6,22.9,7.02,15.12,208
160,13.03,Darrius Heyward-Bey,WR,LV,147.1,21,2.01,15.11,90
161,13.04,New England Defense,DEF,NE,148.2,12.3,9.01,15.12,158
162,13.04,Green Bay Defense,DEF,GB,148.2,14.4,6.07,15.11,267
163,13.05,Edgerrin James,RB,SEA,148.8,19.2,7.11,15.08,131
164,13.07,Chad Pennington,QB,MIA,150.6,14.8,7.05,15.12,74
165,13.07,Mark Sanchez,QB,NYJ,150.8,16.2,8.05,15.11,100
166,13.07,Brent Celek,TE,PHI,151.3,19.6,8.11,15.12,125
167,13.08,Robert Meachem,WR,NO,151.6,14.2,10.01,15.08,102
168,13.08,Joey Galloway,WR,NE,152.1,16.8,9.03,15.09,118
169,13.08,Jamaal Charles,RB,KC,152.3,14,9.12,15.12,188
170,13.09,Nate Kaeding,PK,LAC,153,15,4.12,15.05,118
171,13.1,Correll Buckhalter,RB,DEN,154.3,20.5,6.01,15.12,82
172,13.11,Jermichael Finley,TE,GB,155,25.6,6.09,15.11,30
173,13.11,Ricky Williams,RB,MIA,155,16.1,8.11,15.12,159
174,14.01,Peyton Hillis,RB,DEN,156.8,15.9,10.09,15.12,123
175,14.01,Deion Branch,WR,SEA,157.2,18.4,9.03,15.12,51
176,14.01,Troy Williamson,WR,JAX,157.3,13.2,10.1,15.12,78
177,14.02,Davone Bess,WR,MIA,157.9,14.2,9.02,15.12,64
178,14.03,Muhsin Muhammad,WR,CAR,158.6,16,4.11,15.12,119
179,14.03,Matthew Stafford,QB,DET,158.7,20.1,4.06,15.12,63
180,14.03,Ladell Betts,RB,WAS,159.1,18.7,9.06,15.12,32
181,14.03,Washington Defense,DEF,WAS,159.2,15,10.01,15.12,100
182,14.03,Nick Folk,PK,DAL,159.4,14.2,7.01,15.11,85
183,14.04,Dallas Defense,DEF,DAL,160.4,14,6.12,15.12,290
184,14.05,Jason Campbell,QB,WAS,160.5,16.1,10.06,15.12,50
185,14.05,Kenny Britt,WR,TEN,160.6,18.9,9.01,15.12,37
186,14.05,Greg Camarillo,WR,MIA,160.7,12,11.06,15.12,42
187,14.05,Chaz Schilens,WR,LV,160.8,13.3,12.02,15.12,26
188,14.05,Brady Quinn,QB,CLE,160.9,13.3,11.11,15.12,49
189,14.05,Vernon Davis,TE,SF,161,14.3,10.1,15.12,53
190,14.05,Michael Bush,RB,LV,161.2,13.8,11.02,15.12,83
191,14.05,Jacksonville Defense,DEF,JAX,161.4,21.3,6.05,15.12,31
192,14.06,Mason Crosby,PK,GB,161.7,13.7,5.01,15.12,189
193,14.09,Isaac Bruce,WR,SF,164.9,16.3,11.01,15.12,45
194,14.09,Devery Henderson,WR,NO,165.3,14.9,10.09,15.12,48
195,14.1,Marc Bulger,QB,LAR,165.5,15.5,10.12,15.12,35
196,14.1,Sidney Rice,WR,MIN,165.6,11.3,12.01,15.12,30
197,14.11,Ryan Longwell,PK,MIN,166.9,9.6,10.12,15.12,285
198,15.02,Robbie Gould,PK,CHI,169.9,12.6,9.05,15.12,61
199,15.02,David Akers,PK,PHI,170,11,8.07,15.12,149
200,15.03,Jason Elam,PK,ATL,170.7,8.2,10.05,15.12,236
201,15.04,Neil Rackers,PK,ARI,171.6,11.5,6.12,15.12,119
202,15.04,Kris Brown,PK,HOU,171.7,15.9,6.02,15.12,57
14.11,166.8,Denver Defense,DEF,DEN,93,9.6,141,180,8
14.11,167.1,Dan Bailey,PK,MIN,42,6.1,159,180,7
14.12,167.6,Kansas City Defense,DEF,KC,68,11.7,137,180,10
15.01,169,Kaimi Fairbairn,PK,HOU,73,6.2,152,180,8
15.02,169.8,Malcolm Brown,RB,LAR,23,9,149,179,9
15.02,170,Minnesota Defense,DEF,MIN,25,10.3,148,180,7
15.04,171.5,Zane Gonzalez,PK,ARI,60,5.3,161,180,8
15.04,172.1,Younghoe Koo,PK,ATL,56,5.3,161,180,10
15.04,172.5,Mason Crosby,PK,GB,51,6.7,155,180,5
15.05,172.8,Jason Myers,PK,SEA,35,3.9,164,180,6
