"Pick","Name","Pos","Team","Overall","Std..Dev","High","Low","Times.Drafted","Pos_ADP"
5.06,"keenan allen","WR","LAC",53.8,6.4,2.11,6.1,320,23
5.07,"todd gurley","RB","LAR",54.9,5.4,3.08,6.11,262,26
5.07,"julian edelman","WR","NE",55.1,6.4,4.01,6.12,290,24
5.07,"travis kelce","TE","KC",55.4,6.5,3.1,6.12,212,4
5.1,"tj yeldon","RB","JAX",58.1,6.4,2.12,7.06,294,27
5.11,"nelson agholor","WR","PHI",58.9,5.9,4.02,7.01,282,25
5.11,"ben roethlisberger","QB","PIT",59.1,7,3.05,7.1,233,5
6.01,"legarrette blount","RB","NE",60.5,6.8,3.03,7.08,324,28
6.01,"sammy watkins","WR","None",60.7,6.8,4.01,7.03,254,26
6.02,"russell wilson","QB","SEA",61.8,8.5,2.1,7.1,214,6
6.02,"tom brady","QB","NE",62.3,10.5,1.01,7.12,268,7
6.03,"allen robinson","WR","JAX",62.6,5.9,4.1,7.09,290,27
6.05,"c.j. spiller","RB","NO",64.7,7.7,4.04,8.03,239,29
6.06,"martellus bennett","TE","CHI",66,5.9,4.08,7.11,178,5
6.07,"martavis bryant","WR","PIT",67.1,6.1,4.11,8.03,220,28
6.07,"rashad jennings","RB","NYG",67.3,8,4.09,8.04,271,30
6.09,"charles johnson","WR","MIN",69.5,6.5,5.04,8.04,229,29
6.11,"desean jackson","WR","WAS",71,7.1,4.05,8.08,228,30
7.01,"ryan mathews","RB","PHI",73,9.3,2.07,8.1,204,31
7.01,"john brown","WR","ARI",73.4,7,4.12,8.06,291,31
7.02,"joique bell","RB","DET",74.3,9,4.1,8.11,240,32
7.03,"vincent jackson","WR","TB",74.7,7.7,4.12,8.08,229,32
7.03,"matt ryan","QB","ATL",75.4,8.6,5.02,9.03,239,8
7.04,"jordan cameron","TE","MIA",76.3,8.6,4.11,8.11,124,6
7.06,"tony romo","QB","DAL",77.9,7.7,5.03,9.04,208,9
7.07,"steve smith","WR","BAL",78.8,7.8,5.04,8.12,236,33
7.07,"alfred blue","RB","HOU",79.2,8.5,5.04,8.11,192,33
7.08,"sam bradford","QB","PHI",79.8,9.4,4.1,9.11,247,10
7.08,"darren mcfadden","RB","DAL",80.5,9.9,4.1,9.01,177,34
7.11,"isaiah crowell","RB","CLE",82.7,8.3,4.08,9.06,317,35
7.11,"giovani bernard","RB","CIN",82.8,9.2,3.06,9.05,189,36
7.11,"owen daniels","TE","DEN",83.4,10.4,5.06,10.08,116,7
7.12,"tevin coleman","RB","ATL",83.6,7.8,5.08,9.06,274,37
7.12,"victor cruz","WR","NYG",84,9.9,4.11,9.07,169,34
8.03,"mike wallace","WR","MIN",86.8,8.5,4.11,9.1,219,35
8.04,"matthew stafford","QB","DET",87.8,9.5,3.04,10.01,239,11
8.05,"jason witten","TE","DAL",88.5,12.2,5.01,11.04,94,8
8.05,"larry fitzgerald","WR","ARI",88.9,8,6.04,9.09,182,36
8.07,"tre mason","RB","LAR",91.2,8.1,6.1,10.01,143,38
8.08,"ryan tannehill","QB","MIA",91.6,9.2,6.05,10.09,255,12
8.08,"markus wheaton","WR","PIT",92,8.5,6.07,10.1,180,37
8.09,"danny woodhead","RB","LAC",92.9,7.8,5.11,10.01,147,39
8.1,"devin funchess","WR","CAR",94.2,8.8,5.12,10.03,183,38
8.11,"tyler eifert","TE","CIN",95.1,12.2,6.09,12.01,127,9
8.11,"shane vereen","RB","NYG",95.2,9.7,6.04,10.07,124,40
8.12,"eddie royal","WR","CHI",95.7,9,5.02,10.07,206,39
9.01,"seattle defense","DEF","SEA",97.2,8.2,6.09,10.02,137,1
9.02,"terrance williams","WR","DAL",97.6,9.4,5.07,10.09,190,40
9.02,"bishop sankey","RB","TEN",98.3,10.3,5.09,10.11,142,41
9.03,"devonta freeman","RB","ATL",99.1,10.2,6.05,11.09,141,42
9.06,"delanie walker","TE","TEN",102.3,13.7,6.08,12.05,140,10
9.07,"eric decker","WR","NYJ",103.4,9.3,7.03,11.04,168,41
9.07,"eli manning","QB","NYG",103.4,10.5,6.11,11.06,243,13
9.1,"roddy white","WR","ATL",106.3,8.7,6.07,11.02,124,42
9.1,"steve johnson","WR","LAC",106.5,9.1,7.01,11.12,180,43
9.11,"ronnie hillman","RB","DEN",106.6,8.8,7.03,11.07,153,43
9.11,"brian quick","WR","LAR",106.7,9.3,5.11,11.09,168,44
9.12,"houston defense","DEF","HOU",107.5,8.5,6.07,11.03,100,2
10.01,"duke johnson","RB","CLE",109,10.1,7.04,12.01,193,44
10.01,"anquan boldin","WR","SF",109.5,10.9,6.09,12.05,124,45
10.02,"buffalo defense","DEF","BUF",109.9,12.1,1.06,11.04,117,3
10.03,"kendall wright","WR","TEN",110.9,12,4.07,11.08,141,46
10.03,"philip rivers","QB","LAC",111.4,10.2,6.1,11.1,214,14
10.06,"devante parker","WR","MIA",114.4,9.2,8.01,12.01,183,47
10.07,"miami defense","DEF","MIA",115,9.8,6.06,11.07,96,4
10.08,"cam newton","QB","CAR",115.8,10.9,7.1,12.04,157,15
10.08,"david cobb","RB","TEN",116,12.6,6.02,12.09,83,45
10.09,"knile davis","RB","KC",116.8,10.7,7.02,12.07,135,46
10.09,"kyle rudolph","TE","MIN",117.2,15.3,6.04,13.04,217,11
11.01,"marques colston","WR","NO",120.6,10.5,7.12,12.08,115,48
11.01,"pierre garcon","WR","WAS",120.6,12.4,7.04,12.06,102,49
11.01,"david johnson","RB","ARI",120.9,11.2,7.09,12.12,128,47
11.01,"darren sproles","RB","PHI",121.3,10.5,7.06,13.07,166,48
11.02,"teddy bridgewater","QB","MIN",121.8,10,8.07,12.1,142,16
11.04,"la rams defense","DEF","LAR",124,5.8,10.03,12.06,68,5
11.04,"torrey smith","WR","SF",124.2,13.3,7.02,13.02,89,50
11.04,"deangelo williams","RB","PIT",124.3,15.1,6.08,14.1,163,49
11.06,"michael floyd","WR","ARI",125.6,12.6,7.12,13.05,104,51
11.06,"julius thomas","TE","JAX",126.1,18.5,5.12,14.12,189,12
11.08,"zach ertz","TE","PHI",127.7,18.3,8.02,15.06,196,13
11.09,"brandon lafell","WR","NE",129,14.5,6.01,13.01,48,52
11.09,"brandon coleman","WR","NO",129.4,9.6,9.01,14.03,117,53
11.1,"jonas gray","RB","NE",129.5,12.3,8.02,13.08,49,50
11.1,"carson palmer","QB","ARI",129.9,8.2,9.09,13.04,103,17
11.1,"matt jones","RB","WAS",130.5,11.3,8.09,13.1,223,51
11.12,"philadelphia defense","DEF","PHI",131.6,10.2,9.11,15.05,56,6
12.05,"dwayne allen","TE","IND",136.6,17.6,7.09,15.09,222,14
12.05,"reggie bush","RB","SF",136.9,17.7,5.12,15.08,134,52
12.07,"breshad perriman","WR","BAL",138.6,9.8,11.01,14.11,64,54
12.07,"ny jets defense","DEF","NYJ",139.2,14.7,10.07,15.12,83,7
12.08,"marvin jones","WR","CIN",140.1,11.5,10.02,15.06,61,55
12.1,"arizona defense","DEF","ARI",141.6,13.4,9.1,15.03,72,8
12.11,"ty montgomery","WR","NO",142.6,11.8,10.08,15.03,58,56
12.11,"denver defense","DEF","DEN",142.8,14.7,9.06,15.12,108,9
12.12,"joe flacco","QB","BAL",143.5,10.9,10.12,15.02,61,18
12.12,"cameron artis-payne","RB","CAR",144,13.3,10.09,15.08,133,53
13.01,"stephen gostkowski","PK","NE",144.9,12.3,7.01,14.03,249,1
13.01,"antonio gates","TE","LAC",145.3,18.5,8.09,15.1,187,15
13.02,"michael crabtree","WR","LV",146,14.6,7.05,15.11,80,57
13.02,"colin kaepernick","QB","SF",146.2,15.8,7.06,15.07,70,19
13.02,"adam vinatieri","PK","IND",146.3,17.8,5.02,14.04,92,2
13.03,"tyrod taylor","QB","BUF",146.7,15.6,9.12,15.09,56,20
13.04,"josh hill","TE","NO",147.8,29.8,2.05,15.11,38,16
13.04,"christine michael","RB","SEA",148.1,19.3,9.02,15.12,97,54
13.04,"andre williams","RB","NYG",148.2,17.6,5.06,15.1,118,55
13.04,"dorial green-beckham","WR","TEN",148.2,12.9,10.05,15.11,113,58
13.05,"jay cutler","QB","CHI",149.1,12.4,11.08,15.11,52,21
13.06,"charles sims","RB","TB",149.6,17.7,9.05,15.12,76,56
13.06,"vernon davis","TE","SF",149.9,21,7.08,15.12,94,17
13.06,"percy harvin","WR","None",149.9,19.8,8.11,15.1,55,59
13.07,"khiry robinson","RB","NO",150.8,18.5,10.01,15.12,31,57
13.08,"tyler lockett","WR","SEA",152,13.1,10.07,15.1,128,60
13.09,"fred jackson","RB","None",152.5,18.3,10.04,15.12,48,58
13.09,"cody parkey","PK","PHI",152.8,17.6,7.12,15.01,57,3
13.09,"richard rodgers","TE","GB",153,25.5,2.05,15.12,84,18
13.1,"kansas city defense","DEF","KC",153.5,11.5,11.03,15.12,79,10
13.1,"roy helu","RB","LV",153.5,19.5,8.11,15.12,43,59
13.1,"jeff janis","WR","GB",153.8,20.5,7.1,15.12,53,61
13.11,"james starks","RB","GB",154.7,23.4,3.1,15.12,58,60
13.11,"denard robinson","RB","JAX",154.8,15.5,10.12,15.12,91,61
13.12,"steven hauschka","PK","SEA",156.2,9.9,10.01,15.03,58,4
14.01,"rueben randle","WR","NYG",156.5,18.4,8.1,15.12,58,62
14.01,"marcus mariota","QB","TEN",156.7,18.1,10.01,15.11,44,22
14.01,"dan bailey","PK","DAL",156.8,11.5,9.03,15.03,40,5
14.01,"carolina defense","DEF","CAR",157,11.4,11.01,15.12,118,11
14.01,"james jones","WR","LV",157.2,21.5,8.01,15.11,36,63
14.01,"cody latimer","WR","DEN",157.4,16.6,10.11,15.12,32,64
14.03,"phillip dorsett","WR","IND",158.6,14.5,10.12,15.1,38,65
14.04,"mason crosby","PK","GB",160.2,8.4,11.1,15.04,57,6
14.04,"allen hurns","WR","JAX",160.3,13.7,11.12,15.12,40,66
14.07,"justin tucker","PK","BAL",163.3,6.6,12.07,15.11,59,7
14.08,"new england defense","DEF","NE",163.8,15.4,6.01,15.12,97,12
14.09,"green bay defense","DEF","GB",164.8,14.2,10.04,15.12,39,13
14.1,"baltimore defense","DEF","BAL",165.7,12.4,9.03,15.12,71,14
14.1,"matt prater","PK","DET",165.8,23.1,3.02,15.12,57,8
14.1,"sebastian janikowski","PK","LV",166.4,29.5,1.02,15.12,34,9
14.12,"minnesota defense","DEF","MIN",168.4,8.7,12.07,15.12,42,15
15.02,"matt bryant","PK","ATL",169.7,6.7,12.09,15.12,63,10
15.03,"brandon mcmanus","PK","DEN",171.4,6.6,12.11,15.12,62,11
15.06,"blair walsh","PK","MIN",173.7,5.6,13.08,15.12,49,12
