"Pick","Name","Pos","Team","Overall","Std..Dev","High","Low","Times.Drafted","Pos_ADP"
3.11,"jordy nelson","WR","GB",34.7,4.9,2.06,5.11,103,11
4.02,"ahmad bradshaw","RB","FA",37.7,5.5,3.01,4.12,100,19
4.02,"hakeem nicks","WR","NYG",37.9,4.4,3.01,5.04,107,12
4.03,"dez bryant","WR","DAL",39.5,4.6,2.07,5.03,81,13
4.04,"percy harvin","WR","SEA",40.4,4.2,3.02,5.02,89,14
4.05,"frank gore","RB","SF",41.3,6.7,2.12,6.07,106,20
4.06,"aaron hernandez","TE","NE",41.9,8.4,2.06,6.07,85,3
4.06,"willis mcgahee","RB","DEN",42.5,5.5,2.12,5.04,91,21
4.07,"antonio brown","WR","PIT",43.3,4.7,3.07,5.1,100,15
4.08,"michael vick","QB","PHI",44.5,11,1.05,6.09,119,7
4.1,"marques colston","WR","NO",45.5,4.7,3.11,6.01,88,16
4.1,"antonio gates","TE","LAC",45.6,4.8,3.01,5.08,69,4
4.11,"steve smith","WR","CAR",47.1,5.2,3.09,5.1,94,17
4.12,"eric decker","WR","DEN",48,6.5,3.07,7.11,121,18
5.02,"benjarvus green-ellis","RB","CIN",49.7,8.2,2.09,7.1,84,22
5.02,"eli manning","QB","NYG",49.9,11,1.11,7.03,112,8
5.02,"brandon lloyd","WR","FA",50,6.2,3.08,7.12,113,19
5.02,"reggie bush","RB","DET",50.3,7.6,3.11,8.04,110,23
5.03,"mike wallace","WR","MIA",51.2,6.1,3.04,6.06,141,20
5.05,"peyton manning","QB","DEN",52.8,13.3,1.08,7.1,85,9
5.07,"desean jackson","WR","PHI",55.2,5.5,4.01,7.03,93,21
5.08,"stevan ridley","RB","NE",56,7.9,4.03,8.12,92,24
5.08,"vernon davis","TE","SF",56.4,8.1,3.01,7.05,72,5
5.09,"cedric benson","RB","GB",57.2,7,4.03,6.11,88,25
5.1,"demaryius thomas","WR","DEN",58,6.2,4.06,7.1,90,22
6.02,"torrey smith","WR","BAL",61.8,7.9,4.12,9.12,94,23
6.02,"peyton hillis","RB","KC",62.4,6.6,4.09,7.04,73,26
6.03,"tony romo","QB","DAL",62.6,11.3,3.04,8.1,108,10
6.03,"jeremy maclin","WR","PHI",62.7,5.3,5.02,7.05,98,24
6.03,"jermichael finley","TE","GB",63.1,8.3,4.01,7.1,94,6
6.04,"dwayne bowe","WR","KC",63.7,8.1,3.03,9.09,108,25
6.06,"steve johnson","WR","None",66.3,7.1,5.01,9.06,96,26
6.08,"vincent jackson","WR","TB",67.8,10.4,1.01,10.12,101,27
6.08,"donald brown","RB","IND",67.9,8,5.03,9.11,80,27
6.1,"shonn greene","RB","TEN",69.7,7.8,4.07,8.06,85,28
6.11,"miles austin","WR","DAL",71.1,5.4,5.11,8.01,105,28
7.01,"reggie wayne","WR","IND",72.9,6.2,5.08,8.08,82,29
7.01,"philip rivers","QB","LAC",73.1,12.6,2.12,9.01,111,11
7.01,"brandon pettigrew","TE","DET",73.2,10,3.06,8.05,60,7
7.02,"david wilson","RB","NYG",73.9,10.6,3.12,10.03,82,29
7.03,"kevin smith","RB","DET",75,12,3.11,11.01,73,30
7.04,"pierre garcon","WR","WAS",75.6,7.1,5.04,8.05,92,30
7.04,"deangelo williams","RB","CAR",76.2,8.1,4.08,8.09,81,31
7.05,"kenny britt","WR","TEN",76.8,7,6.01,8.09,73,31
7.07,"jason witten","TE","DAL",79,11.9,4.1,10.08,60,8
7.08,"justin blackmon","WR","JAX",80.5,8.5,6.02,11.06,73,32
7.08,"ben tate","RB","HOU",80.5,7.5,6.01,8.12,75,32
7.09,"jay cutler","QB","CHI",80.8,15.2,3.02,9.09,108,12
7.1,"titus young","WR","DET",82,8.9,5.07,12.02,80,33
7.11,"ryan williams","RB","ARI",83.2,7.8,6.05,9.07,73,33
8.02,"isaac redman","RB","PIT",85.6,9.5,4.11,9.04,65,34
8.03,"beanie wells","RB","FA",87.2,11.4,2.12,9.08,81,35
8.04,"fred davis","TE","WAS",87.9,15.7,5.06,12.01,59,9
8.04,"mark ingram","RB","NO",88,9.7,4.06,9.05,75,36
8.05,"san francisco defense","DEF","SF",88.8,12.5,3.08,9.06,97,1
8.06,"anquan boldin","WR","SF",89.8,6.9,6.11,9.1,62,34
8.06,"tony gonzalez","TE","ATL",90.4,16.4,3.02,12.04,73,10
8.08,"malcom floyd","WR","LAC",92.1,10.4,6.08,13.1,71,35
8.09,"ben roethlisberger","QB","PIT",92.6,15.6,2.11,10.11,88,13
8.1,"michael bush","RB","CHI",94,11.4,7.01,14.03,60,37
8.11,"robert griffin iii","QB","WAS",94.9,18.9,1.01,10.1,105,14
8.11,"jonathan stewart","RB","CAR",95.1,11.8,7.04,11.02,48,38
8.11,"darrius heyward-bey","WR","IND",95.4,7.1,7.09,10.04,54,36
8.11,"lance moore","WR","NO",95.5,9,6.12,10.01,75,37
9.01,"roy helu","RB","WAS",97.3,7.1,7.1,10.08,45,39
9.03,"c.j. spiller","RB","None",98.6,13.8,6.1,15.12,66,40
9.05,"matt schaub","QB","HOU",100.9,12.9,5.08,11.02,78,15
9.06,"jacquizz rodgers","RB","ATL",101.6,14.6,7.01,15.1,52,41
9.06,"nate washington","WR","TEN",102.3,9.2,7.09,11.1,52,38
9.07,"toby gerhart","RB","MIN",103.3,16.4,2.12,14.01,60,42
9.08,"mikel leshoure","RB","DET",103.5,10.2,7.07,11.11,52,43
9.09,"danny amendola","WR","NE",105.1,14.1,7.11,15.11,50,39
9.1,"sidney rice","WR","SEA",105.8,11.9,5.1,11.04,63,40
9.11,"jacob tamme","TE","DEN",107,16.3,6.11,12.1,85,11
9.12,"greg olsen","TE","CAR",107.7,17.5,6.01,13.12,84,12
9.12,"andrew luck","QB","IND",108,16.6,2.09,11.06,75,16
10.03,"kendall wright","WR","TEN",111,10,7.11,12.06,46,41
10.03,"denarius moore","WR","LV",111.2,9.9,8.01,12.04,57,42
10.05,"robert meachem","WR","LAC",113.2,10.3,7.12,12.02,65,43
10.07,"michael crabtree","WR","SF",114.8,11.5,7.04,11.1,48,44
10.07,"joe flacco","QB","BAL",115.1,11.5,6.07,11.11,68,17
10.1,"baltimore defense","DEF","BAL",117.7,15,5.02,12.06,60,2
10.1,"rashard mendenhall","RB","ARI",118.2,15.2,7.1,13.1,117,44
10.1,"santonio holmes","WR","NYJ",118.3,14.7,6.06,13.04,43,45
10.11,"russell wilson","QB","SEA",119.5,12,7.03,12.05,67,18
11.01,"greg little","WR","CLE",121,12,6.01,12.07,44,46
11.02,"philadelphia defense","DEF","PHI",121.8,10.5,8.12,12.09,57,3
11.02,"legarrette blount","RB","TB",122,9.7,9.02,12.1,51,45
11.04,"jermaine gresham","TE","CIN",123.6,15.8,7.1,14.04,81,13
11.07,"randy moss","WR","SF",126.6,11.3,9.03,13.07,47,47
11.09,"david akers","PK","SF",129.1,20.8,1.1,13.09,93,1
12.02,"jared cook","TE","LAR",134,19.1,6.08,15.01,83,14
12.03,"sebastian janikowski","PK","LV",135,22.8,4.03,14.03,56,2
12.06,"daniel thomas","RB","MIA",137.5,15.5,8.03,14.09,53,46
12.06,"austin collie","WR","IND",137.7,14,8.02,15.01,50,48
12.08,"kyle rudolph","TE","MIN",140.3,18.5,8.02,14.12,75,15
12.08,"robert turbin","RB","SEA",140.3,26.8,2.08,15.07,44,47
12.09,"santana moss","WR","WAS",141.4,12.5,10.01,15.05,49,49
12.11,"stephen gostkowski","PK","NE",142.6,17.4,5.1,14.04,59,3
13.01,"alfred morris","RB","WAS",144.8,17.2,9.07,15.03,42,48
13.02,"ny giants defense","DEF","NYG",145.8,19.1,5.02,15.1,53,4
13.03,"jonathan dwyer","RB","PIT",146.9,19.1,9.12,15.09,62,49
13.03,"evan royster","RB","WAS",147.3,19.4,9.12,15.11,90,50
13.03,"jerome simpson","WR","MIN",147.4,15.9,8.11,15.07,42,50
13.05,"coby fleener","TE","IND",148.9,20.6,9.09,15.11,56,16
13.09,"ny jets defense","DEF","NYJ",152.8,14.3,9.06,15.11,63,5
13.11,"brent celek","TE","PHI",154.7,21.2,7.01,15.11,51,17
13.12,"laurent robinson","WR","JAX",156.1,12.3,11.08,15.09,41,51
14.01,"buffalo defense","DEF","BUF",156.8,13,9.01,15.11,62,6
134.6,"j.k. dobbins","RB","BAL",138,23.3,73,180,8,51
137.9,"corey davis","WR","TEN",57,12.9,104,174,7,52
138.2,"t.j. hockenson","TE","DET",251,20,86,180,5,18
139,"tyler higbee","TE","LAR",317,22.8,79,180,9,19
139.1,"damien harris","RB","NE",35,17.5,109,185,6,52
140.2,"parris campbell","WR","IND",51,15.7,111,178,7,53
140.8,"justin tucker","PK","BAL",560,14.4,103,162,8,4
141.2,"sam darnold","QB","NYJ",43,23,81,180,11,19
142,"chicago defense","DEF","CHI",112,13,108,178,11,7
142.4,"john ross","WR","CIN",112,16,100,180,9,54
144.1,"jamison crowder","WR","NYJ",108,14.5,106,180,11,55
144.7,"ben roethlisberger","QB","PIT",239,13.8,108,178,8,20
145.3,"harrison butker","PK","KC",478,11.7,114,181,10,5
146.6,"keshawn vaughn","RB","TB",49,23.8,84,180,13,53
150.2,"tarik cohen","RB","CHI",27,24.2,89,178,11,54
150.3,"green bay defense","DEF","GB",65,15.8,109,181,5,8
150.8,"ryan tannehill","QB","TEN",210,16.3,108,181,7,21
151.2,"henry ruggs","WR","LV",111,21.9,94,180,6,56
151.5,"allen lazard","WR","GB",35,24.3,97,180,5,57
151.7,"joe burrow","QB","CIN",26,34.1,63,180,9,22
152.1,"greg zuerlein","PK","DAL",154,13,118,180,10,6
152.2,"justin jefferson","WR","MIN",19,19.2,120,180,7,58
152.7,"chase edmonds","RB","ARI",203,17,108,180,8,55
152.9,"nyheim hines","RB","IND",77,15,120,180,7,56
153.6,"baltimore defense","DEF","BAL",447,17,109,180,8,9
154.1,"lamar miller","RB","HOU",53,15.3,120,179,8,57
154.5,"eric ebron","TE","PIT",119,23.5,93,181,8,20
154.7,"josh gordon","WR","SEA",60,18.8,109,180,6,59
154.8,"philip rivers","QB","IND",192,17.3,109,189,7,23
155.3,"drew lock","QB","DEN",128,19.5,104,180,8,24
155.4,"desean jackson","WR","PHI",173,14.8,117,180,9,60
156.1,"jack doyle","TE","IND",92,17.5,110,180,7,21
156.1,"zach pascal","WR","IND",19,22.8,96,181,7,61
156.7,"jonnu smith","TE","TEN",63,22.7,97,180,7,22
157.2,"arizona defense","DEF","ARI",47,8.6,137,177,8,10
157.9,"will dissly","TE","SEA",225,16.2,115,180,6,23
158,"larry fitzgerald","WR","ARI",169,17.9,111,180,8,62
158.6,"justin jackson","RB","LAC",104,18.7,110,180,10,58
159.7,"wil lutz","PK","NO",139,8.2,138,180,6,7
159.9,"miles boykin","WR","BAL",32,19.2,110,181,8,63
160,"jaylen samuels","RB","PIT",57,17.6,114,180,8,59
160.2,"darwin thompson","RB","KC",24,16.2,117,180,10,60
160.6,"adrian peterson","RB","WAS",95,15.8,119,180,8,61
161.1,"benny snell jr.","RB","PIT",30,12.5,136,179,8,62
161.2,"hayden hurst","TE","BAL",152,17.9,114,180,8,24
161.5,"randall cobb","WR","HOU",26,18.5,113,180,8,64
161.7,"la chargers defense","DEF","LAC",107,12.5,129,182,10,11
161.7,"josh reynolds","WR","LAR",18,14.4,135,180,9,65
161.8,"dallas defense","DEF","DAL",58,11.8,136,179,10,12
162.1,"gus edwards","RB","BAL",50,16.2,121,180,8,63
163.1,"breshad perriman","WR","NYJ",40,18.6,121,192,11,66
163.7,"robbie gould","PK","SF",79,9,140,180,11,8
163.8,"kenny stills","WR","HOU",132,15.5,123,181,8,67
164.3,"ito smith","RB","ATL",18,13.7,137,180,10,64
164.3,"matt prater","PK","DET",31,10.1,138,177,5,9
166,"tampa bay defense","DEF","TB",48,11.9,134,180,13,13
166.5,"steven hauschka","PK","BUF",22,7.7,146,180,11,10
166.8,"denver defense","DEF","DEN",93,9.6,141,180,8,14
167.1,"dan bailey","PK","MIN",42,6.1,159,180,7,11
167.6,"kansas city defense","DEF","KC",68,11.7,137,180,10,15
169,"kaimi fairbairn","PK","HOU",73,6.2,152,180,8,12
169.8,"malcolm brown","RB","LAR",23,9,149,179,9,65
170,"minnesota defense","DEF","MIN",25,10.3,148,180,7,16
171.5,"zane gonzalez","PK","ARI",60,5.3,161,180,8,13
172.1,"younghoe koo","PK","ATL",56,5.3,161,180,10,14
172.5,"mason crosby","PK","GB",51,6.7,155,180,5,15
172.8,"jason myers","PK","SEA",35,3.9,164,180,6,16
