#,Pick,Name,Pos,Team,Overall,Std. Dev,High,Low,Times Drafted
74,7.01,Fred Jackson,RB,None,73.2,11.6,3.02,8.07,70
75,7.03,Marshawn Lynch,RB,SEA,74.6,6.8,5.12,8.09,59
76,7.03,Reggie Bush,RB,MIA,74.7,9.1,5.07,9.06,94
77,7.04,Tony Gonzalez,TE,ATL,76.4,15,3.01,10.11,35
78,7.06,Matthew Stafford,QB,DET,78.1,11.3,5.07,9.1,114
79,7.06,Mike Tolbert,RB,LAC,78.3,8.9,4.11,9.05,53
80,7.06,Austin Collie,WR,IND,78.3,9.7,5.05,8.1,37
81,7.09,Joseph Addai,RB,IND,80.6,8.4,5.11,9.01,59
82,7.1,Malcom Floyd,WR,LAC,81.8,10.8,5.06,9.11,77
83,7.11,Sidney Rice,WR,SEA,82.7,9.6,6.06,9.09,43
84,7.12,Daniel Thomas,RB,MIA,84.5,11.6,5.09,10.1,33
85,8.01,Mike Sims-Walker,WR,FA,85.3,10.5,5.1,10.01,96
86,8.01,Pittsburgh Defense,DEF,PIT,85.5,8.2,5.08,9.04,116
87,8.02,Santana Moss,WR,WAS,85.6,9.3,6.07,9.11,104
88,8.03,Marcedes Lewis,TE,JAX,87,15.8,6.09,12.02,37
89,8.04,Brandon Jacobs,RB,NYG,88.2,9.2,6.02,9.08,86
90,8.06,James Starks,RB,GB,90.4,11.5,6.04,11.04,76
91,8.07,Green Bay Defense,DEF,GB,91,9.3,5.03,9.07,66
92,8.08,Josh Freeman,QB,TB,91.7,15.7,1.01,10.1,84
93,8.09,Pierre Garcon,WR,IND,92.9,11,6.05,11.03,27
94,8.1,Jonathan Stewart,RB,CAR,93.5,11.9,5.02,10.03,38
95,8.1,Philadelphia Defense,DEF,PHI,94.2,15.1,3.04,10.01,37
96,8.11,Steve Smith,WR,CAR,94.6,11.4,6.1,11.01,72
97,8.12,NY Jets Defense,DEF,NYJ,95.7,8.6,6.08,9.1,23
98,9.02,Eli Manning,QB,NYG,97.9,22.6,1.01,11.08,58
99,9.02,Rob Gronkowski,TE,NE,98.1,21,6.09,13.01,75
100,9.02,A.J. Green,WR,CIN,98.1,9.3,7.03,10.09,65
101,9.03,Sam Bradford,QB,LAR,98.8,12.9,6.06,11.01,87
102,9.03,LaDainian Tomlinson,RB,NYJ,99.2,17.7,5.01,12.05,26
103,9.04,Hines Ward,WR,PIT,100,11.4,6.12,11.02,43
104,9.05,Danny Amendola,WR,LAR,100.9,12.9,6.11,13.01,102
105,9.06,Pierre Thomas,RB,NO,102.1,13.5,6.01,11.01,54
106,9.06,Baltimore Defense,DEF,BAL,102.2,7.7,7.02,10.06,29
107,9.09,Johnny Knox,WR,CHI,104.9,12.1,7.1,11.11,46
108,9.09,Mike Thomas,WR,JAX,104.9,10.8,7.1,11.05,56
109,9.09,Michael Bush,RB,LV,105.1,12.6,7.02,11.12,57
110,9.11,Ben Tate,RB,HOU,106.6,11,7.12,11.05,62
111,10.01,Michael Crabtree,WR,SF,108.6,13.3,7.03,11.07,33
112,10.01,New England Defense,DEF,NE,108.9,7.9,9.04,11.09,19
113,10.01,Lee Evans,WR,BAL,109.2,14.4,7.01,12.09,94
114,10.01,Braylon Edwards,WR,SF,109.2,14.7,6.08,12.07,48
115,10.01,Willis McGahee,RB,DEN,109.3,14.1,6.11,12.11,71
116,10.03,Kevin Kolb,QB,ARI,110.9,12.9,7.06,12.04,71
117,10.04,Joe Flacco,QB,BAL,112.1,14.4,5.03,12.03,67
118,10.04,Nate Burleson,WR,DET,112.4,12.5,7.06,11.12,58
119,10.05,Kellen Winslow,TE,TB,113,21.8,7.01,13.1,128
120,10.06,Lance Moore,WR,NO,114.3,12.4,8.01,12.06,66
121,10.07,Chicago Defense,DEF,CHI,114.8,10.3,7.04,11.09,37
122,10.08,Jacoby Ford,WR,LV,115.9,15.4,6.1,14.07,64
123,10.1,C.J. Spiller,RB,None,118.3,14.7,8.07,14.02,61
124,10.11,Detroit Defense,DEF,DET,118.5,19.9,2.1,13.09,35
125,11.01,Zach Miller,TE,SEA,121.4,18.4,6.1,14.06,35
126,11.02,Jordy Nelson,WR,GB,121.9,12,7.12,12.09,29
127,11.02,Roy Williams,WR,CHI,122.3,13.7,7.06,14.03,29
128,11.03,Darren Sproles,RB,NO,123.2,17.1,8.06,13.12,32
129,11.03,Donald Driver,WR,GB,123.4,23.3,5.08,13.05,27
130,11.06,Jay Cutler,QB,CHI,126,8.7,10.01,13.03,52
131,11.06,Aaron Hernandez,TE,NE,126.2,18.5,7.01,14.12,102
132,11.06,Antonio Brown,WR,PIT,126.3,10.9,8.1,13.02,58
133,11.08,Matt Cassel,QB,KC,128,17.2,7.11,13.02,20
134,11.08,Brandon Pettigrew,TE,DET,128.1,17.2,8.07,14.09,96
135,11.1,Kyle Orton,QB,DEN,129.9,9.9,10.04,14.05,27
136,11.11,NY Giants Defense,DEF,NYG,131.2,22.5,7.02,14.11,21
137,12.01,Roy Helu,RB,WAS,132.9,18.7,8.03,15.12,27
138,12.01,Danny Woodhead,RB,NE,132.9,15.8,8.1,14.06,59
139,12.03,New Orleans Defense,DEF,NO,135.3,13.9,9.09,15.01,44
140,12.04,Robert Meachem,WR,NO,135.6,9.3,10.08,14.05,51
141,12.04,Greg Little,WR,CLE,136.3,13.9,7.03,15.01,47
142,12.04,Thomas Jones,RB,KC,136.4,13.5,8.07,14.07,56
143,12.05,Ryan Torain,RB,WAS,137.2,12.9,10.01,14.11,23
144,12.05,Donovan McNabb,QB,MIN,137.4,9.6,10.05,13.08,19
145,12.06,Visanthe Shiancoe,TE,MIN,137.9,27.7,6.04,15.02,23
146,12.06,Marion Barber,RB,CHI,138.2,14.3,9.03,14.1,57
147,12.07,Brent Celek,TE,PHI,139,25,5.04,14.12,27
148,12.07,Colt McCoy,QB,CLE,139.2,26.3,4.11,14.01,16
149,12.07,Ronnie Brown,RB,DET,139.4,15.3,8.09,15.01,61
150,12.08,Montario Hardesty,RB,CLE,139.6,19.3,7.05,14.12,40
151,12.08,Steve Smith,WR,PHI,139.6,17,9.04,14.08,17
152,12.09,Bernard Berrian,WR,MIN,140.8,14.6,10.02,15.03,20
153,12.12,Deion Branch,WR,NE,144,9.6,11.05,14.07,30
154,13.01,Greg Olsen,TE,CAR,144.6,15.7,8.06,14.1,48
155,13.01,Mark Sanchez,QB,NYJ,144.7,13.9,8.1,15.03,31
156,13.01,Steve Breaston,WR,KC,144.9,11,11.02,14.12,22
157,13.03,Emmanuel Sanders,WR,PIT,146.6,16.3,9.07,15.07,26
158,13.05,Nate Kaeding,PK,LAC,149.1,23.1,3.01,15.11,134
159,13.05,DeMarco Murray,RB,DAL,149.3,17.1,10.11,15.09,23
160,13.06,LA Chargers Defense,DEF,LAC,149.6,14.2,9.04,15.1,102
161,13.06,Javon Ringer,RB,TEN,150.4,17.1,10.09,15.07,37
162,13.07,James Jones,WR,GB,150.5,20.5,7.04,15.08,26
163,13.07,Jared Cook,TE,TEN,150.8,15.7,11.01,15.12,20
164,13.07,Stevan Ridley,RB,NE,151,14.7,10.09,15.06,17
165,13.09,Ryan Fitzpatrick,QB,None,152.7,17.6,9.04,15.12,45
166,13.09,Dustin Keller,TE,NYJ,152.7,25.6,6.11,15.12,31
167,13.1,Cam Newton,QB,CAR,153.6,29.8,3.03,15.11,28
168,13.1,Chris Cooley,TE,WAS,153.6,28.5,7.05,15.12,21
169,13.1,Lance Kendricks,TE,LAR,154.1,19.5,9.02,15.12,30
170,13.1,Sebastian Janikowski,PK,LV,154.3,19,9.01,15.1,66
171,13.11,Delone Carter,RB,IND,154.8,16.5,10.07,15.11,20
172,13.11,Devin Hester,WR,CHI,155.1,16.3,10.1,15.07,22
173,14.03,Jerome Harrison,RB,PHI,159.2,13.4,10.08,15.11,22
174,14.04,Mason Crosby,PK,GB,160,24.3,2.02,15.12,62
175,14.05,Dexter McCluster,WR,KC,160.7,11.8,11.11,15.1,18
176,14.05,Dallas Defense,DEF,DAL,161.1,10.8,12.04,15.12,45
177,14.05,Ricky Williams,RB,BAL,161.4,16.3,10.01,15.11,34
178,14.07,Stephen Gostkowski,PK,NE,163.4,25.7,1.11,15.12,44
179,14.08,Alex Henery,PK,PHI,164.3,27.6,4.09,15.12,23
180,14.1,Neil Rackers,PK,HOU,166.2,12.6,11.01,15.12,41
181,14.11,San Francisco Defense,DEF,SF,166.8,10.8,12.04,15.11,19
182,15.01,Minnesota Defense,DEF,MIN,169.3,10.8,12.11,15.12,19
183,15.02,Matt Bryant,PK,ATL,170.2,18.3,6.1,15.12,37
14.04,159.7,Wil Lutz,PK,NO,139,8.2,138,180,6
14.04,159.9,Miles Boykin,WR,BAL,32,19.2,110,181,8
14.04,160,Jaylen Samuels,RB,PIT,57,17.6,114,180,8
14.04,160.2,Darwin Thompson,RB,KC,24,16.2,117,180,10
14.05,160.6,Adrian Peterson,RB,WAS,95,15.8,119,180,8
14.05,161.1,Benny Snell Jr.,RB,PIT,30,12.5,136,179,8
14.05,161.2,Hayden Hurst,TE,BAL,152,17.9,114,180,8
14.06,161.5,Randall Cobb,WR,HOU,26,18.5,113,180,8
14.06,161.7,LA Chargers Defense,DEF,LAC,107,12.5,129,182,10
14.06,161.7,Josh Reynolds,WR,LAR,18,14.4,135,180,9
14.06,161.8,Dallas Defense,DEF,DAL,58,11.8,136,179,10
14.06,162.1,Gus Edwards,RB,BAL,50,16.2,121,180,8
14.07,163.1,Breshad Perriman,WR,NYJ,40,18.6,121,192,11
14.08,163.7,Robbie Gould,PK,SF,79,9,140,180,11
14.08,163.8,Kenny Stills,WR,HOU,132,15.5,123,181,8
14.08,164.3,Ito Smith,RB,ATL,18,13.7,137,180,10
14.08,164.3,Matt Prater,PK,DET,31,10.1,138,177,5
14.1,166,Tampa Bay Defense,DEF,TB,48,11.9,134,180,13
14.1,166.5,Steven Hauschka,PK,BUF,22,7.7,146,180,11
14.11,166.8,Denver Defense,DEF,DEN,93,9.6,141,180,8
14.11,167.1,Dan Bailey,PK,MIN,42,6.1,159,180,7
14.12,167.6,Kansas City Defense,DEF,KC,68,11.7,137,180,10
15.01,169,Kaimi Fairbairn,PK,HOU,73,6.2,152,180,8
15.02,169.8,Malcolm Brown,RB,LAR,23,9,149,179,9
15.02,170,Minnesota Defense,DEF,MIN,25,10.3,148,180,7
15.04,171.5,Zane Gonzalez,PK,ARI,60,5.3,161,180,8
15.04,172.1,Younghoe Koo,PK,ATL,56,5.3,161,180,10
15.04,172.5,Mason Crosby,PK,GB,51,6.7,155,180,5
15.05,172.8,Jason Myers,PK,SEA,35,3.9,164,180,6
