"Pick","Name","Pos","Team","Overall","Std..Dev","High","Low","Times.Drafted","Pos_ADP"
5.08,"hakeem nicks","WR","IND",55.6,5.9,4.05,8.04,349,21
5.08,"vernon davis","TE","SF",56.2,7.9,3.04,7.04,206,3
5.09,"antonio brown","WR","PIT",56.8,5.9,2.12,7.04,345,22
5.1,"desean jackson","WR","WAS",58.5,6.5,3.1,7.05,325,23
5.11,"jason witten","TE","DAL",58.6,7.4,4.01,7.05,249,4
5.12,"deangelo williams","RB","CAR",60.2,9.1,2.11,8.05,324,29
6.01,"colin kaepernick","QB","SF",60.9,11.4,2.03,9.04,315,7
6.03,"eric decker","WR","NYJ",62.9,7.5,3.09,8.02,364,24
6.03,"t.y. hilton","WR","IND",63.3,6.7,3.12,8.11,312,25
6.06,"shane vereen","RB","NE",65.8,7.9,4.05,8.09,327,30
6.06,"tony gonzalez","TE","ATL",66.2,8.4,3.04,7.11,246,5
6.07,"matthew stafford","QB","DET",66.7,8.6,3.02,9.03,358,8
6.08,"mike wallace","WR","MIA",67.6,6.8,4.03,8.1,330,26
6.08,"chris ivory","RB","NYJ",68.4,9.3,4.02,9.05,307,31
6.09,"steve smith","WR","BAL",68.8,6.6,4.11,8.04,341,27
6.11,"andrew luck","QB","IND",71.4,10.9,2.03,9.04,374,9
6.12,"james jones","WR","LV",71.5,7.7,4.11,8.09,320,28
6.12,"rashard mendenhall","RB","ARI",72.2,8.8,3.11,9.01,368,32
7.03,"robert griffin iii","QB","WAS",74.8,10.8,3.05,9.06,373,10
7.03,"kenbrell thompkins","WR","NE",75,8.3,4.03,9.03,295,29
7.04,"jermichael finley","TE","GB",75.7,7.1,5.07,9.02,227,6
7.05,"ben tate","RB","CLE",77.1,8.3,3.1,9.02,320,33
7.05,"cecil shorts","WR","JAX",77.5,8,5.02,10.01,290,30
7.07,"miles austin","WR","FA",78.7,8.5,4.02,9.06,322,31
7.07,"leveon bell","RB","PIT",78.8,10.5,3.07,10.03,404,34
7.08,"tony romo","QB","DAL",79.7,10.2,4.07,10.01,338,11
7.11,"tavon austin","WR","LAR",82.8,9.4,3.07,9.09,309,32
7.11,"mark ingram","RB","NO",82.8,8.9,5.08,9.06,238,35
7.11,"anquan boldin","WR","SF",83.4,9.2,5.06,9.09,319,33
8.01,"russell wilson","QB","SEA",85.5,10.4,4.12,10.02,349,12
8.02,"jordan cameron","TE","CLE",85.6,10.6,6.04,11.01,162,7
8.02,"benjarvus green-ellis","RB","CIN",85.7,10.5,3.11,9.1,256,36
8.02,"josh gordon","WR","CLE",86.1,8.5,6.03,10.03,319,34
8.05,"antonio gates","TE","LAC",88.9,13.7,5.01,12.04,162,8
8.06,"greg jennings","WR","MIN",89.5,9.8,2.07,10.02,285,35
8.06,"seattle defense","DEF","SEA",89.9,10.7,1.09,9.12,320,1
8.08,"golden tate","WR","DET",91.6,10.3,1.04,10.1,288,36
8.09,"chris givens","WR","LAR",92.5,8.4,6.03,10.1,282,37
8.11,"jared cook","TE","LAR",95.5,13.2,6.09,12.07,189,9
8.12,"steve johnson","WR","None",95.6,8.5,6.06,11.12,290,38
8.12,"fred jackson","RB","None",95.7,9.1,6.11,13.11,169,37
8.12,"san francisco defense","DEF","SF",95.9,10.7,2.02,10.07,203,2
9.02,"mike williams","WR","None",98.2,8.8,6.1,10.11,234,39
9.03,"bryce brown","RB","PHI",98.6,13.4,2.12,15.02,181,38
9.03,"michael vick","QB","NYJ",99,10.9,2.08,11.03,286,13
9.04,"knowshon moreno","RB","MIA",99.8,10.7,6.03,11.08,133,39
9.05,"greg olsen","TE","CAR",100.9,13.9,6.04,12.1,239,10
9.06,"kenny britt","WR","LAR",101.9,9.2,6.08,11.06,214,40
9.07,"bernard pierce","RB","BAL",102.8,10.9,5.05,12.05,175,40
9.07,"ronnie hillman","RB","DEN",102.9,13.7,5.12,13.04,226,41
9.07,"lance moore","WR","PIT",103.4,8.7,7.03,12.08,223,41
9.09,"chicago defense","DEF","CHI",105.4,8.9,6.01,11.04,173,3
9.1,"deandre hopkins","WR","HOU",105.9,9.9,5.1,11.12,201,42
9.1,"houston defense","DEF","HOU",106.4,10,4.09,11.07,183,4
9.12,"eli manning","QB","NYG",108.5,11.9,5.01,12.02,238,14
10.01,"kyle rudolph","TE","MIN",109.2,16.8,4.07,14.06,256,11
10.04,"danny woodhead","RB","LAC",111.7,11.4,7.01,13.04,150,42
10.04,"michael floyd","WR","ARI",112.3,9.7,7.08,12.02,214,43
10.04,"justin blackmon","WR","JAX",112.4,8.6,8.01,12.09,219,44
10.05,"jonathan dwyer","RB","ARI",112.6,17,7.08,14.09,41,43
10.07,"pierre thomas","RB","NO",114.8,12.9,7.06,13.03,173,44
10.07,"cincinnati defense","DEF","CIN",115.2,7.9,8.09,12.05,161,5
10.08,"vincent brown","WR","LAC",115.8,8.9,8.06,12.1,220,45
10.08,"emmanuel sanders","WR","DEN",116.3,9.6,8.01,12.08,191,46
10.09,"zach sudfeld","TE","NE",117,15.1,5.05,14.07,313,12
10.1,"alshon jeffery","WR","CHI",118.1,9.4,8.03,13.09,232,47
10.12,"andy dalton","QB","CIN",119.6,9.9,7.01,12.09,191,15
10.12,"vick ballard","RB","IND",120.4,14.6,6.01,13.06,178,45
11.01,"denver defense","DEF","DEN",120.6,9.7,7.01,13.04,105,6
11.01,"sidney rice","WR","SEA",120.8,10.9,8.07,13.07,156,48
11.01,"isaac redman","RB","PIT",121.3,18.4,2.08,15.04,299,46
11.03,"new england defense","DEF","NE",122.6,12,4.12,13.06,113,7
11.05,"owen daniels","TE","BAL",124.7,17.5,6.1,15.01,315,13
11.05,"michael bush","RB","FA",124.8,13.7,7.11,13.08,158,47
11.06,"jay cutler","QB","CHI",125.8,11.9,7.07,13.06,131,16
11.07,"carson palmer","QB","ARI",126.5,12.9,6.09,13.05,113,17
11.07,"cordarrelle patterson","WR","MIN",126.7,11.9,5.06,14.09,139,49
11.08,"christine michael","RB","SEA",128.4,13.5,5.12,14.07,211,48
11.09,"rueben randle","WR","NYG",129.1,9.8,9.04,14.11,154,50
11.1,"jacquizz rodgers","RB","ATL",129.6,13.9,7.08,15.1,191,49
11.12,"ben roethlisberger","QB","PIT",132,11.4,9.08,14.11,135,18
12.01,"darrius heyward-bey","WR","PIT",133.2,11.7,9.06,15.11,146,51
12.01,"percy harvin","WR","SEA",133.5,16.8,8.08,15.01,117,52
12.02,"ryan broyles","WR","DET",134.2,12.7,9.01,14.09,101,53
12.02,"andre brown","RB","HOU",134.3,24.1,1.06,15.08,120,50
12.03,"baltimore defense","DEF","BAL",134.7,18.4,1.1,15.12,150,8
12.04,"joique bell","RB","DET",135.7,14.9,7.02,15.04,259,51
12.06,"stephen gostkowski","PK","NE",137.8,17.4,4.07,14.06,270,1
12.07,"matt schaub","QB","LV",138.6,11.9,8.07,14.12,129,19
12.07,"bilal powell","RB","NYJ",138.6,18.4,7.1,15.09,158,52
12.07,"joe flacco","QB","BAL",139.2,18.6,4.12,15.11,137,20
12.07,"brandon myers","TE","TB",139.4,19.1,7.05,15.1,287,14
12.1,"brian hartline","WR","MIA",142.1,10.9,10.08,15.03,133,54
12.1,"roy helu","RB","WAS",142.4,15.5,7.09,15.1,214,53
12.12,"fred davis","TE","FA",144.2,20.3,8.07,15.11,263,15
13.01,"denarius moore","WR","LV",144.5,14.1,8.11,15.11,102,55
13.01,"la rams defense","DEF","LAR",144.8,15,9.12,15.1,143,9
13.01,"sam bradford","QB","LAR",145.4,12.7,9.02,15.09,139,21
13.02,"blair walsh","PK","MIN",145.6,15.1,7.06,14.06,144,2
13.02,"sebastian janikowski","PK","LV",146,35.8,1.01,15.09,52,3
13.05,"matt bryant","PK","ATL",148.6,19,2.03,14.09,116,4
13.05,"brandon pettigrew","TE","DET",148.6,23.5,6.08,15.11,92,16
13.05,"aaron dobson","WR","NE",148.8,14.6,9.12,15.09,105,56
13.06,"pittsburgh defense","DEF","PIT",149.6,18.3,4.04,15.12,115,10
13.06,"matt prater","PK","DEN",149.9,17.5,5.04,14.11,112,5
13.07,"mohamed sanu","WR","CIN",150.7,14.7,10.1,15.11,124,57
13.07,"felix jones","RB","PIT",151,23.2,8.1,15.12,52,54
13.08,"tyler eifert","TE","CIN",152.1,20.3,6.12,15.11,135,17
13.09,"martellus bennett","TE","CHI",152.8,19.8,8.11,15.12,150,18
13.1,"kendall hunter","RB","SF",153.7,15.8,9.02,15.1,185,55
13.1,"phil dawson","PK","SF",153.8,10.4,10.05,15.03,97,6
13.1,"shonn greene","RB","TEN",153.8,17.6,8.05,15.12,107,56
13.11,"jacoby jones","WR","BAL",154.6,17.3,6.09,15.12,115,58
13.12,"isaiah pead","RB","LAR",155.7,19.6,9.01,15.12,96,57
13.12,"alex smith","QB","KC",156.3,14.2,9.01,15.12,89,22
14.01,"lamichael james","RB","SF",156.7,20.7,7.04,15.12,49,58
14.01,"arizona defense","DEF","ARI",157,14.4,10.08,15.11,137,11
14.02,"green bay defense","DEF","GB",157.5,15.4,9.06,15.12,134,12
14.02,"ej manuel","QB","None",157.6,24,1.02,15.12,75,23
14.02,"malcom floyd","WR","LAC",158.3,13.8,10.08,15.12,85,59
14.02,"markus wheaton","WR","PIT",158.5,12.1,10.12,15.12,66,60
14.03,"kendall wright","WR","TEN",159.1,18.6,9.02,15.12,48,61
14.04,"daniel thomas","RB","MIA",159.5,16.5,10.03,15.12,63,59
14.04,"michael crabtree","WR","SF",159.6,18.5,7.08,15.11,42,62
14.04,"philip rivers","QB","LAC",159.7,13.4,11.07,15.12,63,24
14.04,"josh freeman","QB","NYG",160,12.3,10.12,15.12,101,25
14.05,"julian edelman","WR","NE",161.5,13.2,11.08,15.12,71,63
14.08,"andre roberts","WR","WAS",163.5,11.8,12.05,15.12,44,64
14.08,"cleveland defense","DEF","CLE",164.5,10.2,11.1,15.12,61,13
14.09,"tampa bay defense","DEF","TB",164.5,11.4,12.01,15.12,131,14
14.09,"greg zuerlein","PK","LAR",164.6,7.6,12.04,15.12,90,7
14.11,"garrett hartley","PK","NO",166.8,8.3,11.1,15.12,116,8
14.11,"david akers","PK","DET",167.5,19.2,1.09,15.12,98,9
14.12,"randy bullock","PK","HOU",167.7,17.8,1.02,15.12,106,10
14.12,"mason crosby","PK","GB",167.7,19.6,5.01,15.12,49,11
15.01,"justin tucker","PK","BAL",168.6,7.7,12.04,15.12,105,12
15.03,"dan bailey","PK","DAL",170.7,7.2,11.01,15.12,102,13
15.03,"robbie gould","PK","CHI",171.1,8.6,11.08,15.12,50,14
