"Name","Pos","Age","Games","Pass_Comp","Pass_Att","Pass_Yards","Pass_TD","Pass_INT","Rush_Att","Rush_Yards","Rush_TD","Rec_Tgt","Rec_Comp","Rec_Yards","Rec_TD","Fum_Lost","2PT_Made","2PT_Pass","Fan_Pts","VBD","Pos_Rk"
"heath miller","TE","30","15","0","0","0","0","0","0","0","0","101","71","816","8","0","1","","132","36","4"
"steven jackson","RB","29","16","0","0","0","0","0","258","1045","4","53","38","321","0","0","1","","163","32","16"
"tony romo","QB","32","16","425","648","4903","28","19","30","49","1","1","1","-1","0","3","1","1","279","28","8"
"russell wilson","QB","24","16","252","393","3118","26","10","94","489","4","0","0","0","0","3","","1","278","27","9"
"michael turner","RB","30","16","0","0","0","0","0","222","800","10","30","19","128","1","1","","","157","26","17"
"jason witten","TE","30","16","0","0","0","0","0","0","0","0","147","110","1039","3","0","","","122","26","5"
"andrew luck","QB","23","16","339","627","4374","23","18","62","255","5","0","0","0","0","5","","","276","26","10"
"ahmad bradshaw","RB","26","14","0","0","0","0","0","221","1015","6","31","23","245","0","3","","","156","26","18"
"matthew stafford","QB","24","16","435","727","4967","20","17","35","126","4","1","1","3","0","4","","1","276","25","11"
"randall cobb","RB","22","15","0","0","0","0","0","10","132","0","104","80","954","8","1","","","155","24","19"
"steve smith","WR","33","16","0","0","0","0","0","3","27","0","137","73","1174","4","1","","","142","24","18"
"lance moore","WR","29","15","0","0","0","0","0","0","0","0","104","65","1041","6","0","","","140","22","19"
"benjarvus green-ellis","RB","27","15","0","0","0","0","0","278","1094","6","30","22","104","0","2","","","152","21","20"
"steve johnson","WR","26","16","0","0","0","0","0","0","0","0","148","79","1046","6","1","","","139","20","20"
"cecil shorts","WR","25","14","0","0","0","0","0","1","-4","0","105","55","979","7","1","","","138","19","21"
"mikel leshoure","RB","22","14","0","0","0","0","0","215","798","9","49","34","214","0","3","","","149","19","21"
"greg olsen","TE","27","16","0","0","0","0","0","0","0","0","104","69","843","5","0","","","114","19","6"
"torrey smith","WR","23","16","0","0","0","0","0","3","9","0","110","49","855","8","0","","","134","16","22"
"lesean mccoy","RB","24","12","0","0","0","0","0","200","840","2","67","54","373","3","3","","","145","15","22"
"dennis pitta","TE","27","16","0","0","0","0","0","0","0","0","94","61","669","7","0","","","109","13","7"
"t.y. hilton","WR","23","15","0","1","0","0","0","5","29","0","90","50","861","7","0","","","131","13","23"
"mike wallace","WR","26","15","0","0","0","0","0","5","7","0","119","64","836","8","1","","","130","12","24"
"owen daniels","TE","30","15","0","0","0","0","0","0","0","0","104","62","716","6","0","","","108","12","8"
"darren sproles","RB","29","13","0","0","0","0","0","48","244","1","104","75","667","7","0","1","","141","11","23"
"miles austin","WR","28","16","0","0","0","0","0","0","0","0","119","66","943","6","1","","","128","10","25"
"kyle rudolph","TE","23","16","0","0","0","0","0","0","0","0","93","53","493","9","0","1","","105","10","9"
"brandon myers","TE","27","16","0","0","0","0","0","0","0","0","105","79","806","4","0","","","105","9","10"
"jeremy maclin","WR","24","15","0","0","0","0","0","0","0","0","122","69","857","7","1","","","126","7","26"
"jermaine gresham","TE","24","16","0","0","0","0","0","0","0","0","94","64","737","5","1","","","102","6","11"
"justin blackmon","WR","22","16","0","0","0","0","0","2","23","0","132","64","865","5","0","1","","121","2","27"
"jordy nelson","WR","27","12","0","0","0","0","0","0","0","0","73","49","745","7","0","1","","119","","28"
"andy dalton","QB","25","16","329","528","3669","27","16","47","120","4","0","0","0","0","4","","","251","","12"
"tyler clutts","","28","16","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","7"
"deangelo williams","RB","29","16","0","0","0","0","0","173","737","5","20","13","187","2","2","","","130","","24"
"antonio gates","TE","32","15","0","0","0","0","0","0","0","0","80","49","538","7","0","","","96","","12"
"richie brockel","","26","16","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","2"
"josh freeman","QB","24","16","306","558","4065","27","17","39","139","0","0","0","0","0","2","","1","249","","13"
"joe flacco","QB","27","16","317","531","3817","22","10","32","22","3","0","0","0","0","4","","1","235","","14"
"eli manning","QB","31","16","321","536","3948","26","15","20","30","0","0","0","0","0","1","","","233","","15"
"sam bradford","QB","25","16","328","551","3702","21","13","36","124","1","0","0","0","0","1","","4","230","","16"
"matt schaub","QB","31","16","350","544","4008","22","12","21","-9","0","1","1","-6","0","0","","1","225","","17"
"carson palmer","QB","33","15","345","565","4018","22","14","18","36","1","0","0","0","0","5","","2","224","","18"
"ben roethlisberger","QB","30","13","284","449","3265","26","8","26","92","0","0","0","0","0","3","","1","224","","19"
"ryan fitzpatrick","QB","30","16","306","505","3400","24","16","48","197","1","0","0","0","0","6","","","214","","20"
"philip rivers","QB","31","16","338","527","3606","26","15","27","40","0","1","0","0","0","7","","","208","","21"
"christian ponder","QB","24","16","300","483","2935","18","12","60","253","2","1","1","-15","0","5","","1","193","","22"
"jay cutler","QB","29","15","255","434","3033","19","14","41","233","0","0","0","0","0","4","","","185","","23"
"ryan tannehill","QB","24","16","282","484","3294","12","13","49","211","2","0","0","0","0","4","","2","183","","24"
"colin kaepernick","QB","25","13","136","218","1814","10","3","63","415","5","0","0","0","0","2","","","174","","25"
"brandon weeden","QB","29","15","297","517","3385","14","17","27","111","0","1","0","-9","0","1","","","166","","26"
"michael vick","QB","32","10","204","351","2362","12","10","62","332","1","0","0","0","0","5","","","152","","27"
"jake locker","QB","24","11","177","314","2176","10","11","41","291","1","1","0","0","0","4","","","132","","28"
"alex smith","QB","28","10","153","218","1737","13","5","31","132","0","0","0","0","0","1","","","123","","29"
"anquan boldin","WR","32","15","0","0","0","0","0","1","3","0","112","65","921","4","0","1","","118","","29"
"sidney rice","WR","26","16","1","2","25","0","0","2","6","0","82","50","748","7","0","","","118","","30"
"mark sanchez","QB","26","15","246","453","2883","13","18","22","28","0","0","0","0","0","8","","","118","","30"
"danny woodhead","RB","27","16","0","0","0","0","0","76","301","4","55","40","446","3","0","","","117","","25"
"denarius moore","WR","24","15","0","0","0","0","0","1","-5","0","114","51","741","7","0","","","116","","32"
"golden tate","WR","24","15","1","1","23","1","0","3","20","0","68","45","688","7","1","","","116","","31"
"vick ballard","RB","22","16","0","0","0","0","0","211","814","2","27","17","152","1","0","","","115","","26"
"brandon lloyd","WR","31","16","0","0","0","0","0","0","0","0","131","74","911","4","0","","","115","","33"
"chad henne","QB","27","10","166","308","2084","11","11","19","64","1","0","1","-6","0","2","","","113","","31"
"willis mcgahee","RB","31","10","0","0","0","0","0","167","731","4","33","26","221","0","4","1","","113","","27"
"brian hartline","WR","26","16","0","0","0","0","0","0","0","0","131","74","1083","1","1","","","112","","34"
"malcom floyd","WR","31","14","0","0","0","0","0","0","0","0","85","56","814","5","0","","","111","","35"
"darren mcfadden","RB","25","12","0","0","0","0","0","216","707","2","63","42","258","1","2","","","111","","29"
"demarco murray","RB","24","10","0","0","0","0","0","161","663","4","42","35","251","0","2","","","111","","28"
"josh gordon","WR","21","16","0","0","0","0","0","0","0","0","96","50","805","5","1","","","109","","37"
"andre roberts","WR","24","15","0","0","0","0","0","4","29","0","114","64","759","5","0","","","109","","36"
"danario alexander","WR","26","10","0","1","0","0","0","0","0","0","62","37","658","7","0","","","108","","38"
"antonio brown","WR","24","13","0","2","0","0","1","7","24","0","106","66","787","5","2","","","105","","39"
"santana moss","WR","33","16","0","0","0","0","0","3","14","0","62","41","573","8","1","","","105","","40"
"joique bell","RB","26","16","0","0","0","0","0","82","414","3","68","52","485","0","2","","","104","","30"
"larry fitzgerald","WR","29","16","0","0","0","0","0","0","0","0","156","71","798","4","0","","","104","","41"
"brandon gibson","WR","25","16","0","0","0","0","0","0","0","0","82","51","691","5","0","","","99","","43"
"percy harvin","WR","24","9","0","0","0","0","0","22","96","1","85","62","677","3","1","","","99","","42"
"nate washington","WR","29","16","0","0","0","0","0","0","0","0","89","46","746","4","0","","","99","","44"
"ryan mathews","RB","25","12","0","0","0","0","0","184","707","1","56","39","252","0","2","","","98","","31"
"donnie avery","WR","28","16","0","0","0","0","0","4","9","0","124","60","781","3","0","","","97","","45"
"andre brown","RB","26","10","0","0","0","0","0","73","385","8","17","12","86","0","0","1","","97","","32"
"dwayne bowe","WR","28","13","0","0","0","0","0","0","0","0","114","59","801","3","1","","","96","","46"
"brandon lafell","WR","26","14","0","0","0","0","0","3","35","0","76","44","677","4","0","","","95","","47"
"pierre thomas","RB","28","15","0","0","0","0","0","105","473","1","53","39","354","1","0","","","95","","33"
"blaine gabbert","QB","23","10","162","278","1662","9","6","18","56","0","0","0","0","0","3","","2","94","","32"
"martellus bennett","TE","25","16","0","0","0","0","0","0","0","0","89","55","626","5","0","","","93","","13"
"mark ingram","RB","23","16","0","0","0","0","0","156","602","5","10","6","29","0","0","","","93","","34"
"darrius heyward-bey","WR","25","15","0","0","0","0","0","2","16","0","80","41","606","5","0","","","92","","48"
"felix jones","RB","25","16","0","0","0","0","0","111","402","3","36","25","262","2","2","","","92","","35"
"scott chandler","TE","27","15","0","0","0","0","0","0","0","0","74","43","571","6","1","","","91","","14"
"chris givens","WR","23","15","0","0","0","0","0","3","12","0","80","42","698","3","0","1","","91","","50"
"jeremy kerley","WR","24","16","1","1","42","0","0","5","8","0","95","56","827","2","3","","","91","","49"
"knowshon moreno","RB","25","8","0","0","0","0","0","138","525","4","26","21","167","0","1","","","91","","36"
"greg little","WR","23","16","0","0","0","0","0","2","15","0","94","53","647","4","0","","","90","","51"
"pierre garcon","WR","26","10","0","0","0","0","0","2","9","0","68","44","633","4","0","","","88","","52"
"jacquizz rodgers","RB","22","16","0","0","0","0","0","94","362","1","59","53","402","1","0","","","88","","37"
"hakeem nicks","WR","24","13","0","0","0","0","0","0","0","0","100","53","692","3","0","","","87","","53"
"mike tolbert","RB","27","16","0","0","0","0","0","54","183","7","39","27","268","0","0","","","87","","38"
"nick foles","QB","23","7","161","265","1699","6","5","11","42","1","0","0","0","0","3","","","86","","33"
"vernon davis","TE","28","16","0","0","0","0","0","0","0","0","61","41","548","5","0","","","85","","15"
"kevin kolb","QB","28","6","109","183","1169","8","3","16","100","1","0","0","0","0","2","","","85","","34"
"kendall wright","WR","23","15","0","0","0","0","0","1","4","0","104","64","626","4","1","","","85","","54"
"davone bess","WR","27","13","0","0","0","0","0","0","0","0","104","61","778","1","0","","","84","","56"
"brandon stokley","WR","36","15","0","0","0","0","0","0","0","0","58","45","544","5","0","","","84","","55"
"danny amendola","WR","27","11","0","0","0","0","0","2","8","0","101","63","666","3","2","1","","83","","57"
"kenny britt","WR","24","14","0","0","0","0","0","0","0","0","90","45","589","4","1","1","","83","","58"
"marcel reece","RB","27","16","0","0","0","0","0","59","271","0","73","52","496","1","0","","","83","","39"
"bilal powell","RB","24","14","0","0","0","0","0","110","437","4","36","17","140","0","0","","","82","","40"
"jonathan dwyer","RB","23","13","0","0","0","0","0","156","623","2","25","18","106","0","2","","","81","","42"
"desean jackson","WR","26","11","0","0","0","0","0","3","-7","0","87","45","700","2","0","","","81","","59"
"fred jackson","RB","31","10","0","0","0","0","0","115","437","3","42","34","217","1","4","","","81","","41"
"bryce brown","RB","21","16","0","0","0","0","0","115","564","4","19","13","56","0","3","","","80","","43"
"andrew hawkins","WR","26","14","0","0","0","0","0","6","30","0","80","51","533","4","0","","","80","","60"
"aaron hernandez","TE","23","10","0","0","0","0","0","1","5","0","83","51","483","5","0","","","79","","16"
"matt cassel","QB","30","9","161","277","1796","6","12","27","145","1","0","0","0","0","7","","","78","","35"
"lance kendricks","TE","24","16","0","0","0","0","0","0","0","0","64","42","519","4","0","1","","78","","18"
"marcedes lewis","TE","28","16","0","0","0","0","0","0","0","0","77","52","540","4","0","","","78","","17"
"michael bush","RB","28","13","0","0","0","0","0","114","411","5","11","9","83","0","1","","","77","","44"
"jermichael finley","TE","25","16","0","0","0","0","0","0","0","0","87","61","667","2","1","","","77","","19"
"matt hasselbeck","QB","37","8","138","221","1367","7","5","13","38","0","0","0","0","0","1","","1","76","","36"
"rod streater","WR","24","16","0","0","0","0","0","0","0","0","74","39","584","3","1","1","","76","","61"
"jared cook","TE","25","13","0","0","0","0","0","0","0","0","73","44","523","4","1","","","74","","20"
"leonard hankerson","WR","24","16","0","0","0","0","0","2","5","0","57","38","543","3","0","","","73","","62"
"brent celek","TE","27","15","0","0","0","0","0","0","0","0","88","57","684","1","1","","","72","","21"
"dwayne allen","TE","22","16","0","0","0","0","0","3","5","0","66","45","521","3","0","","","71","","23"
"brandon pettigrew","TE","27","14","0","0","0","0","0","0","0","0","102","59","567","3","2","","","71","","22"
"isaac redman","RB","28","14","0","0","0","0","0","110","410","2","23","19","244","0","3","","","71","","45"
"larod stephens-howling","RB","25","14","0","0","0","0","0","110","356","4","30","17","106","0","0","","","70","","46"
"domenik hixon","WR","28","13","0","0","0","0","0","0","0","0","59","39","567","2","0","","","69","","63"
"kevin ogletree","WR","25","15","0","0","0","0","0","2","9","0","55","32","436","4","0","","","69","","64"
"dallas clark","TE","33","16","0","0","0","0","0","0","0","0","75","47","435","4","0","","","68","","26"
"donald jones","WR","25","12","0","0","0","0","0","0","0","0","67","41","443","4","0","","","68","","65"
"jacob tamme","TE","27","16","0","0","0","0","0","0","0","0","85","52","555","2","0","","","68","","25"
"daniel thomas","RB","25","12","0","0","0","0","0","91","325","4","22","15","156","0","2","","","68","","47"
"ben watson","TE","32","16","0","0","0","0","0","0","0","0","82","49","501","3","0","","","68","","24"
"david wilson","RB","21","16","0","0","0","0","0","71","358","4","9","4","34","1","1","","","67","","48"
"jackie battle","RB","29","16","0","0","0","0","0","95","311","3","15","15","108","1","0","","","66","","49"
"joel dreessen","TE","30","16","0","0","0","0","0","0","0","0","58","41","356","5","0","","","66","","27"
"michael floyd","WR","23","16","0","0","0","0","0","0","0","0","86","45","562","2","1","","","66","","66"
"josh morgan","WR","27","16","0","1","0","0","0","3","25","0","73","48","510","2","0","","","66","","67"
"jason avant","WR","29","14","0","0","0","0","0","0","0","0","76","53","648","0","0","","","65","","69"
"anthony fasano","TE","28","16","0","0","0","0","0","0","0","0","69","41","332","5","0","1","","65","","28"
"emmanuel sanders","WR","25","16","0","0","0","0","0","1","4","0","75","44","626","1","2","","","65","","68"
"bernard pierce","RB","21","16","0","0","0","0","0","108","532","1","11","7","47","0","0","","","64","","50"
"kevin walter","WR","31","16","0","0","0","0","0","0","0","0","68","41","518","2","0","","","64","","71"
"titus young","WR","23","10","0","0","0","0","0","2","16","0","56","33","383","4","0","","","64","","70"
"maurice jones-drew","RB","27","6","0","0","0","0","0","86","414","1","18","14","86","1","0","","","62","","51"
"daryl richardson","RB","22","16","0","0","0","0","0","98","475","0","36","24","163","0","2","1","","62","","53"
"shane vereen","RB","23","13","0","0","0","0","0","62","251","3","13","8","149","1","1","","","62","","52"
"greg jennings","WR","29","8","0","0","0","0","0","0","0","0","62","36","366","4","0","","","61","","73"
"randy moss","WR","35","16","0","0","0","0","0","0","0","0","50","28","434","3","0","","","61","","72"
"jonathan stewart","RB","25","9","0","0","0","0","0","93","336","1","23","17","157","1","0","","","61","","54"
"donald brown","RB","25","10","0","0","0","0","0","108","417","1","13","9","93","0","0","1","","59","","56"
"ronnie brown","RB","31","14","0","0","0","0","0","46","220","0","59","49","371","0","0","","","59","","55"
"alex green","RB","24","12","0","0","0","0","0","135","464","0","30","18","125","0","0","","","59","","57"
"zach miller","TE","27","16","0","0","0","0","0","0","0","0","53","38","396","3","1","","","58","","29"
"michael jenkins","WR","30","16","0","0","0","0","0","0","0","0","72","40","449","2","0","","","57","","74"
"joe morgan","WR","24","14","0","0","0","0","0","1","1","0","21","10","379","3","0","","","56","","75"
"tony scheffler","TE","29","15","0","0","0","0","0","0","0","0","85","42","504","1","0","","","56","","30"
"doug baldwin","WR","24","14","0","0","0","0","0","0","0","0","50","29","366","3","0","","","55","","79"
"alshon jeffery","WR","22","10","0","0","0","0","0","0","0","0","48","24","367","3","0","","","55","","77"
"mario manningham","WR","26","12","0","0","0","0","0","3","64","0","57","42","449","1","1","","","55","","76"
"tiquan underwood","WR","25","14","0","0","0","0","0","1","1","0","55","28","425","2","0","","","55","","78"
"jeff cumberland","TE","25","15","0","0","0","0","0","0","0","0","53","29","359","3","0","","","54","","31"
"dexter mccluster","WR","23","16","0","0","0","0","0","12","70","0","77","52","452","1","2","","","54","","80"
"robert turbin","RB","23","16","0","0","0","0","0","80","354","0","23","19","181","0","0","","","54","","59"
"beanie wells","RB","24","8","0","0","0","0","0","88","234","5","1","1","24","0","1","","","54","","58"
"kendall hunter","RB","24","11","0","0","0","0","0","72","371","2","12","9","60","0","1","","","53","","61"
"rashad jennings","RB","27","10","0","0","0","0","0","101","283","2","26","19","130","0","1","1","","53","","60"
"james casey","TE","28","16","0","0","0","0","0","1","6","0","45","34","330","3","0","","","52","","32"
"tony moeaki","TE","25","15","0","0","0","0","0","0","0","0","56","33","453","1","0","","","51","","33"
"earl bennett","WR","25","12","0","0","0","0","0","0","0","0","49","29","375","2","0","","","50","","82"
"austin pettis","WR","24","14","0","0","0","0","0","0","0","0","48","30","261","4","0","","","50","","81"
"delanie walker","TE","28","16","0","0","0","0","0","0","0","0","39","21","344","3","1","","","50","","34"
"shaun draughn","RB","25","16","0","0","0","0","0","59","233","2","30","24","158","0","1","","","49","","62"
"mike goodson","RB","25","12","0","0","0","0","0","35","221","0","16","16","195","1","0","","","48","","63"
"rueben randle","WR","21","16","0","0","0","0","0","0","0","0","32","19","298","3","0","","","48","","84"
"mohamed sanu","WR","23","9","1","1","73","1","0","5","15","0","25","16","154","4","0","","","48","","83"
"justin forsett","RB","27","16","0","0","0","0","0","63","374","1","5","3","38","0","0","","","47","","64"
"jacoby jones","WR","28","16","0","0","0","0","0","1","6","0","55","30","406","1","0","","","47","","85"
"anthony mccoy","TE","25","16","0","0","0","0","0","0","0","0","28","18","291","3","0","","","47","","35"
"travis benjamin","WR","23","14","0","0","0","0","0","6","66","0","37","18","298","2","1","","","46","","86"
"harry douglas","WR","28","15","0","0","0","0","0","2","4","0","59","38","395","1","0","","","46","","87"
"julian edelman","WR","26","9","0","0","0","0","0","4","45","0","32","21","235","3","1","","","44","","89"
"garrett graham","RB","26","15","0","0","0","0","0","0","0","0","39","28","263","3","0","","","44","","65"
"dustin keller","TE","28","8","0","0","0","0","0","0","0","0","36","28","317","2","0","","","44","","36"
"brady quinn","QB","28","10","112","197","1141","2","8","19","66","0","1","0","0","0","0","","","44","","37"
"jarius wright","WR","23","7","0","0","0","0","0","2","11","0","36","22","310","2","0","","","44","","88"
"ryan broyles","WR","24","10","0","0","0","0","0","0","0","0","32","22","310","2","0","","","43","","92"
"nate burleson","WR","31","6","0","0","0","0","0","8","48","0","43","27","240","2","0","1","","43","","93"
"riley cooper","WR","25","11","0","0","0","0","0","0","0","0","47","23","248","3","0","","","43","","94"
"ronnie hillman","RB","21","14","0","0","0","0","0","85","330","1","12","10","62","0","1","","","43","","66"
"stephen hill","WR","21","11","0","0","0","0","0","0","0","0","47","21","252","3","0","","","43","","90"
"aldrick robinson","WR","24","15","0","0","0","0","0","1","14","0","19","11","237","3","0","","","43","","91"
"brad smith","WR","29","15","0","1","0","0","1","14","116","1","22","14","152","2","0","","","43","","95"
"ben tate","RB","24","11","0","0","0","0","0","65","279","2","11","11","49","0","1","","","43","","67"
"rob housler","TE","24","15","0","0","0","0","0","0","0","0","68","45","417","0","0","","","42","","37"
"cedric benson","RB","30","5","0","0","0","0","0","71","248","1","15","14","97","0","0","","","41","","69"
"brandon bolden","RB","22","10","0","0","0","0","0","56","274","2","2","2","11","0","0","","","41","","68"
"coby fleener","TE","24","12","0","0","0","0","0","0","0","0","48","26","281","2","0","","","40","","38"
"louis murphy","WR","25","16","0","0","0","0","0","1","3","0","61","25","336","1","0","","","40","","96"
"montell owens","RB","28","13","0","0","0","0","0","42","209","1","10","8","113","0","0","1","","40","","71"
"cedric peerman","RB","26","14","0","0","0","0","0","36","258","1","9","9","85","0","0","","","40","","70"
"jonathan baldwin","WR","23","15","0","0","0","0","0","0","0","0","47","20","325","1","0","","","39","","100"
"t.j. graham","WR","23","15","0","0","0","0","0","1","5","0","58","31","322","1","0","","","39","","99"
"devery henderson","WR","30","15","0","0","0","0","0","1","13","0","47","22","316","1","0","","","39","","97"
"peyton hillis","RB","26","13","0","1","0","0","0","85","309","1","14","10","62","0","2","","","39","","72"
"chaz schilens","WR","27","15","0","0","0","0","0","0","0","0","41","28","289","2","1","","","39","","98"
"tom crabtree","TE","27","14","0","0","0","0","0","0","0","0","12","8","203","3","0","","","38","","39"
"logan paulsen","TE","25","16","0","0","0","0","0","0","0","0","38","25","308","1","0","","","37","","40"
"lamar miller","RB","21","13","0","0","0","0","0","51","250","1","8","6","45","0","0","","","36","","73"
"montario hardesty","RB","25","13","0","0","0","0","0","65","271","1","5","2","16","0","0","","","35","","76"
"chris ivory","RB","24","6","0","0","0","0","0","40","217","2","3","2","15","0","0","","","35","","74"
"william powell","RB","24","13","0","0","0","0","0","60","217","0","25","19","132","0","0","","","35","","75"
"james starks","RB","26","6","0","0","0","0","0","71","255","1","6","4","31","0","0","","","35","","77"
"toby gerhart","RB","25","16","0","0","0","0","0","50","169","1","27","20","155","0","2","","","34","","78"
"craig stevens","TE","28","15","0","0","0","0","0","0","0","0","33","23","275","1","0","","","34","","41"
"charles clay","RB","23","14","0","0","0","0","0","0","0","0","33","18","212","2","0","","","33","","80"
"kirk cousins","QB","24","3","33","48","466","4","3","3","22","0","0","0","0","0","0","1","","33","","38"
"fred davis","TE","26","7","0","0","0","0","0","1","1","0","31","24","325","0","0","","","33","","43"
"kellen davis","TE","27","16","0","0","0","0","0","0","0","0","44","19","229","2","1","","","33","","42"
"kevin smith","RB","26","12","0","0","0","0","0","37","134","1","16","10","79","1","0","","","33","","79"
"david thomas","TE","29","15","0","0","0","0","0","0","0","0","17","11","86","4","0","","","33","","44"
"lance ball","RB","27","15","0","0","0","0","0","42","158","1","12","7","61","1","1","","","32","","81"
"armon binns","WR","23","11","0","0","0","0","0","0","0","0","40","24","277","1","1","","","32","","103"
"delone carter","RB","25","10","0","0","0","0","0","32","122","3","2","1","13","0","0","","","32","","83"
"robert meachem","WR","28","15","0","0","0","0","0","1","-6","0","32","14","207","2","0","","","32","","102"
"eddie royal","WR","26","10","0","0","0","0","0","3","22","0","44","23","234","1","0","","","32","","104"
"evan royster","RB","25","16","0","0","0","0","0","23","88","2","23","15","109","0","0","","","32","","82"
"john skelton","QB","24","7","109","201","1132","2","9","4","5","0","0","0","0","0","2","","","32","","39"
"damian williams","WR","24","13","0","0","0","0","0","0","0","0","45","30","324","0","0","","","32","","101"
"devin hester","WR","30","15","0","0","0","0","0","3","6","0","40","23","242","1","0","","","31","","107"
"santonio holmes","WR","28","4","0","0","0","0","0","0","0","0","41","20","272","1","1","","","31","","105"
"marvin jones","WR","22","11","0","0","0","0","0","3","47","0","32","18","201","1","0","","","31","","106"
"jason snelling","RB","29","16","0","0","0","0","0","18","63","0","35","31","203","1","1","","","31","","84"
"dwayne harris","WR","25","16","0","0","0","0","0","0","0","0","31","17","222","1","0","1","","30","","108"
"michael robinson","WR","29","16","0","0","0","0","0","12","49","0","15","13","126","2","0","","","30","","109"
"jordan cameron","TE","24","14","0","0","0","0","0","0","0","0","40","20","226","1","0","","","29","","46"
