"Name","Pos","Age","Games","Pass_Comp","Pass_Att","Pass_Yards","Pass_TD","Pass_INT","Rush_Att","Rush_Yards","Rush_TD","Rec_Tgt","Rec_Comp","Rec_Yards","Rec_TD","Fum_Lost","2PT_Made","2PT_Pass","Fan_Pts","VBD","Pos_Rk"
"lendale white","RB","23","16","0","0","0","0","0","303","1110","7","31","20","114","0","5","","","164","31","15"
"brett favre","QB","38","16","356","535","4155","28","15","29","12","0","0","0","0","0","3","","","249","31","8"
"bobby engram","WR","34","16","0","0","0","0","0","0","0","0","134","94","1147","6","1","","","151","29","15"
"willie parker","RB","27","15","0","1","0","0","0","321","1316","2","31","23","164","0","3","","","160","27","16"
"steve smith","WR","28","15","0","0","0","0","0","9","66","0","148","87","1002","7","","","","149","27","16"
"ryan grant","RB","25","15","0","0","0","0","0","188","956","8","37","30","145","0","1","","","158","25","17"
"kevin curtis","WR","29","16","0","0","0","0","0","0","0","0","135","77","1110","6","","","","147","25","17"
"santonio holmes","WR","23","13","0","0","0","0","0","5","17","0","85","52","942","8","","1","","146","24","18"
"fred taylor","RB","31","15","0","0","0","0","0","223","1202","5","14","9","58","0","1","","","156","23","18"
"kenny watson","RB","29","16","0","0","0","0","0","178","763","7","67","52","374","0","2","","","156","23","19"
"chester taylor","RB","28","14","0","1","0","0","0","157","844","7","43","29","281","0","3","","","155","21","20"
"brandon jacobs","RB","25","11","0","0","0","0","0","202","1009","4","38","23","174","2","4","","","154","21","21"
"heath miller","TE","25","16","0","0","0","0","0","0","0","0","61","47","566","7","","","","99","20","7"
"reggie bush","WR","22","12","0","0","0","0","0","157","581","4","98","73","417","2","4","3","","142","20","19"
"anquan boldin","WR","27","12","0","0","0","0","0","1","14","0","99","71","853","9","1","","","141","19","20"
"derrick mason","WR","33","16","0","0","0","0","0","0","0","0","164","103","1087","5","1","","","139","17","21"
"owen daniels","TE","25","16","0","0","0","0","0","0","0","0","94","63","768","3","3","","","95","16","8"
"joey galloway","WR","36","15","0","0","0","0","0","1","1","0","98","57","1014","6","","","","138","15","22"
"donald lee","TE","27","15","0","0","0","0","0","0","0","0","63","48","575","6","1","","","94","15","9"
"thomas jones","RB","29","16","0","0","0","0","0","310","1119","1","34","28","217","1","","","","146","13","22"
"carson palmer","QB","28","16","373","575","4131","26","20","24","10","0","0","0","0","0","1","","","230","12","9"
"andre johnson","WR","26","9","0","0","0","0","0","0","0","0","86","60","851","8","1","","","133","11","23"
"justin fargas","RB","27","14","0","0","0","0","0","222","1009","4","32","23","188","0","1","","","144","11","23"
"shaun mcdonald","WR","26","16","0","0","0","0","0","4","2","0","127","79","943","6","2","","","131","8","24"
"dwayne bowe","WR","23","16","0","0","0","0","0","0","0","0","116","70","995","5","","","","130","7","25"
"jerricho cotchery","WR","25","15","0","0","0","0","0","5","38","0","127","82","1130","2","1","","","129","7","26"
"tony scheffler","TE","24","16","0","0","0","0","0","0","0","0","65","49","549","5","1","","","85","6","10"
"bernard berrian","WR","27","16","0","0","0","0","0","0","0","0","128","71","951","5","1","","","125","3","27"
"jeremy shockey","TE","27","14","0","0","0","0","0","1","6","0","93","57","619","3","","","","81","2","11"
"nate burleson","WR","26","16","0","0","0","0","0","2","4","0","96","50","694","9","1","","","124","2","28"
"reggie williams","WR","24","15","0","0","0","0","0","1","8","0","60","38","629","10","2","","","124","2","29"
"reagan mauia","","23","16","0","0","0","0","0","4","5","0","3","2","5","0","","","","1","1","1"
"donovan mcnabb","QB","31","14","291","473","3324","19","7","50","236","0","0","0","0","0","6","","","219","","10"
"jay cutler","QB","24","16","297","467","3497","20","14","44","205","1","0","0","0","0","4","","","218","","11"
"desmond clark","TE","30","16","0","0","0","0","0","0","0","0","67","44","545","4","","","","79","","12"
"fred mccrary","","35","6","0","0","0","0","0","0","0","0","","0","0","0","","","","","","3"
"laurence maroney","RB","22","13","0","0","0","0","0","185","835","6","8","4","116","0","","1","","133","","24"
"kurt warner","QB","36","14","281","451","3417","27","17","17","15","1","0","0","0","0","7","","","218","","12"
"jon kitna","QB","35","16","355","561","4068","18","20","25","63","0","1","1","9","0","5","","","202","","13"
"eli manning","QB","26","16","297","529","3336","23","20","29","69","1","0","0","0","0","7","","","198","","14"
"david garrard","QB","29","12","208","325","2509","18","3","49","185","1","0","0","0","0","2","1","","193","","15"
"philip rivers","QB","26","16","277","460","3152","21","15","29","33","1","0","0","0","0","6","","","189","","16"
"jason campbell","QB","26","13","250","417","2700","12","11","36","185","1","0","0","0","0","8","","2","163","","17"
"vince young","QB","24","15","238","382","2546","9","17","93","395","3","0","0","0","0","4","","","161","","18"
"jeff garcia","QB","37","13","209","327","2440","13","4","35","116","1","0","0","0","0","1","","","159","","19"
"tarvaris jackson","QB","24","12","171","294","1911","9","12","54","260","3","0","0","0","0","3","2","","136","","20"
"ronnie brown","RB","26","7","0","0","0","0","0","119","602","4","46","39","389","1","","1","","131","","25"
"deshaun foster","RB","27","16","0","0","0","0","0","247","876","3","36","25","182","1","5","","","130","","26"
"kevin jones","RB","25","13","0","0","0","0","0","153","581","8","44","32","197","0","1","","","126","","27"
"ron dayne","RB","29","13","0","0","0","0","0","194","773","6","26","17","112","0","","","","125","","28"
"chris chambers","WR","29","16","0","0","0","0","0","3","12","0","129","66","970","4","","","","122","","30"
"warrick dunn","RB","32","16","0","0","0","0","0","227","720","4","59","37","238","0","2","","","120","","29"
"deangelo williams","RB","24","16","0","0","0","0","0","144","717","4","38","23","175","1","1","","","119","","30"
"hines ward","WR","31","13","0","0","0","0","0","3","11","0","113","71","732","7","","1","","118","","31"
"donald driver","WR","32","15","0","0","0","0","0","2","4","0","122","82","1048","2","","","","117","","32"
"cleo lemon","QB","28","9","173","309","1773","6","6","31","102","4","0","0","0","0","3","","","117","","21"
"sage rosenfels","QB","29","9","154","240","1684","15","12","21","51","1","0","0","0","0","3","","1","116","","22"
"lee evans","WR","26","16","0","0","0","0","0","0","0","0","113","55","849","5","","","","115","","33"
"adrian peterson","RB","28","16","1","1","9","1","0","151","510","3","65","51","420","0","2","","","115","","31"
"maurice morris","RB","28","14","0","0","0","0","0","140","628","4","32","23","213","1","1","","","114","","32"
"roy williams","WR","26","12","0","0","0","0","0","2","1","0","105","64","838","5","1","","","114","","34"
"matt schaub","QB","26","11","192","289","2241","9","9","17","52","0","0","0","0","0","3","","","113","","23"
"patrick crayton","WR","28","15","0","0","0","0","0","0","0","0","81","50","697","7","1","","","112","","35"
"marc bulger","QB","30","12","221","378","2392","11","15","9","13","0","0","0","0","0","3","","","111","","24"
"calvin johnson","WR","22","15","0","0","0","0","0","4","52","1","93","48","756","4","","","","111","","36"
"najeh davenport","RB","28","15","0","0","0","0","0","107","499","5","27","18","184","2","","","","110","","33"
"shaun alexander","RB","30","13","0","0","0","0","0","207","716","4","25","14","76","1","","","","109","","34"
"damon huard","QB","34","11","206","332","2257","11","13","9","-1","0","0","0","0","0","3","","","108","","25"
"jerry porter","WR","29","16","0","0","0","0","0","0","0","0","102","44","705","6","","","","107","","38"
"kevin walter","WR","26","16","0","0","0","0","0","5","30","0","106","65","800","4","","","","107","","37"
"reggie brown","WR","26","16","0","0","0","0","0","5","36","0","111","61","780","4","","","","106","","39"
"cedric benson","RB","25","11","0","0","0","0","0","196","674","4","27","17","123","0","2","","","104","","35"
"joey harrington","QB","29","12","215","348","2215","7","8","14","33","0","1","1","4","0","","","","104","","26"
"chad pennington","QB","31","9","179","260","1765","10","9","20","32","1","0","0","0","0","1","","1","104","","27"
"derrick ward","RB","27","8","0","0","0","0","0","125","602","3","40","26","179","1","1","","","102","","36"
"selvin young","RB","24","15","0","0","0","0","0","140","729","1","43","35","231","0","1","","","102","","37"
"laveranues coles","WR","30","12","0","0","0","0","0","0","0","0","89","55","646","6","","","","101","","40"
"ronald curry","WR","28","16","0","1","0","0","0","1","1","0","97","55","717","4","","2","","100","","42"
"travis henry","RB","29","12","0","0","0","0","0","167","691","4","14","7","65","0","1","","","100","","38"
"santana moss","WR","28","14","0","0","0","0","0","3","13","0","115","61","808","3","2","","","100","","41"
"larry johnson","RB","28","8","0","1","0","0","0","158","559","3","41","30","186","1","","","","99","","39"
"lamont jordan","RB","29","12","0","0","0","0","0","144","549","3","34","28","247","0","","","","98","","40"
"isaac bruce","WR","35","14","0","0","0","0","0","2","-4","0","101","55","733","4","","","","97","","43"
"david patten","WR","33","16","0","0","0","0","0","2","-5","0","87","54","792","3","1","","","97","","44"
"arnaz battle","WR","27","16","0","0","0","0","0","4","4","1","104","50","600","5","2","","","96","","45"
"aaron stecker","RB","32","16","0","0","0","0","0","115","448","5","43","36","211","0","1","","","96","","41"
"kyle boller","QB","26","12","168","275","1743","9","10","19","89","0","1","0","0","0","4","","","95","","28"
"jerious norwood","RB","24","15","0","0","0","0","0","103","613","1","39","28","277","0","","","","95","","42"
"amani toomer","WR","33","16","0","0","0","0","0","0","0","0","104","59","760","3","","","","94","","47"
"roydell williams","WR","26","16","0","0","0","0","0","2","-17","0","93","55","719","4","","","","94","","46"
"brandon stokley","WR","31","13","0","0","0","0","0","1","-6","0","71","40","635","5","","","","93","","48"
"brian griese","QB","32","7","161","262","1803","10","12","13","28","0","0","0","0","0","1","","","91","","29"
"julius jones","RB","26","16","0","0","0","0","0","164","588","2","26","23","203","0","","","","91","","43"
"deion branch","WR","28","11","0","0","0","0","0","0","0","0","85","49","661","4","","","","90","","49"
"chris brown","RB","26","12","0","0","0","0","0","102","462","5","21","19","128","0","1","","","89","","44"
"donte stallworth","WR","27","16","0","0","0","0","0","1","12","0","75","46","697","3","","","","89","","50"
"justin gage","WR","26","16","0","0","0","0","0","0","0","0","85","55","750","2","","","","87","","51"
"rudi johnson","RB","28","11","0","0","0","0","0","170","497","3","15","13","110","1","2","1","","87","","45"
"dennis northcutt","WR","30","15","0","0","0","0","0","6","27","0","73","44","601","4","","","","87","","52"
"daunte culpepper","QB","30","7","108","186","1331","5","5","20","40","3","0","0","0","0","3","","","85","","30"
"kenton keith","RB","27","16","0","0","0","0","0","121","533","3","23","13","77","1","","","","85","","46"
"trent edwards","QB","24","10","151","269","1630","7","8","14","49","0","0","0","0","0","","","","82","","31"
"bobby wade","WR","26","16","0","0","0","0","0","1","-9","0","84","54","647","3","1","","","82","","53"
"joe jurevicius","WR","33","16","0","0","0","0","0","0","0","0","81","50","614","3","","1","","81","","54"
"antwaan randle el","WR","28","15","1","2","19","0","0","4","-3","0","77","51","728","1","","1","","81","","55"
"vincent jackson","WR","24","16","0","0","0","0","0","0","0","0","80","41","623","3","","","","80","","56"
"james jones","WR","23","16","0","0","0","0","0","0","0","0","80","47","676","2","2","","","80","","57"
"josh mccown","QB","28","9","111","190","1151","10","11","29","143","0","0","0","0","0","4","","1","80","","32"
"ike hilliard","WR","31","15","0","0","0","0","0","1","6","0","86","62","722","1","2","","","79","","58"
"kellen clemens","QB","24","10","130","250","1529","5","10","27","111","1","0","0","0","0","1","","","78","","33"
"andre davis","WR","28","14","0","0","0","0","0","0","0","0","63","33","583","3","","1","","78","","59"
"leon washington","RB","25","16","1","1","36","0","0","71","353","3","51","36","213","0","2","1","","78","","47"
"michael jenkins","WR","25","15","0","0","0","0","0","0","0","0","85","53","532","4","","","","77","","60"
"drew carter","WR","26","16","0","0","0","0","0","0","0","0","75","38","517","4","","","","76","","61"
"anthony gonzalez","WR","23","13","0","0","0","0","0","0","0","0","51","37","576","3","","","","76","","62"
"ben watson","TE","27","12","0","0","0","0","0","1","11","0","49","36","389","6","","","","76","","13"
"vernon davis","TE","23","14","0","0","0","0","0","0","0","0","85","52","509","4","1","","","75","","14"
"jabar gaffney","WR","27","16","0","0","0","0","0","0","0","0","50","36","449","5","","","","75","","65"
"quinn gray","QB","28","8","80","144","986","10","5","19","57","0","0","0","0","0","1","","","75","","34"
"muhsin muhammad","WR","34","16","0","0","0","0","0","0","0","0","81","40","570","3","","","","75","","64"
"chris redman","QB","30","7","89","149","1079","10","5","8","16","0","0","0","0","0","1","","","75","","35"
"nate washington","WR","24","16","0","0","0","0","0","1","0","0","55","29","450","5","","","","75","","63"
"jesse chatman","RB","28","14","0","0","0","0","0","128","515","1","37","27","161","0","2","","","74","","48"
"alge crumpler","TE","30","14","0","0","0","0","0","0","0","0","70","42","444","5","","","","74","","15"
"mike furrey","WR","30","16","0","0","0","0","0","0","0","0","91","61","664","1","","","","72","","66"
"kevin faulk","RB","31","16","0","0","0","0","0","62","265","0","61","47","383","1","","","","71","","49"
"ernest wilford","WR","28","16","0","0","0","0","0","0","0","0","74","45","518","3","","","","70","","67"
"reuben droughns","RB","29","16","0","0","0","0","0","85","275","6","15","7","49","0","","","","68","","50"
"darrell jackson","WR","29","15","0","0","0","0","0","0","0","0","104","46","497","3","","","","68","","68"
"kolby smith","","23","16","0","0","0","0","0","112","407","2","30","22","148","0","","","","68","","51"
"sidney rice","WR","21","13","2","2","94","0","0","0","0","0","53","31","396","4","","","","67","","69"
"luke mccown","QB","26","5","94","139","1009","5","3","12","117","0","0","0","0","0","2","","","66","","36"
"bryant johnson","WR","26","16","0","0","0","0","0","0","0","0","88","46","528","2","","","","65","","70"
"correll buckhalter","RB","29","14","0","0","0","0","0","62","313","4","21","12","87","0","","","","64","","52"
"ladell betts","RB","28","16","0","0","0","0","0","93","335","1","32","21","174","1","1","","","63","","53"
"marty booker","WR","31","15","0","1","0","0","0","2","12","0","105","50","556","1","1","","","63","","71"
"brodie croyle","QB","24","9","127","224","1227","6","6","7","18","0","0","0","0","0","3","","","63","","38"
"j.p. losman","QB","26","8","111","175","1204","4","6","20","110","0","0","0","0","0","2","","","63","","37"
"zach miller","TE","22","16","0","0","0","0","0","0","0","0","68","44","444","3","1","","","62","","16"
"rex grossman","QB","27","8","122","225","1411","4","7","14","27","0","0","0","0","0","3","","","61","","39"
"devery henderson","WR","25","16","0","0","0","0","0","2","20","0","43","20","409","3","","","","61","","72"
"randy mcmichael","TE","28","16","0","0","0","0","0","0","0","0","67","39","429","3","","","","61","","17"
"sammy morris","RB","30","6","0","0","0","0","0","85","384","3","8","6","35","0","","","","60","","54"
"chris baker","TE","28","15","0","0","0","0","0","0","0","0","61","41","409","3","1","","","59","","18"
"josh reed","WR","27","15","0","0","0","0","0","4","10","0","88","51","578","0","","","","59","","73"
"jake delhomme","QB","32","3","55","86","624","8","1","6","26","0","0","0","0","0","","","","58","","40"
"musa smith","RB","25","16","0","0","0","0","0","75","264","2","34","27","192","0","","","","58","","55"
"t.j. duckett","RB","26","12","0","0","0","0","0","65","335","3","7","4","54","0","","","","57","","57"
"alex smith","TE","25","14","0","0","0","0","0","0","0","0","53","32","385","3","","","","57","","19"
"jason wright","RB","25","16","0","0","0","0","0","60","277","1","37","24","233","0","2","","","57","","56"
"drew bennett","WR","29","14","0","0","0","0","0","0","0","0","73","33","375","3","","","","56","","76"
"todd collins","QB","36","4","67","105","888","5","0","8","1","0","0","0","0","0","2","","","56","","41"
"d.j. hackett","WR","26","6","0","0","0","0","0","0","0","0","47","32","384","3","","","","56","","74"
"matt jones","WR","24","12","0","0","0","0","0","0","0","0","50","24","317","4","","","","56","","75"
"ted ginn","WR","22","16","0","0","0","0","0","4","3","0","71","34","420","2","2","","","54","","77"
"leonard pope","TE","24","13","0","0","0","0","0","0","0","0","34","23","238","5","1","","","54","","20"
"pierre thomas","RB","23","12","0","0","0","0","0","52","252","1","23","17","151","1","","1","","54","","58"
"mark clayton","WR","25","16","0","1","0","0","0","0","0","0","89","48","531","0","","","","53","","78"
"trent dilfer","QB","35","7","113","219","1166","7","12","10","25","0","0","0","0","0","2","","","53","","42"
"jeff king","TE","24","16","0","0","0","0","0","0","0","0","80","46","406","2","1","","","53","","22"
"greg olsen","TE","22","14","0","0","0","0","0","0","0","0","66","39","391","2","","1","","53","","21"
"samkon gado","RB","25","8","0","0","0","0","0","53","150","4","13","12","106","0","","1","","52","","61"
"leonard weaver","RB","25","16","0","0","0","0","0","33","146","1","52","39","313","0","","","","52","","59"
"deshawn wynn","RB","24","7","0","0","0","0","0","50","203","4","14","9","73","0","","","","52","","60"
"devard darling","WR","25","16","0","0","0","0","0","0","0","0","39","18","326","3","","","","51","","80"
"derek hagan","WR","23","16","0","0","0","0","0","0","0","0","59","29","373","2","","1","","51","","79"
"marcedes lewis","TE","23","16","0","0","0","0","0","0","0","0","57","37","391","2","","","","51","","23"
"ahman green","RB","30","6","0","0","0","0","0","70","260","2","18","14","123","0","","","","50","","62"
"eric johnson","TE","28","14","0","0","0","0","0","0","0","0","63","48","378","2","","","","50","","24"
"laurent robinson","WR","22","15","0","0","0","0","0","0","0","0","74","37","437","1","1","","","50","","81"
"trent green","QB","37","5","85","141","987","5","7","7","32","0","0","0","0","0","1","","","49","","45"
"fred jackson","QB","26","8","0","0","0","0","0","58","300","0","30","22","190","0","","","","49","","43"
"brian leonard","RB","23","16","0","0","0","0","0","86","303","0","39","30","183","0","","","","49","","63"
"lance moore","WR","24","16","0","0","0","0","0","2","7","1","50","32","302","2","","","","49","","83"
"roscoe parrish","WR","25","16","0","0","0","0","0","3","19","1","58","35","352","1","","","","49","","82"
"brad smith","QB","24","16","0","1","0","0","0","12","45","0","67","32","325","2","","","","49","","44"
"ruvell martin","WR","25","15","0","0","0","0","0","0","0","0","28","16","242","4","","","","48","","84"
"steve mcnair","QB","34","6","133","205","1113","2","4","10","32","0","0","0","0","0","7","","","48","","47"
"michael pittman","RB","32","10","0","0","0","0","0","68","286","0","39","26","191","0","1","","","48","","64"
"bo scaife","TE","26","16","0","0","0","0","0","0","0","0","78","46","421","1","1","","","48","","25"
"vinny testaverde","QB","44","7","94","172","952","5","6","9","22","0","0","0","0","0","1","","","48","","46"
"gus frerotte","QB","36","8","94","167","1014","7","12","6","3","0","0","0","0","0","1","","1","47","","48"
"michael bennett","RB","29","14","0","0","0","0","0","61","241","1","22","15","101","1","1","","","46","","65"
"chris henry","WR","24","8","0","0","0","0","0","0","0","0","38","21","343","2","","","","46","","85"
"brandon jackson","RB","22","11","0","0","0","0","0","75","267","1","22","16","130","0","","","","46","","67"
"greg jones","RB","26","16","0","0","0","0","0","42","119","2","19","11","99","2","","","","46","","66"
"robert ferguson","WR","28","15","0","0","0","0","0","0","0","0","61","32","391","1","","","","45","","86"
"shaun hill","QB","27","3","54","79","501","5","1","12","14","1","0","0","0","0","1","","","45","","50"
"greg lewis","WR","27","15","0","1","0","0","0","0","0","0","23","13","265","3","1","","","45","","88"
"billy miller","TE","30","16","0","0","0","0","0","0","0","0","38","27","328","2","","","","45","","26"
"alex smith","QB","23","7","94","193","914","2","4","13","89","0","0","0","0","0","5","","","45","","49"
"jerheme urban","WR","27","10","0","0","0","0","0","0","0","0","38","22","329","2","","","","45","","87"
"dominic rhodes","RB","28","10","0","0","0","0","0","75","302","1","18","11","70","0","1","","","43","","68"
"robert royal","RB","28","16","0","0","0","0","0","0","0","0","38","25","248","3","2","","","43","","69"
"jerramy stevens","TE","28","14","0","0","0","0","0","0","0","0","21","18","189","4","","","","43","","27"
"darius walker","RB","22","4","0","0","0","0","0","58","264","1","15","13","81","0","","1","","43","","70"
"david martin","TE","28","15","0","0","0","0","0","0","0","0","51","34","303","2","","","","42","","29"
"samie parker","WR","26","15","0","0","0","0","0","1","2","0","41","24","298","2","","","","42","","89"
"ben utecht","TE","26","14","0","0","0","0","0","0","0","0","37","31","364","1","","","","42","","28"
"andre hall","RB","25","10","0","0","0","0","0","44","216","2","2","2","69","0","","","","41","","72"
"devin hester","WR","25","16","0","0","0","0","0","7","-10","0","38","20","299","2","1","","","41","","90"
"brandon jones","WR","25","9","0","0","0","0","0","2","37","0","34","21","248","2","","","","41","","91"
"marcus pollard","TE","35","14","0","0","0","0","0","0","0","0","35","28","273","2","","","","41","","30"
"cadillac williams","RB","25","4","0","0","0","0","0","54","208","3","5","3","17","0","2","","","41","","71"
"jason avant","WR","24","15","0","0","0","0","0","1","1","0","33","23","267","2","","","","39","","92"
"michael turner","RB","25","16","0","0","0","0","0","71","316","1","7","4","16","0","1","","","39","","73"
"j.j. arrington","RB","24","16","0","0","0","0","0","26","78","0","39","29","241","1","","","","38","","74"
"mike sellers","RB","32","14","0","0","0","0","0","26","78","2","24","17","117","1","","","","38","","75"
"visanthe shiancoe","TE","27","16","0","0","0","0","0","0","0","0","43","27","323","1","1","","","38","","31"
"jeff webb","WR","25","16","0","0","0","0","0","1","5","0","57","28","313","1","1","","","38","","93"
"daniel graham","TE","29","15","0","0","0","0","0","0","0","0","33","24","246","2","","","","37","","32"
"sam hurd","WR","22","16","0","0","0","0","0","0","0","0","37","19","314","1","","","","37","","94"
"troy smith","QB","23","4","40","76","452","2","0","12","54","1","0","0","0","0","2","","","37","","51"
"lorenzo booker","RB","23","7","0","0","0","0","0","28","125","0","36","28","237","0","","","","36","","76"
"justin peelle","WR","28","16","0","0","0","0","0","0","0","0","47","29","228","2","","","","35","","95"
"heath evans","RB","29","16","0","0","0","0","0","34","121","3","6","4","43","0","","","","34","","77"
"a.j. feeley","QB","30","3","59","103","681","5","8","7","23","0","0","0","0","0","","","","34","","52"
"michael gaines","TE","27","15","0","0","0","0","0","0","0","0","35","25","215","2","","","","34","","33"
"eric moulds","WR","34","16","0","0","0","0","0","0","0","0","52","32","342","0","","","","34","","96"
"david carr","QB","28","6","73","136","635","3","5","17","59","0","0","0","0","0","","","","33","","53"
"keary colbert","WR","25","12","0","0","0","0","0","0","0","0","69","32","332","0","","","","33","","97"
"troy williamson","WR","24","11","0","0","0","0","0","2","29","0","39","18","240","1","","","","33","","98"
"michael clayton","WR","25","14","0","0","0","0","0","5","22","0","40","22","301","0","","","","32","","100"
"keenan mccardell","WR","37","10","0","0","0","0","0","0","0","0","31","22","256","1","","","","32","","101"
"matt moore","QB","23","9","63","111","730","3","5","3","5","0","0","0","0","0","","","","32","","54"
"darren sproles","RB","24","15","0","0","0","0","0","37","164","2","12","10","31","0","","","","32","","78"
"cedrick wilson","WR","29","16","0","0","0","0","0","2","37","0","30","18","207","1","","","1","32","","99"
"tatum bell","RB","26","5","0","0","0","0","0","44","182","1","21","14","63","0","1","","","31","","80"
"bubba franks","TE","29","8","0","0","0","0","0","0","0","0","32","18","132","3","","","","31","","34"
"marvin harrison","WR","35","5","0","0","0","0","0","0","0","0","32","20","247","1","","","","31","","102"
"vernand morency","RB","27","13","0","0","0","0","0","29","108","0","39","30","199","0","","","","31","","79"
"koren robinson","WR","27","9","0","0","0","0","0","1","5","0","34","21","241","1","","","","31","","103"
"quinn sypniewski","TE","25","15","0","0","0","0","0","0","0","0","52","34","246","1","1","","","31","","35"
"john beck","QB","26","5","60","107","559","1","3","9","12","1","0","0","0","0","5","","1","30","","56"
"todd heap","TE","27","6","0","0","0","0","0","0","0","0","34","23","239","1","","","","30","","36"
"joe horn","WR","35","12","0","0","0","0","0","0","0","0","52","27","243","1","","","","30","","104"
"matt leinart","QB","24","5","60","112","647","2","4","11","42","0","0","0","0","0","","","","30","","55"
"l.j. smith","TE","27","10","0","0","0","0","0","0","0","0","43","22","236","1","1","","","30","","37"
"chris henry","RB","22","7","0","0","0","0","0","31","119","2","7","6","53","0","","","","29","","81"
"vonta leach","RB","26","16","0","0","0","0","0","2","2","1","33","25","108","2","1","","","29","","82"
"kyle orton","QB","25","3","43","80","478","3","2","5","-1","0","0","0","0","0","","","1","29","","57"
