"Pick","Name","Pos","Team","Overall","Std..Dev","High","Low","Times.Drafted","Pos_ADP"
10.03,"kevin kolb","QB","ARI",110.9,12.9,7.06,12.04,71,15
10.04,"joe flacco","QB","BAL",112.1,14.4,5.03,12.03,67,16
10.04,"nate burleson","WR","DET",112.4,12.5,7.06,11.12,58,44
10.05,"kellen winslow","TE","TB",113,21.8,7.01,13.1,128,11
10.06,"lance moore","WR","NO",114.3,12.4,8.01,12.06,66,45
10.07,"chicago defense","DEF","CHI",114.8,10.3,7.04,11.09,37,7
10.08,"jacoby ford","WR","LV",115.9,15.4,6.1,14.07,64,46
10.1,"c.j. spiller","RB","None",118.3,14.7,8.07,14.02,61,43
10.11,"detroit defense","DEF","DET",118.5,19.9,2.1,13.09,35,8
11.01,"zach miller","TE","SEA",121.4,18.4,6.1,14.06,35,12
11.02,"jordy nelson","WR","GB",121.9,12,7.12,12.09,29,47
11.02,"roy williams","WR","CHI",122.3,13.7,7.06,14.03,29,48
11.03,"darren sproles","RB","NO",123.2,17.1,8.06,13.12,32,44
11.03,"donald driver","WR","GB",123.4,23.3,5.08,13.05,27,49
11.06,"jay cutler","QB","CHI",126,8.7,10.01,13.03,52,17
11.06,"aaron hernandez","TE","NE",126.2,18.5,7.01,14.12,102,13
11.06,"antonio brown","WR","PIT",126.3,10.9,8.1,13.02,58,50
11.08,"matt cassel","QB","KC",128,17.2,7.11,13.02,20,18
11.08,"brandon pettigrew","TE","DET",128.1,17.2,8.07,14.09,96,14
11.1,"kyle orton","QB","DEN",129.9,9.9,10.04,14.05,27,19
11.11,"ny giants defense","DEF","NYG",131.2,22.5,7.02,14.11,21,9
12.01,"roy helu","RB","WAS",132.9,18.7,8.03,15.12,27,45
12.01,"danny woodhead","RB","NE",132.9,15.8,8.1,14.06,59,46
12.03,"new orleans defense","DEF","NO",135.3,13.9,9.09,15.01,44,10
12.04,"robert meachem","WR","NO",135.6,9.3,10.08,14.05,51,51
12.04,"greg little","WR","CLE",136.3,13.9,7.03,15.01,47,52
12.04,"thomas jones","RB","KC",136.4,13.5,8.07,14.07,56,47
12.05,"ryan torain","RB","WAS",137.2,12.9,10.01,14.11,23,48
12.05,"donovan mcnabb","QB","MIN",137.4,9.6,10.05,13.08,19,20
12.06,"visanthe shiancoe","TE","MIN",137.9,27.7,6.04,15.02,23,15
12.06,"marion barber","RB","CHI",138.2,14.3,9.03,14.1,57,49
12.07,"brent celek","TE","PHI",139,25,5.04,14.12,27,16
12.07,"colt mccoy","QB","CLE",139.2,26.3,4.11,14.01,16,21
12.07,"ronnie brown","RB","DET",139.4,15.3,8.09,15.01,61,50
12.08,"montario hardesty","RB","CLE",139.6,19.3,7.05,14.12,40,51
12.08,"steve smith","WR","PHI",139.6,17,9.04,14.08,17,53
12.09,"bernard berrian","WR","MIN",140.8,14.6,10.02,15.03,20,54
12.12,"deion branch","WR","NE",144,9.6,11.05,14.07,30,55
13.01,"greg olsen","TE","CAR",144.6,15.7,8.06,14.1,48,17
13.01,"mark sanchez","QB","NYJ",144.7,13.9,8.1,15.03,31,22
13.01,"steve breaston","WR","KC",144.9,11,11.02,14.12,22,56
13.03,"emmanuel sanders","WR","PIT",146.6,16.3,9.07,15.07,26,57
13.05,"nate kaeding","PK","LAC",149.1,23.1,3.01,15.11,134,1
13.05,"demarco murray","RB","DAL",149.3,17.1,10.11,15.09,23,52
13.06,"la chargers defense","DEF","LAC",149.6,14.2,9.04,15.1,102,11
13.06,"javon ringer","RB","TEN",150.4,17.1,10.09,15.07,37,53
13.07,"james jones","WR","GB",150.5,20.5,7.04,15.08,26,58
13.07,"jared cook","TE","TEN",150.8,15.7,11.01,15.12,20,18
13.07,"stevan ridley","RB","NE",151,14.7,10.09,15.06,17,54
13.09,"ryan fitzpatrick","QB","None",152.7,17.6,9.04,15.12,45,23
13.09,"dustin keller","TE","NYJ",152.7,25.6,6.11,15.12,31,19
13.1,"cam newton","QB","CAR",153.6,29.8,3.03,15.11,28,24
13.1,"chris cooley","TE","WAS",153.6,28.5,7.05,15.12,21,20
13.1,"lance kendricks","TE","LAR",154.1,19.5,9.02,15.12,30,21
13.1,"sebastian janikowski","PK","LV",154.3,19,9.01,15.1,66,2
13.11,"delone carter","RB","IND",154.8,16.5,10.07,15.11,20,55
13.11,"devin hester","WR","CHI",155.1,16.3,10.1,15.07,22,59
14.03,"jerome harrison","RB","PHI",159.2,13.4,10.08,15.11,22,56
14.04,"mason crosby","PK","GB",160,24.3,2.02,15.12,62,3
14.05,"dexter mccluster","WR","KC",160.7,11.8,11.11,15.1,18,60
14.05,"dallas defense","DEF","DAL",161.1,10.8,12.04,15.12,45,12
14.05,"ricky williams","RB","BAL",161.4,16.3,10.01,15.11,34,57
14.07,"stephen gostkowski","PK","NE",163.4,25.7,1.11,15.12,44,4
14.08,"alex henery","PK","PHI",164.3,27.6,4.09,15.12,23,5
14.1,"neil rackers","PK","HOU",166.2,12.6,11.01,15.12,41,6
14.11,"san francisco defense","DEF","SF",166.8,10.8,12.04,15.11,19,13
15.01,"minnesota defense","DEF","MIN",169.3,10.8,12.11,15.12,19,14
15.02,"matt bryant","PK","ATL",170.2,18.3,6.1,15.12,37,7
159.7,"wil lutz","PK","NO",139,8.2,138,180,6,8
159.9,"miles boykin","WR","BAL",32,19.2,110,181,8,61
160,"jaylen samuels","RB","PIT",57,17.6,114,180,8,58
160.2,"darwin thompson","RB","KC",24,16.2,117,180,10,59
160.6,"adrian peterson","RB","WAS",95,15.8,119,180,8,60
161.1,"benny snell jr.","RB","PIT",30,12.5,136,179,8,61
161.2,"hayden hurst","TE","BAL",152,17.9,114,180,8,22
161.5,"randall cobb","WR","HOU",26,18.5,113,180,8,62
161.7,"la chargers defense","DEF","LAC",107,12.5,129,182,10,15
161.7,"josh reynolds","WR","LAR",18,14.4,135,180,9,63
161.8,"dallas defense","DEF","DAL",58,11.8,136,179,10,16
162.1,"gus edwards","RB","BAL",50,16.2,121,180,8,62
163.1,"breshad perriman","WR","NYJ",40,18.6,121,192,11,64
163.7,"robbie gould","PK","SF",79,9,140,180,11,9
163.8,"kenny stills","WR","HOU",132,15.5,123,181,8,65
164.3,"ito smith","RB","ATL",18,13.7,137,180,10,63
164.3,"matt prater","PK","DET",31,10.1,138,177,5,10
166,"tampa bay defense","DEF","TB",48,11.9,134,180,13,17
166.5,"steven hauschka","PK","BUF",22,7.7,146,180,11,11
166.8,"denver defense","DEF","DEN",93,9.6,141,180,8,18
167.1,"dan bailey","PK","MIN",42,6.1,159,180,7,12
167.6,"kansas city defense","DEF","KC",68,11.7,137,180,10,19
169,"kaimi fairbairn","PK","HOU",73,6.2,152,180,8,13
169.8,"malcolm brown","RB","LAR",23,9,149,179,9,64
170,"minnesota defense","DEF","MIN",25,10.3,148,180,7,20
171.5,"zane gonzalez","PK","ARI",60,5.3,161,180,8,14
172.1,"younghoe koo","PK","ATL",56,5.3,161,180,10,15
172.5,"mason crosby","PK","GB",51,6.7,155,180,5,16
172.8,"jason myers","PK","SEA",35,3.9,164,180,6,17
