"Name","Pos","Age","Games","Pass_Comp","Pass_Att","Pass_Yards","Pass_TD","Pass_INT","Rush_Att","Rush_Yards","Rush_TD","Rec_Tgt","Rec_Comp","Rec_Yards","Rec_TD","Fum_Lost","2PT_Made","2PT_Pass","Fan_Pts","VBD","Pos_Rk"
"jason snelling","RB","26","14","0","0","0","0","0","142","613","4","39","30","259","1","1","","","117","","36"
"julius jones","RB","28","14","0","0","0","0","0","177","663","2","43","35","232","2","","","","114","","37"
"mario manningham","WR","23","14","0","0","0","0","0","0","0","0","99","57","822","5","1","","","112","","31"
"austin collie","WR","24","16","0","0","0","0","0","2","1","0","89","60","676","7","","","","110","","32"
"t.j. houshmandzadeh","WR","32","16","0","0","0","0","0","0","0","0","135","79","911","3","1","","","109","","33"
"santana moss","WR","30","16","0","0","0","0","0","2","8","0","120","70","902","3","1","","","109","","34"
"jerricho cotchery","WR","27","14","0","0","0","0","0","2","7","1","96","57","821","3","","","","107","","35"
"chris chambers","WR","31","16","0","0","0","0","0","0","0","0","92","45","730","5","","","","103","","37"
"lee evans","WR","28","16","0","0","0","0","0","0","0","0","96","44","612","7","","","","103","","36"
"pierre garcon","WR","23","14","0","0","0","0","0","2","10","0","92","47","765","4","","","","102","","39"
"roy williams","WR","28","15","0","0","0","0","0","0","0","0","86","38","596","7","1","","","102","","38"
"jeremy maclin","WR","21","15","0","0","0","0","0","2","-7","0","91","56","773","4","","","","101","","40"
"nate burleson","WR","28","13","0","0","0","0","0","2","4","0","103","63","812","3","2","","","100","","41"
"josh freeman","QB","21","10","158","290","1855","10","18","30","161","0","1","0","1","0","1","1","1","100","","27"
"jermichael finley","TE","22","13","0","0","0","0","0","0","0","0","72","55","676","5","1","","","98","","13"
"felix jones","RB","22","14","0","0","0","0","0","116","685","3","22","19","119","0","2","","","98","","38"
"mike bell","RB","26","13","0","0","0","0","0","172","654","5","4","4","12","0","2","","","97","","39"
"todd heap","TE","29","16","0","0","0","0","0","1","2","0","75","53","593","6","","","","96","","14"
"patrick crayton","WR","30","16","0","0","0","0","0","4","28","0","67","37","622","5","1","","","95","","42"
"steve breaston","WR","26","15","0","0","0","0","0","2","44","0","82","55","712","3","1","","","94","","47"
"correll buckhalter","RB","31","14","0","0","0","0","0","120","642","1","38","31","240","0","2","","","94","","40"
"braylon edwards","WR","26","16","0","1","0","0","0","0","0","0","95","45","680","4","1","1","","94","","44"
"devery henderson","WR","27","16","0","0","0","0","0","4","13","0","83","51","804","2","","","","94","","45"
"devin hester","WR","27","13","0","0","0","0","0","6","-1","0","91","57","757","3","1","","","94","","46"
"nate washington","WR","26","16","0","0","0","0","0","2","15","0","95","47","569","6","","","","94","","43"
"ryan fitzpatrick","QB","27","10","127","227","1422","9","10","31","141","1","0","0","0","0","2","","","93","","28"
"donnie avery","WR","25","16","0","0","0","0","0","4","30","0","97","47","589","5","2","","","92","","48"
"davone bess","WR","24","16","0","0","0","0","0","2","11","0","113","76","758","2","3","","","89","","49"
"brady quinn","QB","25","10","136","256","1339","8","7","20","98","1","1","1","18","0","3","","","89","","29"
"kevin boss","TE","25","15","0","0","0","0","0","1","16","0","69","42","567","5","","","","88","","15"
"kenny britt","WR","21","16","0","0","0","0","0","0","0","0","75","42","701","3","1","","","88","","50"
"michael bush","RB","25","16","0","1","0","0","0","123","589","3","19","17","105","0","2","","","87","","41"
"fred davis","TE","23","16","0","0","0","0","0","0","0","0","76","48","509","6","","","","87","","16"
"earl bennett","WR","22","16","0","0","0","0","0","0","0","0","88","54","717","2","","1","","86","","52"
"bernard berrian","WR","29","16","0","0","0","0","0","0","0","0","92","55","618","4","","","","86","","51"
"jake delhomme","QB","34","11","178","321","2015","8","18","17","60","0","0","0","0","0","3","","1","85","","30"
"jabar gaffney","WR","29","16","0","0","0","0","0","0","0","0","87","54","732","2","","","","85","","53"
"chester taylor","RB","30","16","0","0","0","0","0","94","338","1","59","44","389","1","","","","85","","42"
"antonio bryant","WR","28","13","0","0","0","0","0","0","0","0","86","39","600","4","","","","84","","54"
"malcom floyd","WR","28","16","0","0","0","0","0","0","0","0","76","45","776","1","","","","84","","55"
"dwayne bowe","WR","25","11","0","0","0","0","0","0","0","0","87","47","589","4","","","","83","","56"
"johnny knox","WR","23","15","0","0","0","0","0","0","0","0","80","45","527","5","2","","","83","","57"
"laveranues coles","WR","32","16","0","0","0","0","0","2","10","0","77","43","514","5","","","","82","","58"
"owen daniels","TE","27","8","0","0","0","0","0","0","0","0","58","40","519","5","","","","82","","17"
"kevin faulk","RB","33","15","0","0","0","0","0","62","335","2","53","37","301","1","1","","","82","","43"
"jacoby jones","WR","25","14","0","0","0","0","0","3","22","0","40","27","437","6","","","","82","","59"
"mohamed massaquoi","WR","23","16","0","0","0","0","0","1","-3","0","95","34","624","3","1","","","80","","60"
"ryan moats","RB","27","14","0","0","0","0","0","101","390","4","15","13","106","1","1","","","80","","44"
"jason avant","WR","26","16","0","0","0","0","0","0","0","0","58","41","587","3","","1","","79","","62"
"louis murphy","WR","22","16","0","0","0","0","0","6","31","0","96","34","521","4","","","","79","","61"
"justin fargas","RB","29","12","0","0","0","0","0","129","491","3","21","17","113","0","","","","78","","45"
"brian hartline","WR","23","16","0","0","0","0","0","4","29","1","56","31","506","3","","","","78","","63"
"josh morgan","WR","24","16","0","0","0","0","0","5","61","0","80","52","527","3","","","","77","","64"
"kevin walter","WR","28","14","0","0","0","0","0","4","26","0","70","53","611","2","","","","76","","65"
"michael crabtree","WR","22","11","0","0","0","0","0","0","0","0","86","48","625","2","1","","","75","","66"
"marshawn lynch","RB","23","13","0","0","0","0","0","120","450","2","37","28","179","0","1","","","75","","46"
"jeremy shockey","TE","29","13","0","0","0","0","0","0","0","0","67","48","569","3","","","","75","","18"
"james jones","WR","25","16","0","0","0","0","0","0","0","0","62","32","440","5","","","","74","","67"
"derrick ward","RB","29","14","0","0","0","0","0","114","409","1","24","20","150","2","","","","74","","47"
"maurice morris","RB","30","14","0","0","0","0","0","93","384","2","38","26","210","0","","1","","73","","48"
"torry holt","WR","33","15","0","0","0","0","0","0","0","0","103","51","722","0","1","","","72","","68"
"michael jenkins","WR","27","15","0","0","0","0","0","0","0","0","90","50","635","1","","","","70","","69"
"matt moore","QB","25","7","85","138","1053","8","2","12","-3","0","0","0","0","0","","","","70","","31"
"ben watson","TE","29","16","0","0","0","0","0","0","0","0","41","29","404","5","","","","70","","19"
"leonard weaver","RB","27","16","0","0","0","0","0","70","323","2","26","15","140","2","","","","70","","49"
"marc bulger","QB","32","9","140","247","1469","5","6","8","22","0","0","0","0","0","1","","","69","","33"
"bruce gradkowski","QB","26","7","82","150","1007","6","3","18","108","0","0","0","0","0","2","","","69","","32"
"tashard choice","RB","25","16","0","0","0","0","0","64","349","3","22","15","132","0","","1","","68","","50"
"trent edwards","QB","26","8","110","183","1169","6","7","14","106","0","0","0","0","0","","","","67","","34"
"dustin keller","TE","25","16","0","0","0","0","0","1","7","0","82","45","522","2","1","1","","67","","20"
"clinton portis","RB","28","8","0","1","0","0","0","124","494","1","12","9","57","1","1","","","67","","51"
"shonn greene","RB","24","14","0","0","0","0","0","108","540","2","5","0","0","0","3","","","66","","54"
"larry johnson","RB","30","14","0","0","0","0","0","178","581","0","21","15","80","0","1","","","66","","53"
"darren mcfadden","RB","22","12","0","0","0","0","0","104","357","1","36","21","245","0","3","","","66","","52"
"kerry collins","QB","37","7","119","216","1225","6","8","11","15","1","0","0","0","0","2","","","65","","35"
"marcedes lewis","TE","25","15","0","0","0","0","0","0","0","0","59","32","518","2","","","","64","","21"
"muhsin muhammad","WR","36","14","0","0","0","0","0","0","0","0","89","53","581","1","","","","64","","70"
"donald brown","RB","22","11","0","0","0","0","0","78","281","3","14","11","169","0","","","","63","","55"
"andre caldwell","WR","24","16","0","0","0","0","0","3","22","0","80","51","432","3","2","","","63","","71"
"mark clayton","WR","27","14","1","1","0","0","0","4","28","0","74","34","480","2","1","","","63","","72"
"josh cribbs","WR","26","16","1","4","18","0","1","55","381","1","37","20","135","1","2","","","62","","73"
"sammy morris","RB","32","12","0","0","0","0","0","73","319","2","27","19","180","0","1","","","62","","56"
"shaun hill","QB","29","6","87","155","943","5","2","8","70","0","0","0","0","0","1","","","61","","36"
"jamal lewis","RB","30","9","0","0","0","0","0","143","500","0","11","8","88","0","","1","","61","","57"
"bryant johnson","WR","28","16","0","0","0","0","0","0","0","0","87","35","417","3","","","","60","","75"
"mike thomas","WR","22","14","0","0","0","0","0","12","86","0","62","48","453","1","1","","","60","","74"
"mike tolbert","RB","24","16","0","0","0","0","0","25","148","1","22","17","192","3","","","","58","","58"
"brian westbrook","RB","30","8","0","1","0","0","0","61","274","1","34","25","181","1","","","","58","","59"
"brandon stokley","WR","33","16","0","0","0","0","0","0","0","0","33","19","327","4","","","","57","","76"
"justin gage","WR","28","12","0","0","0","0","0","0","0","0","67","28","383","3","","","","56","","77"
"ted ginn","WR","24","16","0","0","0","0","0","7","48","0","78","38","454","1","","","","56","","78"
"deion branch","WR","30","14","0","0","0","0","0","1","-8","0","79","45","437","2","","","","55","","81"
"greg camarillo","WR","27","16","0","0","0","0","0","0","0","0","72","50","552","0","","","","55","","79"
"kelley washington","WR","30","15","0","0","0","0","0","1","1","0","48","34","431","2","","","","55","","80"
"devin aromashodu","WR","25","10","0","0","0","0","0","0","0","0","43","24","298","4","","","","54","","82"
"tony scheffler","TE","26","15","0","0","0","0","0","0","0","0","50","31","416","2","","","","54","","22"
"rock cartwright","RB","30","16","0","0","0","0","0","64","228","0","32","27","242","1","","","","53","","61"
"arian foster","RB","23","6","0","0","0","0","0","54","257","3","9","8","93","0","1","","","53","","60"
"antwaan randle el","WR","30","16","0","0","0","0","0","0","0","0","77","50","530","0","2","","","53","","83"
"fred taylor","RB","33","6","0","0","0","0","0","63","269","4","3","2","17","0","1","","","53","","62"
"ladell betts","RB","30","10","0","0","0","0","0","56","210","2","21","17","179","0","","","","51","","64"
"willie parker","RB","29","14","0","0","0","0","0","98","389","0","7","6","64","1","1","","","51","","63"
"chris brown","RB","28","14","0","1","0","0","1","79","267","3","21","16","74","0","1","","","50","","65"
"brandon jackson","RB","24","12","0","0","0","0","0","37","111","2","26","21","187","1","","1","","50","","67"
"jerious norwood","RB","26","10","0","0","0","0","0","76","252","0","22","19","186","1","1","","","50","","66"
"bo scaife","TE","28","14","0","0","0","0","0","0","0","0","70","45","440","1","1","","","50","","23"
"devin thomas","WR","23","14","0","0","0","0","0","3","-2","0","47","25","325","3","","","","50","","84"
"bobby wade","WR","28","12","0","0","0","0","0","3","11","0","74","36","367","2","1","","","50","","85"
"chaz schilens","WR","24","8","0","0","0","0","0","0","0","0","52","29","365","2","","","","49","","86"
"quinton ganther","RB","25","8","0","0","0","0","0","62","201","3","10","9","99","0","","","","48","","68"
"will heller","TE","28","16","0","0","0","0","0","0","0","0","50","29","296","3","","","","48","","24"
"mark bradley","WR","27","13","1","1","26","0","0","2","20","0","57","24","320","2","","","","47","","87"
"daunte culpepper","QB","32","8","89","157","945","3","6","18","91","0","0","0","0","0","","","","47","","37"
"brandon pettigrew","RB","24","11","0","0","0","0","0","0","0","0","54","30","346","2","","","","47","","69"
"anthony fasano","TE","25","14","0","0","0","0","0","0","0","0","53","31","339","2","1","","","46","","25"
"kevin kolb","QB","25","5","62","96","741","4","3","5","-1","1","0","0","0","0","1","","","46","","39"
"jamarcus russell","QB","24","12","120","246","1287","3","11","18","44","0","0","0","0","0","6","","","46","","38"
"leon washington","RB","27","7","0","0","0","0","0","72","331","0","26","15","131","0","1","","","46","","70"
"sam aiken","WR","29","14","0","0","0","0","0","0","0","0","41","20","326","2","","","","45","","88"
"chris cooley","TE","27","7","0","0","0","0","0","0","0","0","45","29","332","2","","","","45","","27"
"daniel fells","TE","26","14","0","0","0","0","0","0","0","0","35","21","273","3","1","","","45","","26"
"seneca wallace","QB","29","13","78","120","700","3","2","16","2","1","3","2","29","0","2","","","45","","40"
"kyle boller","QB","28","7","98","176","899","3","6","13","76","0","0","0","0","0","2","","","44","","41"
"leron mcclain","RB","25","16","0","0","0","0","0","46","180","2","27","21","141","0","","","","44","","71"
"jordy nelson","WR","24","13","0","0","0","0","0","0","0","0","31","22","320","2","","","","44","","90"
"chansi stuckey","WR","26","15","0","0","0","0","0","2","6","0","66","30","318","2","","","","44","","89"
"lex hilliard","RB","25","16","0","0","0","0","0","23","89","1","20","20","158","2","","","","43","","73"
"mewelde moore","RB","27","16","1","1","6","1","0","35","118","0","31","21","153","2","","","","43","","72"
"dante rosario","TE","25","14","0","0","0","0","0","0","0","0","48","26","313","2","","","","43","","28"
"maurice stovall","WR","24","15","0","0","0","0","0","0","0","0","47","24","366","1","","","","43","","91"
"julian edelman","WR","23","11","0","0","0","0","0","2","5","0","54","37","359","1","","","","42","","92"
"josh johnson","QB","23","6","63","125","685","4","8","22","148","0","0","0","0","0","1","","","42","","42"
"dennis northcutt","WR","32","16","0","0","0","0","0","0","0","0","63","35","357","1","1","","","42","","93"
"chris redman","QB","32","6","69","119","781","4","3","6","4","0","0","0","0","0","","","","42","","43"
"david thomas","RB","26","15","0","0","0","0","0","0","0","0","48","35","356","1","","","","42","","74"
"brandon gibson","WR","22","10","0","0","0","0","0","0","0","0","69","34","348","1","1","","","41","","94"
"derek anderson","QB","26","8","81","182","888","3","10","10","8","2","0","0","0","0","3","","","40","","44"
"randy mcmichael","TE","30","16","0","0","0","0","0","0","0","0","62","34","332","1","","","","39","","29"
"bernard scott","RB","25","13","0","0","0","0","0","74","321","0","8","5","67","0","","","","39","","75"
"sammie stroughter","WR","23","13","0","0","0","0","0","0","0","0","60","31","334","1","","","","39","","95"
"danny amendola","WR","24","14","0","0","0","0","0","3","-2","0","63","43","326","1","1","","","38","","96"
"joel dreessen","TE","27","16","0","0","0","0","0","0","0","0","39","26","320","1","","","","38","","30"
"j.p. foschi","TE","27","15","0","0","0","0","0","0","0","0","37","27","260","2","1","","","38","","32"
"jeff king","TE","26","16","0","0","0","0","0","0","0","0","33","25","200","3","","","","38","","31"
"legedu naanee","WR","26","15","1","1","21","0","0","3","7","0","29","24","242","2","","","","38","","97"
"david anderson","WR","26","16","0","0","0","0","0","0","0","0","53","38","370","0","","","","37","","98"
"glen coffee","RB","22","14","0","0","0","0","0","83","226","1","18","11","76","0","","","","36","","77"
"chris henry","WR","26","8","0","0","0","0","0","0","0","0","23","12","236","2","","","","36","","99"
"rashad jennings","RB","24","15","0","0","0","0","0","39","202","1","18","16","101","0","","","","36","","76"
"lendale white","RB","25","13","0","0","0","0","0","64","222","2","5","3","14","0","1","","","36","","78"
"daniel graham","TE","31","16","0","0","0","0","0","0","0","0","43","28","289","1","","","","35","","34"
"spencer havner","TE","26","16","0","0","0","0","0","0","0","0","10","7","112","4","","","","35","","33"
"malcolm kelly","WR","23","16","0","0","0","0","0","0","0","0","41","25","347","0","","","","35","","101"
"josh reed","WR","29","14","0","0","0","0","0","0","0","0","45","27","291","1","1","","","35","","100"
"eddie royal","WR","23","14","0","0","0","0","0","1","1","0","79","37","345","0","1","","","35","","102"
"chris jennings","RB","24","9","0","0","0","0","0","63","220","1","13","9","56","0","","","","34","","79"
"byron leftwich","QB","29","3","58","107","594","4","3","6","6","0","0","0","0","0","","","","34","","45"
"zach miller","TE","25","14","0","0","0","0","0","1","3","0","27","21","212","2","","","","34","","35"
"brad smith","WR","26","13","1","1","27","0","0","18","207","1","12","7","63","0","","","","34","","103"
"donald lee","TE","29","16","0","0","0","0","0","0","0","0","54","37","260","1","","","","32","","36"
"brian leonard","RB","25","14","0","0","0","0","0","27","84","0","35","30","217","0","1","1","","32","","80"
"michael clayton","WR","27","13","0","1","0","0","0","0","0","0","48","16","230","1","","1","","31","","104"
"mike sellers","RB","34","15","0","0","0","0","0","0","0","0","26","17","176","2","1","","","30","","81"
"lynell hamilton","RB","24","9","0","0","0","0","0","35","125","2","7","5","48","0","","","","29","","82"
"lance moore","WR","26","7","0","0","0","0","0","0","0","0","19","14","153","2","","","","29","","105"
"michael vick","QB","29","12","6","13","86","1","0","24","95","2","0","0","0","0","","","","29","","46"
"aaron brown","WR","24","15","0","0","0","0","0","27","131","0","15","9","84","1","","","","28","","107"
"alge crumpler","TE","32","16","0","0","0","0","0","0","0","0","37","27","222","1","1","","","28","","38"
"joey haynos","TE","25","16","0","0","0","0","0","0","0","0","37","19","162","2","","","","28","","37"
"johnnie lee higgins","WR","26","15","0","0","0","0","0","2","21","0","45","19","263","0","1","","","28","","106"
"desmond clark","TE","32","11","0","0","0","0","0","0","0","0","34","19","145","2","","","","27","","41"
"early doucet","WR","24","9","0","0","0","0","0","0","0","0","24","17","214","1","","","","27","","108"
"heath evans","RB","31","6","0","0","0","0","0","5","16","1","13","10","70","2","","","","27","","83"
"ben patrick","TE","25","9","0","0","0","0","0","0","0","0","16","12","146","2","","","","27","","40"
"delanie walker","TE","25","16","0","0","0","0","0","3","34","0","33","21","233","0","2","","","27","","39"
"chris baker","TE","30","16","0","0","0","0","0","0","0","0","19","14","142","2","","","","26","","42"
"isaac bruce","WR","37","10","0","0","0","0","0","1","-8","0","49","21","264","0","","","","26","","109"
"kellen davis","TE","24","16","0","0","0","0","0","0","0","0","14","9","75","3","","","","26","","44"
"dwayne jarrett","WR","23","13","0","0","0","0","0","0","0","0","31","17","196","1","","","","26","","110"
