#,Pick,Name,Pos,Team,Overall,Std. Dev,High,Low,Times Drafted
29,3.04,Josh Jacobs,RB,LV,28,3.7,2.03,3.12,79
30,3.04,Kerryon Johnson,RB,DET,28.5,3.2,2.04,4.02,131
31,3.05,David Montgomery,RB,CHI,29.1,3.3,2.05,3.12,103
32,3.07,George Kittle,TE,SF,31.1,5,1.11,4.07,100
33,3.08,Devonta Freeman,RB,ATL,31.7,3.6,2.09,4.03,164
34,3.1,Sony Michel,RB,NE,33.8,3,2.12,4.08,153
35,3.1,Amari Cooper,WR,DAL,33.9,4.4,2.09,4.08,134
36,3.11,Derrick Henry,RB,TEN,35.4,5,2.04,4.12,124
37,4.01,Stefon Diggs,WR,MIN,36.6,3.9,3.01,4.09,109
38,4.01,Zach Ertz,TE,PHI,37.3,4.5,2.11,4.12,105
39,4.01,Mark Ingram,RB,BAL,37.5,3.5,2.11,4.12,117
40,4.03,Brandin Cooks,WR,LAR,38.9,3.9,3.01,4.11,115
41,4.04,Melvin Gordon,RB,LAC,40.3,5.6,2.11,5.02,60
42,4.06,Marlon Mack,RB,IND,41.5,4.2,3.03,5.05,134
43,4.06,Deshaun Watson,QB,HOU,41.7,7.3,2.11,5.06,65
44,4.07,Tyler Lockett,WR,SEA,42.5,3.1,3.09,5.02,119
45,4.07,Chris Godwin,WR,TB,43.3,4,3.08,5.06,76
46,4.08,Robert Woods,WR,LAR,44,3.5,3.08,5.03,100
47,4.1,Julian Edelman,WR,NE,46,4.8,3.01,5.11,116
48,4.11,Phillip Lindsay,RB,DEN,47.1,5.6,3.08,6.03,113
49,5.01,Tevin Coleman,RB,SF,48.7,5.4,3.12,6.07,106
50,5.01,Cooper Kupp,WR,LAR,49.1,4.4,4.01,5.1,76
51,5.01,Miles Sanders,RB,PHI,49.5,5.5,4.01,5.12,80
52,5.02,Josh Gordon,WR,SEA,50.4,4.6,4.01,6.02,97
53,5.04,T.Y. Hilton,WR,IND,52,4.2,4.07,6.06,125
54,5.04,Aaron Rodgers,QB,GB,52.2,5,4.03,6.01,86
55,5.05,Kenny Golladay,WR,DET,53,5.4,4.05,6.08,137
56,5.06,O.J. Howard,TE,TB,54.1,5.9,3.12,6.05,62
57,5.07,Mike Williams,WR,LAC,54.9,4.3,4.01,6.05,96
58,5.08,Austin Ekeler,RB,LAC,55.7,7.3,3.12,6.11,169
59,5.09,Duke Johnson,RB,HOU,57.1,5.5,4.03,7.01,126
60,5.11,Baker Mayfield,QB,CLE,58.5,9.5,1.06,6.11,75
61,5.11,Calvin Ridley,WR,ATL,59.1,4.8,4.12,6.09,108
62,5.12,Evan Engram,TE,NYG,60,7.8,2.12,6.11,72
63,6.01,A.J. Green,WR,CIN,61.4,6,4.08,7.05,79
64,6.02,Tyler Boyd,WR,CIN,62.2,6,4.06,7.12,100
65,6.02,Matt Ryan,QB,ATL,62.4,5.6,5.01,7.05,55
66,6.03,Derrius Guice,RB,WAS,63.3,5.6,4.11,7.08,143
67,6.04,Hunter Henry,TE,LAC,63.9,5.7,4.08,7.01,74
68,6.07,James White,RB,NE,66.6,8.5,3.11,7.1,95
69,6.07,Dede Westbrook,WR,JAX,67.1,5.5,4.09,7.11,132
70,6.09,Drew Brees,QB,NO,69.3,13.9,1.01,7.11,55
71,6.1,D.J. Moore,WR,CAR,69.6,5.8,5.01,7.1,95
72,6.1,Carson Wentz,QB,PHI,69.9,6.7,4.12,8.04,71
73,6.11,Latavius Murray,RB,NO,70.6,6.7,5.05,8.03,116
74,6.11,Alshon Jeffery,WR,PHI,70.9,6.9,4.12,8.04,99
75,7.01,Jared Cook,TE,NO,72.9,4.5,6.04,7.11,53
76,7.02,Robby Anderson,WR,NYJ,73.6,6.1,5.05,8.04,69
77,7.03,Allen Robinson,WR,CHI,75.2,6.2,6.03,8.08,92
78,7.04,Jarvis Landry,WR,CLE,76.3,7.4,4.11,8.08,91
79,7.06,Vance McDonald,TE,PIT,77.8,6.4,6.02,9.02,56
80,7.06,Tony Pollard,RB,DAL,78,7.8,5.12,8.09,60
81,7.07,Kenyan Drake,RB,ARI,78.5,6.8,6.01,8.09,102
82,7.08,Darwin Thompson,RB,KC,79.5,7.2,6.08,8.1,29
83,7.08,Jared Goff,QB,LAR,80.3,5.9,6.05,8.11,81
84,7.08,Will Fuller,WR,HOU,80.4,6.6,5.11,9.07,101
85,7.1,Matt Breida,RB,SF,82.3,7,6.02,9.03,154
86,7.12,David Njoku,TE,CLE,83.8,7.9,6.09,9.05,37
87,7.12,Tarik Cohen,RB,CHI,84.1,9.9,5.07,9.05,89
88,8.02,Emmanuel Sanders,WR,SF,86,7.1,4.11,9.03,118
89,8.02,Devin Singletary,RB,BUF,86.4,12.8,4.12,9.1,192
90,8.03,Russell Wilson,QB,SEA,86.6,8,7.01,9.1,40
91,8.04,Lamar Jackson,QB,BAL,88.2,12.3,4.02,10.02,61
92,8.05,Curtis Samuel,WR,CAR,88.8,7.5,6.02,9.1,100
93,8.05,Chicago Defense,DEF,CHI,88.9,11.7,2.11,9.05,86
94,8.07,LeSean McCoy,RB,KC,90.9,13.1,2.06,9.12,127
95,8.07,Sammy Watkins,WR,KC,91.1,6.8,6.12,9.09,67
96,8.08,Christian Kirk,WR,ARI,91.6,7.9,5.11,9.1,85
97,8.08,Rashaad Penny,RB,SEA,91.9,7.5,5.12,9.07,58
98,8.09,Darrell Henderson,RB,LAR,92.6,6.7,6.12,9.07,49
99,9.02,Cam Newton,QB,CAR,97.8,8.5,7.02,10.07,98
100,9.03,Marvin Jones,WR,DET,98.6,6.1,7.1,9.12,65
101,9.03,Delanie Walker,TE,TEN,98.7,14,7.06,11.12,46
102,9.03,Jordan Howard,RB,PHI,98.8,9.2,6.03,10.02,42
103,9.03,Sterling Shepard,WR,NYG,99,10.2,6.01,10.05,80
104,9.06,Kareem Hunt,RB,CLE,102.2,9.7,6.09,10.09,42
105,9.07,James Washington,WR,PIT,102.5,9,7.01,10.08,73
106,9.07,Marquez Valdes-Scantling,WR,GB,102.6,6.7,7.08,10.07,110
107,9.07,Kyler Murray,QB,ARI,102.9,8.6,7.08,10.12,67
108,9.08,Philip Rivers,QB,LAC,104.3,10.2,7.07,11.04,75
109,9.09,Jameis Winston,QB,TB,104.8,9.2,7.04,10.11,80
110,9.09,LA Rams Defense,DEF,LAR,105.4,5.7,8.1,10.08,63
111,9.12,Royce Freeman,RB,DEN,108.4,8.6,7.09,11.1,54
112,9.12,Corey Davis,WR,TEN,108.5,8.3,7.02,11.03,73
113,10.02,Jacksonville Defense,DEF,JAX,109.8,15.7,3.02,11.03,36
114,10.02,Eric Ebron,TE,IND,109.9,17.4,7.01,12.1,45
115,10.03,Geronimo Allison,WR,GB,111.3,8.6,7.1,11.04,67
116,10.04,Michael Gallup,WR,DAL,111.6,8.3,7.08,11.07,81
117,10.05,Ben Roethlisberger,QB,PIT,112.9,11.2,7.05,12.01,96
118,10.06,Larry Fitzgerald,WR,ARI,114.2,10.8,6.09,11.1,64
119,10.06,Tom Brady,QB,NE,114.3,17.4,2.12,12.03,76
120,10.06,Adrian Peterson,RB,WAS,114.4,7.6,8.07,11.09,42
121,10.07,Baltimore Defense,DEF,BAL,114.9,11.3,7.04,11.09,27
122,10.08,Peyton Barber,RB,TB,115.5,10.8,7.11,11.12,57
123,10.1,DeSean Jackson,WR,PHI,117.8,8.6,8.04,12.01,55
124,10.11,Justice Hill,RB,BAL,118.8,10.2,8.01,12.07,92
125,10.12,Dante Pettis,WR,SF,120.2,8.7,8.07,12.02,57
126,11.02,Minnesota Defense,DEF,MIN,122.4,8.2,8.07,12.08,26
127,11.03,Justin Jackson,RB,LAC,123.3,11.2,8.09,12.12,136
128,11.04,Courtland Sutton,WR,DEN,123.9,9.6,8.02,12.07,53
129,11.06,D.K. Metcalf,WR,SEA,126.4,8.4,9.12,12.08,30
130,11.07,Donte Moncrief,WR,CAR,127.1,8.7,9.07,12.09,48
131,11.07,Dak Prescott,QB,DAL,127.3,7.5,9.09,12.07,66
132,11.07,Kalen Ballage,RB,MIA,127.5,8.9,9.12,13.03,73
133,11.07,Cleveland Defense,DEF,CLE,127.5,7.4,9.09,12.03,21
134,11.09,Jaylen Samuels,RB,PIT,128.6,10.3,8.1,13.02,73
135,11.1,Alexander Mattison,RB,MIN,129.5,10.3,9.03,13.03,81
136,11.1,Mark Andrews,TE,BAL,129.7,16.3,6.11,14.06,102
137,11.1,Trey Burton,TE,CHI,130.3,17.6,7.05,13.1,56
138,11.11,LA Chargers Defense,DEF,LAC,131.1,7.5,10.1,13.06,17
139,11.12,Kirk Cousins,QB,MIN,131.5,9.7,9.01,12.11,59
140,12.01,Golden Tate,WR,NYG,133.1,8.4,10.02,13.02,44
141,12.01,Mecole Hardman,WR,KC,133.1,13.6,9.01,13.09,26
142,12.03,Tyrell Williams,WR,LV,134.6,8.6,10.05,13.06,60
143,12.03,Anthony Miller,WR,CHI,134.6,9,10.08,13.06,31
144,12.03,John Brown,WR,BUF,135.3,8.2,10.07,13.01,43
145,12.06,Mitch Trubisky,QB,CHI,138.4,6.8,11.02,13.06,38
146,12.08,Dallas Defense,DEF,DAL,140.3,10.1,10.01,14.03,34
147,12.12,Carlos Hyde,RB,HOU,143.8,18.5,7.06,15.03,122
148,13.01,Josh Allen,QB,BUF,144.8,10.9,10.05,15.04,42
149,13.01,Greg Zuerlein,PK,LAR,144.8,9.9,9.09,14.01,168
150,13.01,Denver Defense,DEF,DEN,145.1,9.8,10.11,15.03,32
151,13.02,Harrison Butker,PK,KC,146,13.7,9.06,14.04,41
152,13.02,New England Defense,DEF,NE,146.2,12.4,10.04,15.07,44
153,13.04,Damien Harris,RB,NE,148.2,11.1,10.04,15.02,40
154,13.05,Keke Coutee,WR,HOU,149,14.6,11.03,15.02,28
155,13.05,Austin Hooper,TE,ATL,149.2,21.1,7.01,15.12,129
156,13.05,Justin Tucker,PK,BAL,149.4,8.6,10.05,14.03,87
157,13.06,T.J. Hockenson,TE,DET,149.7,20.6,7.01,15.12,122
158,13.06,Ronald Jones II,RB,TB,150.1,17.1,9.01,15.06,31
159,13.07,Jamison Crowder,WR,NYJ,150.7,13.2,11.01,15.04,43
160,13.1,Jimmy Garoppolo,QB,SF,153.7,11.3,12.04,15.11,39
161,13.1,Ito Smith,RB,ATL,153.7,15.3,10.11,15.1,57
162,13.1,Stephen Gostkowski,PK,NE,154.2,14.1,11.01,15.01,25
163,13.11,Derek Carr,QB,LV,155,13.4,11.06,15.12,28
164,13.11,Dion Lewis,RB,TEN,155,14.3,11.01,15.08,40
165,13.11,Jordan Reed,TE,WAS,155.1,24.9,9.01,15.12,20
166,13.12,Greg Olsen,TE,CAR,156.1,24.7,4.1,15.12,63
167,14.01,N'Keal Harry,WR,NE,156.8,16.3,11.01,15.07,14
168,14.01,CJ Anderson,RB,FA,156.8,13.4,12.07,15.09,18
169,14.01,Marquise Goodwin,WR,SF,157.2,10.9,12.07,15.08,37
170,14.01,Ty Montgomery,RB,NYJ,157.3,19,10.04,15.12,15
171,14.03,Wil Lutz,PK,NO,159.2,3.9,12.12,14.11,35
172,14.03,Dare Ogunbowale,RB,TB,159.5,22.8,9.07,16.03,15
173,14.04,Kenny Stills,WR,HOU,160.1,14.2,12.03,15.11,18
174,14.04,Kaimi Fairbairn,PK,HOU,160.2,10.9,10.05,15.09,28
175,14.06,Sam Darnold,QB,NYJ,162.3,13.6,11.09,15.12,17
176,14.06,Seattle Defense,DEF,SEA,162.5,14.4,10.12,15.12,80
177,14.07,Tre'Quan Smith,WR,NO,162.5,10.3,13.01,15.1,19
178,14.07,Philadelphia Defense,DEF,PHI,162.7,11.5,11.08,15.12,87
179,14.07,Deebo Samuel,WR,SF,163.3,8.1,13.1,15.11,20
180,14.08,Miles Boykin,WR,BAL,163.6,14.9,10.06,15.12,23
181,14.08,Jacoby Brissett,QB,IND,164.4,11.3,12.01,15.07,16
182,14.09,Robbie Gould,PK,SF,164.9,4,14.05,15.06,19
183,14.09,Matthew Stafford,QB,DET,165.4,12.7,12.08,16.06,29
184,14.11,Malcolm Brown,RB,LAR,166.9,14.1,11.01,15.12,30
185,14.11,Houston Defense,DEF,HOU,167.4,12.2,12.04,15.12,29
186,14.12,Jake Elliott,PK,PHI,168,5.1,14.06,15.11,17
187,15.01,Michael Badgley,PK,LAC,168.7,4.8,14.06,15.11,17
188,15.02,Mason Crosby,PK,GB,169.8,2.8,14.1,15.08,24
189,15.02,Mohamed Sanu,WR,NE,170.1,10.6,12.1,15.12,17
190,15.03,Matt Prater,PK,DET,171.2,5.2,14.07,15.1,13
191,15.04,Buffalo Defense,DEF,BUF,171.8,9.8,11.11,16.11,38
192,15.04,Brett Maher,PK,DAL,172,10.4,11.01,16.06,32
193,15.04,Dan Bailey,PK,MIN,172.3,4.8,14.1,15.12,18
