"Pick","Name","Pos","Team","Overall","Std..Dev","High","Low","Times.Drafted","Pos_ADP"
3.05,"leveon bell","RB","PIT",28.7,3.9,2.02,4.03,328,14
3.06,"zac stacy","RB","LAR",29.8,3.8,2.03,4.05,306,15
3.06,"rob gronkowski","TE","NE",30,5,1.04,4.06,283,3
3.07,"keenan allen","WR","LAC",31.3,4,2.07,4.06,279,11
3.09,"reggie bush","RB","DET",32.7,4.3,1.05,4.09,291,16
3.1,"cordarrelle patterson","WR","MIN",34.5,4.7,2.03,5.08,259,12
3.1,"shane vereen","RB","NE",34.5,4.9,2.08,6.12,283,17
3.11,"vincent jackson","WR","TB",35.5,4.3,2.11,4.1,266,13
3.12,"rashad jennings","RB","NYG",36.4,4.4,1.08,4.12,272,18
4.02,"roddy white","WR","ATL",38.4,4.4,2.1,5.03,242,14
4.03,"toby gerhart","RB","JAX",39.1,5,2.12,5.07,247,19
4.03,"matthew stafford","QB","DET",39.2,8.2,2.02,5.1,188,4
4.04,"c.j. spiller","RB","None",39.7,5.4,2.05,5.1,252,20
4.04,"larry fitzgerald","WR","ARI",40.3,4.4,3.01,5.04,244,15
4.07,"ryan mathews","RB","LAC",42.7,5.6,3.06,7.03,234,21
4.07,"emmanuel sanders","WR","DEN",43,5.5,2.08,5.11,291,16
4.07,"victor cruz","WR","NYG",43.3,4.8,3.01,5.1,222,17
4.08,"percy harvin","WR","SEA",44,5.1,2.04,5.09,286,18
4.09,"andre johnson","WR","HOU",44.6,5,3.03,6.09,285,19
4.1,"frank gore","RB","SF",45.6,6.2,3.03,6.02,307,22
4.11,"andrew luck","QB","IND",47,9.1,2.01,6.1,206,5
4.12,"pierre garcon","WR","WAS",48.2,5.6,3.01,5.12,228,20
5.02,"michael floyd","WR","ARI",49.5,5.8,3.12,6.1,264,21
5.02,"ray rice","RB","BAL",50.3,7.4,2.04,6.05,271,23
5.03,"joique bell","RB","DET",51.4,6.4,3.11,7.02,297,24
5.04,"michael crabtree","WR","SF",52.4,5.7,3.11,6.12,282,22
5.04,"tom brady","QB","NE",52.4,10.1,1.09,7.08,202,6
5.06,"ben tate","RB","CLE",53.7,6.6,3.06,6.11,302,25
5.08,"vernon davis","TE","SF",55.6,8.4,2.09,7.03,159,4
5.09,"chris johnson","RB","NYJ",56.7,6.3,4.01,7.06,231,26
5.09,"desean jackson","WR","WAS",57,5.8,3.08,6.12,227,23
5.1,"jordan cameron","TE","CLE",57.6,7.9,2.12,7.06,196,5
5.11,"t.y. hilton","WR","IND",58.7,7,3.1,7.04,251,24
5.12,"torrey smith","WR","BAL",59.6,6.3,4.09,7.02,270,25
6.01,"bishop sankey","RB","TEN",60.7,6.4,4.02,7.08,226,27
6.02,"julian edelman","WR","NE",62.4,7,4.04,7.06,227,26
6.03,"matt ryan","QB","ATL",62.6,8.2,2.1,8.09,219,7
6.05,"maurice jones-drew","RB","LV",64.7,7.6,3.02,8.11,244,28
6.05,"jeremy maclin","WR","PHI",65.3,6.9,4.08,8.03,246,27
6.06,"nick foles","QB","PHI",65.6,9.7,3.07,9.02,211,8
6.07,"trent richardson","RB","IND",67.2,9.2,3.08,10.05,208,29
6.08,"marques colston","WR","NO",67.5,6.9,4.04,8.07,226,28
6.08,"pierre thomas","RB","NO",68.4,7.2,4.11,8.06,208,30
6.09,"jason witten","TE","DAL",68.6,8.2,3.02,8.06,163,6
6.1,"wes welker","WR","DEN",70.3,9,3.08,8.07,207,29
7.01,"kyle rudolph","TE","MIN",72.6,8.1,4.06,8.08,155,7
7.01,"brandin cooks","WR","NO",72.6,7.8,5.08,8.08,210,30
7.01,"jay cutler","QB","CHI",73.3,8.7,4.04,9.04,209,9
7.03,"golden tate","WR","DET",75.4,7.1,5.06,8.09,215,31
7.04,"mike wallace","WR","MIA",76.1,7.5,5.01,8.12,250,32
7.05,"steven jackson","RB","ATL",77,7.9,5.07,8.12,221,31
7.06,"lamar miller","RB","MIA",78.2,9.3,5.02,9.03,171,32
7.09,"darren sproles","RB","PHI",80.7,10,2.12,9.05,166,33
7.09,"terrance williams","WR","DAL",80.9,8,5.11,9.06,208,33
7.11,"reggie wayne","WR","IND",82.5,7,6.03,9.03,198,34
7.11,"tony romo","QB","DAL",83,9.8,5.07,11.11,200,10
7.11,"jordan reed","TE","WAS",83.2,9.8,5.11,10.07,153,8
7.12,"fred jackson","RB","None",84.2,9.4,5.1,10.12,189,34
8.01,"knowshon moreno","RB","MIA",85.1,9.3,4.05,9.08,202,35
8.01,"seattle defense","DEF","SEA",85.2,11.5,1.03,9.05,293,1
8.01,"kelvin benjamin","WR","CAR",85.5,8.5,6.01,9.08,260,35
8.03,"kendall wright","WR","TEN",87.3,9.4,5.11,10.04,194,36
8.03,"cam newton","QB","CAR",87.5,10.9,5.03,10.03,175,11
8.04,"dennis pitta","TE","BAL",87.9,11.6,5.09,12.11,182,9
8.04,"stevan ridley","RB","NE",88.2,9.8,6.03,11.04,174,36
8.06,"eric decker","WR","NYJ",89.7,10.8,4.01,10.04,205,37
8.06,"carlos hyde","RB","SF",90.2,8.7,6.04,10.01,167,37
8.07,"greg olsen","TE","CAR",90.6,12.5,5.03,11.07,178,10
8.08,"bernard pierce","RB","BAL",92.1,11.2,5.1,12.03,101,38
8.1,"danny woodhead","RB","LAC",94.2,9.8,5.08,10.03,119,39
8.11,"mark ingram","RB","NO",94.7,7.8,6.03,10.02,133,40
8.12,"zach ertz","TE","PHI",96.3,15.3,4.07,12.06,181,11
9.01,"colin kaepernick","QB","SF",96.5,13.3,4.07,11.02,199,12
9.02,"riley cooper","WR","PHI",97.5,10.7,3.08,10.07,153,38
9.02,"jeremy hill","RB","CIN",97.7,10.1,5.07,11.06,200,41
9.04,"sammy watkins","WR","None",99.9,10.5,6.04,11.02,157,39
9.04,"robert griffin iii","QB","WAS",100.2,13,5.01,10.11,135,13
9.04,"justin hunter","WR","TEN",100.3,9.3,5.12,11.01,205,40
9.07,"philip rivers","QB","LAC",103.1,13.3,2.12,11.08,228,14
9.07,"devonta freeman","RB","ATL",103.2,10.9,3.01,11.04,149,42
9.09,"mike evans","WR","TB",105.5,9.2,6.12,11.06,206,41
9.1,"russell wilson","QB","SEA",105.9,13.9,1.12,12.06,242,15
9.1,"rueben randle","WR","NYG",106.4,10.9,5.01,11.12,182,42
9.12,"carolina defense","DEF","CAR",108.1,12.8,5.06,11.1,111,2
9.12,"andre williams","RB","NYG",108.2,8.1,8.02,11.12,121,43
10.01,"dwayne bowe","WR","KC",109.4,9.6,6.1,11.11,119,43
10.04,"hakeem nicks","WR","IND",111.7,10.1,6.05,12.02,118,44
10.05,"anquan boldin","WR","SF",112.7,14,5.01,11.12,104,45
10.05,"terrance west","RB","CLE",112.8,10.2,7.04,13.03,134,44
10.05,"steve smith","WR","BAL",113.2,9.7,8.01,14.02,118,46
10.06,"deangelo williams","RB","CAR",113.7,9,8.03,12.09,165,45
10.06,"denver defense","DEF","DEN",114.4,7.3,8.09,12.03,82,3
10.1,"deandre hopkins","WR","HOU",117.6,11,7.12,12.05,147,47
10.1,"martellus bennett","TE","CHI",117.8,16.4,6.09,13.12,214,12
10.1,"darren mcfadden","RB","LV",118.2,16.7,2.01,13.01,151,46
11.01,"new england defense","DEF","NE",120.9,10.6,6.01,12.03,82,4
11.01,"andy dalton","QB","CIN",121.3,14.6,3.01,14.1,156,16
11.03,"markus wheaton","WR","PIT",122.9,9.2,8.03,12.09,155,48
11.04,"danny amendola","WR","NE",123.7,9.3,8.11,12.09,106,49
11.05,"jordan matthews","WR","PHI",124.7,10,8.07,13.12,128,50
11.05,"ben roethlisberger","QB","PIT",125,10.9,7.06,13.02,131,17
11.06,"ahmad bradshaw","RB","IND",125.8,11.5,5.12,13.04,149,47
11.06,"jarrett boykin","WR","GB",126.1,9.6,9.01,13.04,102,51
11.06,"khiry robinson","RB","NO",126.4,12.4,8.07,13.1,88,48
11.07,"la rams defense","DEF","LAR",126.6,9,9.04,12.11,96,5
11.1,"legarrette blount","RB","PIT",129.8,10.2,9.11,13.06,137,49
11.1,"carson palmer","QB","ARI",129.8,10.6,7.03,13.03,104,18
11.11,"cincinnati defense","DEF","CIN",130.5,9.3,9.07,14.02,82,6
11.11,"cecil shorts","WR","JAX",131.2,9,9.01,12.12,115,52
11.12,"shonn greene","RB","TEN",132.4,12.3,9.05,14.09,147,50
12.02,"ladarius green","TE","LAC",134.2,15.8,7.1,14.11,192,13
12.07,"arizona defense","DEF","ARI",138.6,8.5,10.11,14.06,82,7
12.07,"antonio gates","TE","LAC",138.9,23.3,4.1,15.08,134,14
12.07,"stephen gostkowski","PK","NE",139.2,18.6,1.01,14.04,238,1
12.07,"chris ivory","RB","NYJ",139.2,13.9,9.01,15.03,123,51
12.1,"jonathan stewart","RB","CAR",142.2,17.3,9.04,15.12,138,52
12.11,"heath miller","TE","PIT",142.5,20.4,7.05,15.12,197,15
12.11,"kansas city defense","DEF","KC",142.9,12.7,10.03,15.11,89,8
12.12,"aaron dobson","WR","NE",143.9,18.7,6.12,15.12,77,53
12.12,"christine michael","RB","SEA",143.9,13.8,9.09,15.07,98,53
13.03,"houston defense","DEF","HOU",146.6,18.3,3.05,15.11,79,9
13.05,"steven hauschka","PK","SEA",149.3,11.9,5.11,14.06,129,2
13.06,"knile davis","RB","KC",149.8,14.8,9.03,15.08,121,54
13.06,"charles clay","TE","MIA",149.9,22.5,8.12,15.12,119,16
13.06,"eric ebron","TE","DET",150.4,18.9,9.08,15.12,103,17
13.07,"kenny britt","WR","LAR",150.5,16.7,9.08,15.11,88,54
13.07,"justin tucker","PK","BAL",150.6,15.7,5.04,14.07,79,3
13.09,"miles austin","WR","CLE",153.3,14.2,10.06,15.08,81,55
13.1,"lance dunbar","RB","DAL",153.9,13.9,10.01,15.11,81,55
13.1,"travis kelce","TE","KC",154.2,17.8,7.12,15.12,120,18
13.1,"tavon austin","WR","LAR",154.3,15,10.04,15.1,99,56
13.11,"ronnie hillman","RB","DEN",155.3,16.4,7.08,15.11,101,56
14.02,"doug baldwin","WR","SEA",157.9,17.7,9.08,15.12,76,57
14.04,"tampa bay defense","DEF","TB",159.7,13.1,11.04,15.12,90,10
14.04,"new orleans defense","DEF","NO",160.5,12.6,11.08,15.12,111,11
